walkers, Energy
196.000000, 0.388000
195.000000, 0.390559
196.000000, 0.388003
196.000000, 0.388004
197.000000, 0.385461
196.000000, 0.388007
196.000000, 0.388009
196.000000, 0.388010
197.000000, 0.385467
197.000000, 0.385468
197.000000, 0.385469
198.000000, 0.382939
199.000000, 0.380421
200.000000, 0.377915
199.000000, 0.380421
201.000000, 0.375421
201.000000, 0.375421
199.000000, 0.380421
200.000000, 0.377915
201.000000, 0.375421
200.000000, 0.377914
199.000000, 0.380421
198.000000, 0.382940
199.000000, 0.380422
198.000000, 0.382941
198.000000, 0.382942
198.000000, 0.382942
198.000000, 0.382943
197.000000, 0.385476
198.000000, 0.382945
199.000000, 0.380427
199.000000, 0.380427
200.000000, 0.377921
200.000000, 0.377921
200.000000, 0.377921
200.000000, 0.377921
199.000000, 0.380428
199.000000, 0.380428
199.000000, 0.380428
198.000000, 0.382948
198.000000, 0.382948
200.000000, 0.377924
200.000000, 0.377924
200.000000, 0.377924
202.000000, 0.372949
202.000000, 0.372948
202.000000, 0.372947
203.000000, 0.370477
202.000000, 0.372946
202.000000, 0.372945
202.000000, 0.372944
200.000000, 0.377918
200.000000, 0.377918
201.000000, 0.375425
201.000000, 0.375424
202.000000, 0.372943
202.000000, 0.372942
202.000000, 0.372941
202.000000, 0.372940
201.000000, 0.375421
200.000000, 0.377914
200.000000, 0.377914
201.000000, 0.375421
200.000000, 0.377914
201.000000, 0.375420
200.000000, 0.377914
201.000000, 0.375420
201.000000, 0.375420
200.000000, 0.377913
198.000000, 0.382938
198.000000, 0.382939
198.000000, 0.382940
198.000000, 0.382940
197.000000, 0.385473
196.000000, 0.388018
196.000000, 0.388020
195.000000, 0.390579
195.000000, 0.390581
195.000000, 0.390583
195.000000, 0.390584
196.000000, 0.388029
196.000000, 0.388030
196.000000, 0.388032
195.000000, 0.390591
195.000000, 0.390593
195.000000, 0.390594
195.000000, 0.390596
194.000000, 0.393169
194.000000, 0.393171
194.000000, 0.393173
193.000000, 0.395760
194.000000, 0.393178
194.000000, 0.393180
196.000000, 0.388054
196.000000, 0.388056
196.000000, 0.388057
196.000000, 0.388059
194.000000, 0.393188
194.000000, 0.393191
195.000000, 0.390622
194.000000, 0.393195
195.000000, 0.390626
194.000000, 0.393199
196.000000, 0.388073
195.000000, 0.390632
195.000000, 0.390634
195.000000, 0.390636
195.000000, 0.390637
198.000000, 0.383005
198.000000, 0.383006
197.000000, 0.385539
196.000000, 0.388084
196.000000, 0.388086
197.000000, 0.385543
198.000000, 0.383012
199.000000, 0.380494
199.000000, 0.380494
200.000000, 0.377988
199.000000, 0.380495
200.000000, 0.377989
202.000000, 0.373014
202.000000, 0.373013
203.000000, 0.370543
204.000000, 0.368085
204.000000, 0.368083
202.000000, 0.373008
203.000000, 0.370538
202.000000, 0.373006
203.000000, 0.370537
202.000000, 0.373005
203.000000, 0.370535
204.000000, 0.368077
203.000000, 0.370532
203.000000, 0.370531
202.000000, 0.372999
203.000000, 0.370529
204.000000, 0.368071
203.000000, 0.370527
203.000000, 0.370526
203.000000, 0.370525
203.000000, 0.370524
204.000000, 0.368065
204.000000, 0.368064
205.000000, 0.365618
206.000000, 0.363183
205.000000, 0.365614
207.000000, 0.360757
210.000000, 0.353561
211.000000, 0.351182
211.000000, 0.351178
210.000000, 0.353549
208.000000, 0.358331
207.000000, 0.360737
207.000000, 0.360735
207.000000, 0.360732
207.000000, 0.360730
205.000000, 0.365582
204.000000, 0.368025
204.000000, 0.368024
204.000000, 0.368022
203.000000, 0.370478
203.000000, 0.370477
202.000000, 0.372945
202.000000, 0.372944
202.000000, 0.372943
203.000000, 0.370473
203.000000, 0.370472
204.000000, 0.368014
203.000000, 0.370470
201.000000, 0.375419
202.000000, 0.372937
203.000000, 0.370468
202.000000, 0.372936
202.000000, 0.372935
204.000000, 0.368008
204.000000, 0.368007
203.000000, 0.370462
204.000000, 0.368004
204.000000, 0.368003
204.000000, 0.368001
204.000000, 0.368000
203.000000, 0.370455
202.000000, 0.372924
201.000000, 0.375404
201.000000, 0.375404
202.000000, 0.372922
202.000000, 0.372921
204.000000, 0.367995
205.000000, 0.365548
205.000000, 0.365546
204.000000, 0.367990
206.000000, 0.363110
206.000000, 0.363108
206.000000, 0.363106
205.000000, 0.365537
205.000000, 0.365535
204.000000, 0.367978
204.000000, 0.367977
204.000000, 0.367975
206.000000, 0.363096
205.000000, 0.365527
204.000000, 0.367970
205.000000, 0.365524
205.000000, 0.365522
204.000000, 0.367965
204.000000, 0.367964
205.000000, 0.365517
205.000000, 0.365515
203.000000, 0.370416
205.000000, 0.365513
205.000000, 0.365511
204.000000, 0.367954
205.000000, 0.365508
205.000000, 0.365506
204.000000, 0.367949
204.000000, 0.367948
206.000000, 0.363068
205.000000, 0.365499
207.000000, 0.360643
206.000000, 0.363062
206.000000, 0.363060
206.000000, 0.363058
206.000000, 0.363055
205.000000, 0.365486
206.000000, 0.363051
205.000000, 0.365482
205.000000, 0.365481
204.000000, 0.367924
204.000000, 0.367923
204.000000, 0.367921
204.000000, 0.367920
203.000000, 0.370375
202.000000, 0.372843
202.000000, 0.372843
202.000000, 0.372842
204.000000, 0.367915
202.000000, 0.372840
202.000000, 0.372839
204.000000, 0.367912
202.000000, 0.372837
203.000000, 0.370367
204.000000, 0.367909
206.000000, 0.363030
207.000000, 0.360606
206.000000, 0.363025
205.000000, 0.365456
205.000000, 0.365454
206.000000, 0.363019
207.000000, 0.360596
205.000000, 0.365448
205.000000, 0.365446
206.000000, 0.363011
207.000000, 0.360588
207.000000, 0.360585
207.000000, 0.360583
207.000000, 0.360580
207.000000, 0.360578
208.000000, 0.358166
208.000000, 0.358163
209.000000, 0.355762
210.000000, 0.353372
209.000000, 0.355756
211.000000, 0.350990
210.000000, 0.353362
209.000000, 0.355745
209.000000, 0.355742
208.000000, 0.358137
209.000000, 0.355736
209.000000, 0.355733
210.000000, 0.353343
210.000000, 0.353340
209.000000, 0.355723
207.000000, 0.360527
206.000000, 0.362946
206.000000, 0.362944
207.000000, 0.360521
206.000000, 0.362940
206.000000, 0.362938
206.000000, 0.362935
206.000000, 0.362933
206.000000, 0.362931
206.000000, 0.362929
205.000000, 0.365360
204.000000, 0.367803
204.000000, 0.367802
204.000000, 0.367801
203.000000, 0.370256
202.000000, 0.372724
200.000000, 0.377699
201.000000, 0.375205
201.000000, 0.375205
202.000000, 0.372723
201.000000, 0.375204
201.000000, 0.375203
199.000000, 0.380203
200.000000, 0.377697
200.000000, 0.377697
201.000000, 0.375203
200.000000, 0.377697
199.000000, 0.380203
199.000000, 0.380203
199.000000, 0.380204
200.000000, 0.377698
200.000000, 0.377698
200.000000, 0.377698
200.000000, 0.377698
200.000000, 0.377698
201.000000, 0.375204
200.000000, 0.377697
200.000000, 0.377697
200.000000, 0.377697
200.000000, 0.377697
199.000000, 0.380204
199.000000, 0.380204
199.000000, 0.380204
199.000000, 0.380205
197.000000, 0.385256
196.000000, 0.387801
198.000000, 0.382726
197.000000, 0.385259
198.000000, 0.382728
197.000000, 0.385261
198.000000, 0.382730
199.000000, 0.380212
198.000000, 0.382731
198.000000, 0.382732
198.000000, 0.382732
199.000000, 0.380214
199.000000, 0.380215
198.000000, 0.382734
198.000000, 0.382735
198.000000, 0.382735
199.000000, 0.380217
200.000000, 0.377711
199.000000, 0.380217
198.000000, 0.382737
198.000000, 0.382737
197.000000, 0.385270
198.000000, 0.382739
199.000000, 0.380221
200.000000, 0.377715
198.000000, 0.382740
198.000000, 0.382741
198.000000, 0.382742
197.000000, 0.385274
198.000000, 0.382743
197.000000, 0.385276
198.000000, 0.382745
199.000000, 0.380227
199.000000, 0.380227
199.000000, 0.380228
198.000000, 0.382747
197.000000, 0.385279
197.000000, 0.385280
197.000000, 0.385281
198.000000, 0.382751
199.000000, 0.380233
199.000000, 0.380233
199.000000, 0.380233
199.000000, 0.380234
201.000000, 0.375234
200.000000, 0.377727
200.000000, 0.377727
198.000000, 0.382753
199.000000, 0.380234
198.000000, 0.382754
197.000000, 0.385286
196.000000, 0.387832
194.000000, 0.392961
193.000000, 0.395547
192.000000, 0.398147
189.000000, 0.406024
188.000000, 0.408681
189.000000, 0.406033
190.000000, 0.403398
189.000000, 0.406040
189.000000, 0.406044
189.000000, 0.406048
189.000000, 0.406052
189.000000, 0.406056
188.000000, 0.408713
188.000000, 0.408717
188.000000, 0.408721
189.000000, 0.406073
189.000000, 0.406077
189.000000, 0.406081
190.000000, 0.403446
190.000000, 0.403450
191.000000, 0.400829
190.000000, 0.403457
189.000000, 0.406099
189.000000, 0.406103
190.000000, 0.403468
191.000000, 0.400847
191.000000, 0.400851
192.000000, 0.398243
192.000000, 0.398246
193.000000, 0.395651
192.000000, 0.398251
192.000000, 0.398254
193.000000, 0.395659
194.000000, 0.393078
195.000000, 0.390509
195.000000, 0.390511
195.000000, 0.390513
199.000000, 0.380362
199.000000, 0.380362
200.000000, 0.377856
200.000000, 0.377856
200.000000, 0.377856
201.000000, 0.375363
200.000000, 0.377856
201.000000, 0.375362
200.000000, 0.377856
199.000000, 0.380362
200.000000, 0.377856
200.000000, 0.377856
199.000000, 0.380362
200.000000, 0.377856
198.000000, 0.382881
196.000000, 0.387958
197.000000, 0.385415
197.000000, 0.385416
197.000000, 0.385417
197.000000, 0.385418
198.000000, 0.382888
197.000000, 0.385420
197.000000, 0.385421
197.000000, 0.385422
197.000000, 0.385423
196.000000, 0.387969
194.000000, 0.393099
194.000000, 0.393101
195.000000, 0.390532
196.000000, 0.387976
196.000000, 0.387978
196.000000, 0.387979
196.000000, 0.387981
196.000000, 0.387982
195.000000, 0.390541
196.000000, 0.387985
196.000000, 0.387986
196.000000, 0.387988
196.000000, 0.387989
196.000000, 0.387991
197.000000, 0.385448
196.000000, 0.387993
196.000000, 0.387995
196.000000, 0.387996
197.000000, 0.385453
198.000000, 0.382922
197.000000, 0.385455
199.000000, 0.380405
199.000000, 0.380405
199.000000, 0.380406
198.000000, 0.382925
198.000000, 0.382926
198.000000, 0.382926
198.000000, 0.382927
197.000000, 0.385459
198.000000, 0.382929
200.000000, 0.377904
199.000000, 0.380411
199.000000, 0.380411
198.000000, 0.382930
198.000000, 0.382931
198.000000, 0.382932
198.000000, 0.382932
198.000000, 0.382933
198.000000, 0.382934
197.000000, 0.385466
197.000000, 0.385467
198.000000, 0.382937
197.000000, 0.385469
197.000000, 0.385470
196.000000, 0.388015
194.000000, 0.393145
194.000000, 0.393147
193.000000, 0.395733
193.000000, 0.395736
192.000000, 0.398336
193.000000, 0.395741
193.000000, 0.395744
194.000000, 0.393162
195.000000, 0.390593
199.000000, 0.380443
200.000000, 0.377937
200.000000, 0.377937
201.000000, 0.375443
202.000000, 0.372961
203.000000, 0.370491
203.000000, 0.370490
203.000000, 0.370489
203.000000, 0.370488
203.000000, 0.370487
205.000000, 0.365584
205.000000, 0.365582
205.000000, 0.365581
203.000000, 0.370481
203.000000, 0.370480
203.000000, 0.370479
203.000000, 0.370478
203.000000, 0.370477
202.000000, 0.372945
202.000000, 0.372944
202.000000, 0.372944
202.000000, 0.372943
203.000000, 0.370473
204.000000, 0.368015
203.000000, 0.370471
202.000000, 0.372939
204.000000, 0.368012
204.000000, 0.368011
204.000000, 0.368009
204.000000, 0.368008
205.000000, 0.365562
205.000000, 0.365560
207.000000, 0.360704
208.000000, 0.358292
208.000000, 0.358289
207.000000, 0.360696
206.000000, 0.363115
206.000000, 0.363113
206.000000, 0.363111
206.000000, 0.363109
205.000000, 0.365540
204.000000, 0.367983
204.000000, 0.367982
204.000000, 0.367981
204.000000, 0.367979
206.000000, 0.363100
207.000000, 0.360676
208.000000, 0.358264
208.000000, 0.358262
207.000000, 0.360669
208.000000, 0.358257
207.000000, 0.360664
208.000000, 0.358252
209.000000, 0.355851
209.000000, 0.355848
210.000000, 0.353458
210.000000, 0.353455
210.000000, 0.353451
211.000000, 0.351073
211.000000, 0.351069
212.000000, 0.348701
214.000000, 0.344003
217.000000, 0.337037
217.000000, 0.337032
217.000000, 0.337026
217.000000, 0.337020
216.000000, 0.339324
217.000000, 0.337010
218.000000, 0.334705
219.000000, 0.332411
215.000000, 0.341622
214.000000, 0.343948
213.000000, 0.346285
212.000000, 0.348634
211.000000, 0.350994
210.000000, 0.353365
211.000000, 0.350987
211.000000, 0.350983
210.000000, 0.353355
212.000000, 0.348612
214.000000, 0.343913
213.000000, 0.346250
213.000000, 0.346246
212.000000, 0.348595
212.000000, 0.348591
213.000000, 0.346234
213.000000, 0.346230
213.000000, 0.346225
212.000000, 0.348574
211.000000, 0.350934
212.000000, 0.348566
212.000000, 0.348562
212.000000, 0.348558
213.000000, 0.346201
213.000000, 0.346197
212.000000, 0.348546
211.000000, 0.350906
213.000000, 0.346185
214.000000, 0.343839
213.000000, 0.346176
214.000000, 0.343830
214.000000, 0.343825
214.000000, 0.343821
216.000000, 0.339165
215.000000, 0.341480
215.000000, 0.341475
215.000000, 0.341470
214.000000, 0.343796
214.000000, 0.343792
214.000000, 0.343787
213.000000, 0.346124
216.000000, 0.339127
218.000000, 0.334513
217.000000, 0.336806
218.000000, 0.334502
218.000000, 0.334496
217.000000, 0.336789
216.000000, 0.339093
217.000000, 0.336778
216.000000, 0.339082
216.000000, 0.339077
216.000000, 0.339072
215.000000, 0.341387
215.000000, 0.341382
215.000000, 0.341377
214.000000, 0.343703
213.000000, 0.346040
213.000000, 0.346036
211.000000, 0.350749
211.000000, 0.350745
211.000000, 0.350742
211.000000, 0.350738
212.000000, 0.348370
211.000000, 0.350730
209.000000, 0.355489
210.000000, 0.353099
210.000000, 0.353096
209.000000, 0.355479
209.000000, 0.355476
211.000000, 0.350711
210.000000, 0.353083
208.000000, 0.357864
208.000000, 0.357862
207.000000, 0.360269
207.000000, 0.360266
209.000000, 0.355456
209.000000, 0.355453
209.000000, 0.355450
208.000000, 0.357845
208.000000, 0.357843
207.000000, 0.360250
207.000000, 0.360247
207.000000, 0.360245
208.000000, 0.357833
209.000000, 0.355432
210.000000, 0.353043
211.000000, 0.350664
211.000000, 0.350660
209.000000, 0.355419
209.000000, 0.355416
210.000000, 0.353026
210.000000, 0.353023
211.000000, 0.350644
211.000000, 0.350641
212.000000, 0.348273
212.000000, 0.348269
212.000000, 0.348265
211.000000, 0.350625
212.000000, 0.348257
212.000000, 0.348254
212.000000, 0.348250
213.000000, 0.345893
213.000000, 0.345888
213.000000, 0.345884
211.000000, 0.350597
210.000000, 0.352969
210.000000, 0.352965
209.000000, 0.355349
209.000000, 0.355346
209.000000, 0.355343
209.000000, 0.355340
211.000000, 0.350575
212.000000, 0.348207
213.000000, 0.345850
212.000000, 0.348199
213.000000, 0.345842
213.000000, 0.345838
212.000000, 0.348187
213.000000, 0.345830
214.000000, 0.343484
213.000000, 0.345821
213.000000, 0.345817
212.000000, 0.348166
211.000000, 0.350526
212.000000, 0.348158
212.000000, 0.348154
212.000000, 0.348150
212.000000, 0.348146
211.000000, 0.350506
211.000000, 0.350503
212.000000, 0.348135
212.000000, 0.348131
213.000000, 0.345774
212.000000, 0.348123
212.000000, 0.348119
212.000000, 0.348115
212.000000, 0.348111
213.000000, 0.345754
213.000000, 0.345750
213.000000, 0.345746
211.000000, 0.350459
213.000000, 0.345738
213.000000, 0.345734
213.000000, 0.345730
215.000000, 0.341053
215.000000, 0.341048
214.000000, 0.343374
212.000000, 0.348064
212.000000, 0.348060
212.000000, 0.348056
212.000000, 0.348052
211.000000, 0.350413
211.000000, 0.350409
212.000000, 0.348041
212.000000, 0.348037
212.000000, 0.348034
212.000000, 0.348030
213.000000, 0.345673
214.000000, 0.343327
214.000000, 0.343322
214.000000, 0.343318
214.000000, 0.343313
215.000000, 0.340978
216.000000, 0.338653
215.000000, 0.340968
213.000000, 0.345636
214.000000, 0.343289
216.000000, 0.338634
217.000000, 0.336319
215.000000, 0.340943
215.000000, 0.340939
215.000000, 0.340934
215.000000, 0.340929
215.000000, 0.340924
214.000000, 0.343250
215.000000, 0.340915
216.000000, 0.338590
217.000000, 0.336275
217.000000, 0.336270
218.000000, 0.333965
219.000000, 0.331671
219.000000, 0.331665
219.000000, 0.331659
219.000000, 0.331653
220.000000, 0.329369
220.000000, 0.329363
218.000000, 0.333923
218.000000, 0.333917
219.000000, 0.331623
219.000000, 0.331617
223.000000, 0.322561
222.000000, 0.324801
222.000000, 0.324794
221.000000, 0.327044
221.000000, 0.327037
221.000000, 0.327031
220.000000, 0.329292
221.000000, 0.327018
219.000000, 0.331556
220.000000, 0.329273
222.000000, 0.324741
220.000000, 0.329259
220.000000, 0.329253
220.000000, 0.329247
218.000000, 0.333806
217.000000, 0.336100
216.000000, 0.338404
217.000000, 0.336089
217.000000, 0.336084
216.000000, 0.338388
217.000000, 0.336073
217.000000, 0.336068
220.000000, 0.329197
221.000000, 0.326923
220.000000, 0.329184
222.000000, 0.324653
222.000000, 0.324646
220.000000, 0.329164
218.000000, 0.333724
220.000000, 0.329152
221.000000, 0.326878
221.000000, 0.326871
222.000000, 0.324607
222.000000, 0.324600
221.000000, 0.326851
222.000000, 0.324587
222.000000, 0.324580
221.000000, 0.326830
222.000000, 0.324566
221.000000, 0.326817
221.000000, 0.326810
221.000000, 0.326804
221.000000, 0.326797
220.000000, 0.329058
220.000000, 0.329052
220.000000, 0.329045
220.000000, 0.329039
219.000000, 0.331311
219.000000, 0.331304
221.000000, 0.326753
221.000000, 0.326746
221.000000, 0.326740
220.000000, 0.329001
221.000000, 0.326727
221.000000, 0.326720
220.000000, 0.328981
220.000000, 0.328975
220.000000, 0.328969
221.000000, 0.326695
221.000000, 0.326688
220.000000, 0.328949
219.000000, 0.331221
217.000000, 0.335802
218.000000, 0.333498
216.000000, 0.338100
215.000000, 0.340415
214.000000, 0.342742
213.000000, 0.345079
215.000000, 0.340402
212.000000, 0.347423
215.000000, 0.340393
217.000000, 0.335759
216.000000, 0.338063
217.000000, 0.335748
216.000000, 0.338052
217.000000, 0.335738
217.000000, 0.335733
216.000000, 0.338037
215.000000, 0.340352
216.000000, 0.338027
216.000000, 0.338022
215.000000, 0.340337
215.000000, 0.340332
214.000000, 0.342658
214.000000, 0.342654
214.000000, 0.342649
215.000000, 0.340314
213.000000, 0.344982
213.000000, 0.344978
210.000000, 0.352066
208.000000, 0.356848
207.000000, 0.359255
207.000000, 0.359252
206.000000, 0.361671
206.000000, 0.361669
205.000000, 0.364101
204.000000, 0.366544
204.000000, 0.366543
203.000000, 0.368998
203.000000, 0.368997
203.000000, 0.368996
203.000000, 0.368995
204.000000, 0.366537
204.000000, 0.366536
205.000000, 0.364090
204.000000, 0.366533
204.000000, 0.366532
205.000000, 0.364086
205.000000, 0.364084
205.000000, 0.364082
204.000000, 0.366526
204.000000, 0.366524
205.000000, 0.364078
205.000000, 0.364076
205.000000, 0.364075
203.000000, 0.368975
202.000000, 0.371443
202.000000, 0.371443
202.000000, 0.371442
203.000000, 0.368972
203.000000, 0.368971
202.000000, 0.371440
202.000000, 0.371439
201.000000, 0.373920
200.000000, 0.376413
200.000000, 0.376413
200.000000, 0.376413
200.000000, 0.376413
200.000000, 0.376413
200.000000, 0.376413
200.000000, 0.376413
199.000000, 0.378919
200.000000, 0.376413
198.000000, 0.381439
198.000000, 0.381439
196.000000, 0.386516
196.000000, 0.386517
196.000000, 0.386519
196.000000, 0.386520
196.000000, 0.386521
196.000000, 0.386523
197.000000, 0.383979
198.000000, 0.381449
197.000000, 0.383981
196.000000, 0.386527
196.000000, 0.386528
195.000000, 0.389087
195.000000, 0.389088
196.000000, 0.386533
197.000000, 0.383989
197.000000, 0.383990
198.000000, 0.381460
197.000000, 0.383992
198.000000, 0.381461
197.000000, 0.383994
198.000000, 0.381463
198.000000, 0.381464
198.000000, 0.381464
198.000000, 0.381465
198.000000, 0.381466
197.000000, 0.383998
197.000000, 0.383999
198.000000, 0.381468
198.000000, 0.381469
200.000000, 0.376444
201.000000, 0.373951
199.000000, 0.378950
200.000000, 0.376444
200.000000, 0.376444
200.000000, 0.376444
200.000000, 0.376444
199.000000, 0.378951
199.000000, 0.378951
200.000000, 0.376445
199.000000, 0.378951
198.000000, 0.381471
198.000000, 0.381471
197.000000, 0.384003
197.000000, 0.384004
197.000000, 0.384005
198.000000, 0.381475
199.000000, 0.378957
202.000000, 0.371475
202.000000, 0.371475
202.000000, 0.371474
202.000000, 0.371473
201.000000, 0.373954
202.000000, 0.371473
201.000000, 0.373953
199.000000, 0.378953
199.000000, 0.378953
200.000000, 0.376447
201.000000, 0.373954
201.000000, 0.373953
200.000000, 0.376447
199.000000, 0.378953
199.000000, 0.378953
200.000000, 0.376447
199.000000, 0.378954
203.000000, 0.369003
204.000000, 0.366545
204.000000, 0.366544
204.000000, 0.366543
205.000000, 0.364097
205.000000, 0.364095
203.000000, 0.368995
203.000000, 0.368994
203.000000, 0.368993
203.000000, 0.368992
203.000000, 0.368991
202.000000, 0.371460
202.000000, 0.371459
201.000000, 0.373940
203.000000, 0.368989
204.000000, 0.366531
204.000000, 0.366530
205.000000, 0.364083
207.000000, 0.359227
208.000000, 0.356815
208.000000, 0.356813
208.000000, 0.356810
209.000000, 0.354410
211.000000, 0.349645
213.000000, 0.344925
211.000000, 0.349637
211.000000, 0.349634
211.000000, 0.349631
211.000000, 0.349627
210.000000, 0.351999
210.000000, 0.351996
213.000000, 0.344900
213.000000, 0.344896
212.000000, 0.347245
211.000000, 0.349605
210.000000, 0.351977
210.000000, 0.351974
210.000000, 0.351971
210.000000, 0.351968
210.000000, 0.351965
210.000000, 0.351961
211.000000, 0.349583
210.000000, 0.351955
210.000000, 0.351952
209.000000, 0.354335
209.000000, 0.354332
211.000000, 0.349568
209.000000, 0.354326
208.000000, 0.356721
208.000000, 0.356719
209.000000, 0.354318
208.000000, 0.356713
208.000000, 0.356711
208.000000, 0.356708
206.000000, 0.361537
206.000000, 0.361535
205.000000, 0.363966
205.000000, 0.363964
204.000000, 0.366408
204.000000, 0.366407
204.000000, 0.366405
201.000000, 0.373811
202.000000, 0.371330
203.000000, 0.368860
203.000000, 0.368859
204.000000, 0.366401
203.000000, 0.368857
202.000000, 0.371325
201.000000, 0.373806
200.000000, 0.376299
200.000000, 0.376299
199.000000, 0.378805
199.000000, 0.378806
199.000000, 0.378806
200.000000, 0.376300
200.000000, 0.376300
200.000000, 0.376300
200.000000, 0.376300
200.000000, 0.376300
200.000000, 0.376300
200.000000, 0.376300
201.000000, 0.373806
199.000000, 0.378806
199.000000, 0.378806
199.000000, 0.378807
198.000000, 0.381326
198.000000, 0.381327
198.000000, 0.381327
198.000000, 0.381328
198.000000, 0.381329
197.000000, 0.383861
198.000000, 0.381330
199.000000, 0.378812
200.000000, 0.376306
199.000000, 0.378812
199.000000, 0.378813
199.000000, 0.378813
198.000000, 0.381332
197.000000, 0.383864
197.000000, 0.383865
199.000000, 0.378816
199.000000, 0.378816
198.000000, 0.381335
198.000000, 0.381336
199.000000, 0.378818
198.000000, 0.381337
199.000000, 0.378819
199.000000, 0.378819
199.000000, 0.378819
200.000000, 0.376313
199.000000, 0.378820
197.000000, 0.383871
197.000000, 0.383871
197.000000, 0.383872
198.000000, 0.381342
198.000000, 0.381342
198.000000, 0.381343
198.000000, 0.381344
198.000000, 0.381344
198.000000, 0.381345
197.000000, 0.383877
196.000000, 0.386423
195.000000, 0.388982
195.000000, 0.388983
195.000000, 0.388985
196.000000, 0.386429
196.000000, 0.386430
196.000000, 0.386432
196.000000, 0.386433
196.000000, 0.386434
197.000000, 0.383891
197.000000, 0.383892
196.000000, 0.386437
196.000000, 0.386439
196.000000, 0.386440
197.000000, 0.383897
197.000000, 0.383898
197.000000, 0.383899
197.000000, 0.383900
197.000000, 0.383901
197.000000, 0.383901
196.000000, 0.386447
195.000000, 0.389006
194.000000, 0.391578
196.000000, 0.386452
197.000000, 0.383909
195.000000, 0.389012
195.000000, 0.389013
196.000000, 0.386457
198.000000, 0.381382
198.000000, 0.381383
198.000000, 0.381384
198.000000, 0.381384
197.000000, 0.383917
197.000000, 0.383918
197.000000, 0.383919
196.000000, 0.386464
196.000000, 0.386465
195.000000, 0.389024
194.000000, 0.391596
194.000000, 0.391598
194.000000, 0.391600
195.000000, 0.389032
195.000000, 0.389033
194.000000, 0.391606
195.000000, 0.389037
195.000000, 0.389038
195.000000, 0.389040
194.000000, 0.391612
193.000000, 0.394198
193.000000, 0.394200
194.000000, 0.391619
194.000000, 0.391621
193.000000, 0.394207
194.000000, 0.391625
194.000000, 0.391627
195.000000, 0.389058
195.000000, 0.389060
196.000000, 0.386504
196.000000, 0.386505
195.000000, 0.389064
196.000000, 0.386508
198.000000, 0.381433
197.000000, 0.383965
198.000000, 0.381435
198.000000, 0.381435
199.000000, 0.378917
199.000000, 0.378917
200.000000, 0.376411
200.000000, 0.376411
199.000000, 0.378918
196.000000, 0.386513
196.000000, 0.386514
197.000000, 0.383971
196.000000, 0.386517
196.000000, 0.386518
196.000000, 0.386519
196.000000, 0.386520
195.000000, 0.389079
195.000000, 0.389081
196.000000, 0.386525
194.000000, 0.391654
196.000000, 0.386528
195.000000, 0.389087
196.000000, 0.386531
195.000000, 0.389090
195.000000, 0.389091
195.000000, 0.389093
196.000000, 0.386537
197.000000, 0.383994
198.000000, 0.381463
198.000000, 0.381464
199.000000, 0.378945
199.000000, 0.378946
199.000000, 0.378946
197.000000, 0.383997
196.000000, 0.386542
196.000000, 0.386544
195.000000, 0.389103
196.000000, 0.386547
195.000000, 0.389105
195.000000, 0.389107
195.000000, 0.389109
194.000000, 0.391681
196.000000, 0.386555
197.000000, 0.384011
197.000000, 0.384012
197.000000, 0.384013
197.000000, 0.384014
197.000000, 0.384015
197.000000, 0.384016
196.000000, 0.386562
196.000000, 0.386563
196.000000, 0.386564
198.000000, 0.381489
198.000000, 0.381490
196.000000, 0.386567
196.000000, 0.386568
196.000000, 0.386569
194.000000, 0.391699
196.000000, 0.386572
198.000000, 0.381497
199.000000, 0.378979
199.000000, 0.378980
197.000000, 0.384030
197.000000, 0.384031
197.000000, 0.384032
196.000000, 0.386578
196.000000, 0.386579
196.000000, 0.386580
197.000000, 0.384037
196.000000, 0.386583
194.000000, 0.391712
193.000000, 0.394298
194.000000, 0.391716
195.000000, 0.389147
195.000000, 0.389149
193.000000, 0.394305
195.000000, 0.389153
195.000000, 0.389154
195.000000, 0.389156
195.000000, 0.389158
194.000000, 0.391730
193.000000, 0.394316
193.000000, 0.394318
195.000000, 0.389166
194.000000, 0.391738
194.000000, 0.391740
196.000000, 0.386613
196.000000, 0.386615
196.000000, 0.386616
196.000000, 0.386617
196.000000, 0.386619
196.000000, 0.386620
196.000000, 0.386621
196.000000, 0.386622
196.000000, 0.386624
196.000000, 0.386625
197.000000, 0.384082
196.000000, 0.386627
196.000000, 0.386628
196.000000, 0.386630
195.000000, 0.389188
196.000000, 0.386632
196.000000, 0.386634
196.000000, 0.386635
196.000000, 0.386636
195.000000, 0.389195
195.000000, 0.389197
195.000000, 0.389198
195.000000, 0.389200
194.000000, 0.391772
196.000000, 0.386646
196.000000, 0.386647
195.000000, 0.389206
194.000000, 0.391778
193.000000, 0.394364
193.000000, 0.394366
192.000000, 0.396966
191.000000, 0.399579
191.000000, 0.399582
192.000000, 0.396974
192.000000, 0.396977
191.000000, 0.399590
191.000000, 0.399593
191.000000, 0.399596
188.000000, 0.407515
188.000000, 0.407519
188.000000, 0.407522
188.000000, 0.407526
188.000000, 0.407530
189.000000, 0.404881
188.000000, 0.407538
187.000000, 0.410208
187.000000, 0.410212
185.000000, 0.415593
185.000000, 0.415598
185.000000, 0.415603
187.000000, 0.410231
187.000000, 0.410235
187.000000, 0.410239
188.000000, 0.407577
188.000000, 0.407581
190.000000, 0.402294
190.000000, 0.402297
190.000000, 0.402300
191.000000, 0.399679
192.000000, 0.397070
