# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# f[1/ps], p_1[Å^-2], p_2[Å^-2], p_3[Å^-2]
-1.82882e+03, 7.80203e-11, 5.86853e-09, 2.37251e-09 
-1.82832e+03, 7.80435e-11, 5.87019e-09, 2.37318e-09 
-1.82782e+03, 7.80667e-11, 5.87186e-09, 2.37386e-09 
-1.82732e+03, 7.80899e-11, 5.87353e-09, 2.37453e-09 
-1.82682e+03, 7.81132e-11, 5.87520e-09, 2.37521e-09 
-1.82632e+03, 7.81365e-11, 5.87687e-09, 2.37588e-09 
-1.82582e+03, 7.81598e-11, 5.87854e-09, 2.37656e-09 
-1.82532e+03, 7.81831e-11, 5.88022e-09, 2.37723e-09 
-1.82482e+03, 7.82065e-11, 5.88189e-09, 2.37791e-09 
-1.82432e+03, 7.82299e-11, 5.88357e-09, 2.37859e-09 
-1.82382e+03, 7.82534e-11, 5.88525e-09, 2.37927e-09 
-1.82332e+03, 7.82768e-11, 5.88694e-09, 2.37995e-09 
-1.82282e+03, 7.83003e-11, 5.88862e-09, 2.38063e-09 
-1.82232e+03, 7.83238e-11, 5.89031e-09, 2.38131e-09 
-1.82182e+03, 7.83474e-11, 5.89200e-09, 2.38199e-09 
-1.82132e+03, 7.83709e-11, 5.89369e-09, 2.38267e-09 
-1.82082e+03, 7.83945e-11, 5.89538e-09, 2.38336e-09 
-1.82032e+03, 7.84181e-11, 5.89707e-09, 2.38404e-09 
-1.81982e+03, 7.84418e-11, 5.89877e-09, 2.38473e-09 
-1.81932e+03, 7.84655e-11, 5.90047e-09, 2.38541e-09 
-1.81882e+03, 7.84892e-11, 5.90217e-09, 2.38610e-09 
-1.81832e+03, 7.85129e-11, 5.90387e-09, 2.38678e-09 
-1.81782e+03, 7.85366e-11, 5.90557e-09, 2.38747e-09 
-1.81732e+03, 7.85604e-11, 5.90728e-09, 2.38816e-09 
-1.81682e+03, 7.85842e-11, 5.90899e-09, 2.38885e-09 
-1.81632e+03, 7.86081e-11, 5.91069e-09, 2.38954e-09 
-1.81582e+03, 7.86319e-11, 5.91241e-09, 2.39023e-09 
-1.81532e+03, 7.86558e-11, 5.91412e-09, 2.39092e-09 
-1.81482e+03, 7.86797e-11, 5.91583e-09, 2.39162e-09 
-1.81432e+03, 7.87037e-11, 5.91755e-09, 2.39231e-09 
-1.81382e+03, 7.87277e-11, 5.91927e-09, 2.39301e-09 
-1.81332e+03, 7.87517e-11, 5.92099e-09, 2.39370e-09 
-1.81282e+03, 7.87757e-11, 5.92271e-09, 2.39440e-09 
-1.81232e+03, 7.87998e-11, 5.92444e-09, 2.39509e-09 
-1.81182e+03, 7.88238e-11, 5.92617e-09, 2.39579e-09 
-1.81132e+03, 7.88480e-11, 5.92789e-09, 2.39649e-09 
-1.81082e+03, 7.88721e-11, 5.92963e-09, 2.39719e-09 
-1.81032e+03, 7.88963e-11, 5.93136e-09, 2.39789e-09 
-1.80982e+03, 7.89205e-11, 5.93309e-09, 2.39859e-09 
-1.80932e+03, 7.89447e-11, 5.93483e-09, 2.39929e-09 
-1.80882e+03, 7.89689e-11, 5.93657e-09, 2.39999e-09 
-1.80832e+03, 7.89932e-11, 5.93831e-09, 2.40069e-09 
-1.80782e+03, 7.90175e-11, 5.94005e-09, 2.40140e-09 
-1.80732e+03, 7.90418e-11, 5.94179e-09, 2.40210e-09 
-1.80682e+03, 7.90662e-11, 5.94354e-09, 2.40281e-09 
-1.80632e+03, 7.90906e-11, 5.94529e-09, 2.40351e-09 
-1.80582e+03, 7.91150e-11, 5.94704e-09, 2.40422e-09 
-1.80532e+03, 7.91395e-11, 5.94879e-09, 2.40493e-09 
-1.80482e+03, 7.91639e-11, 5.95054e-09, 2.40563e-09 
-1.80432e+03, 7.91884e-11, 5.95230e-09, 2.40634e-09 
-1.80382e+03, 7.92130e-11, 5.95406e-09, 2.40705e-09 
-1.80332e+03, 7.92375e-11, 5.95582e-09, 2.40776e-09 
-1.80282e+03, 7.92621e-11, 5.95758e-09, 2.40848e-09 
-1.80232e+03, 7.92867e-11, 5.95934e-09, 2.40919e-09 
-1.80182e+03, 7.93114e-11, 5.96111e-09, 2.40990e-09 
-1.80132e+03, 7.93360e-11, 5.96288e-09, 2.41062e-09 
-1.80082e+03, 7.93607e-11, 5.96465e-09, 2.41133e-09 
-1.80032e+03, 7.93855e-11, 5.96642e-09, 2.41205e-09 
-1.79982e+03, 7.94102e-11, 5.96819e-09, 2.41276e-09 
-1.79932e+03, 7.94350e-11, 5.96997e-09, 2.41348e-09 
-1.79882e+03, 7.94598e-11, 5.97174e-09, 2.41420e-09 
-1.79832e+03, 7.94847e-11, 5.97352e-09, 2.41492e-09 
-1.79782e+03, 7.95095e-11, 5.97531e-09, 2.41564e-09 
-1.79732e+03, 7.95344e-11, 5.97709e-09, 2.41636e-09 
-1.79682e+03, 7.95593e-11, 5.97887e-09, 2.41708e-09 
-1.79632e+03, 7.95843e-11, 5.98066e-09, 2.41780e-09 
-1.79582e+03, 7.96093e-11, 5.98245e-09, 2.41852e-09 
-1.79532e+03, 7.96343e-11, 5.98424e-09, 2.41924e-09 
-1.79482e+03, 7.96593e-11, 5.98604e-09, 2.41997e-09 
-1.79432e+03, 7.96844e-11, 5.98783e-09, 2.42069e-09 
-1.79382e+03, 7.97095e-11, 5.98963e-09, 2.42142e-09 
-1.79332e+03, 7.97346e-11, 5.99143e-09, 2.42215e-09 
-1.79282e+03, 7.97598e-11, 5.99323e-09, 2.42287e-09 
-1.79232e+03, 7.97850e-11, 5.99503e-09, 2.42360e-09 
-1.79182e+03, 7.98102e-11, 5.99684e-09, 2.42433e-09 
-1.79132e+03, 7.98354e-11, 5.99865e-09, 2.42506e-09 
-1.79082e+03, 7.98607e-11, 6.00046e-09, 2.42579e-09 
-1.79032e+03, 7.98860e-11, 6.00227e-09, 2.42652e-09 
-1.78982e+03, 7.99113e-11, 6.00408e-09, 2.42726e-09 
-1.78932e+03, 7.99367e-11, 6.00590e-09, 2.42799e-09 
-1.78882e+03, 7.99620e-11, 6.00771e-09, 2.42872e-09 
-1.78832e+03, 7.99875e-11, 6.00953e-09, 2.42946e-09 
-1.78782e+03, 8.00129e-11, 6.01136e-09, 2.43019e-09 
-1.78732e+03, 8.00384e-11, 6.01318e-09, 2.43093e-09 
-1.78682e+03, 8.00639e-11, 6.01501e-09, 2.43167e-09 
-1.78632e+03, 8.00894e-11, 6.01683e-09, 2.43241e-09 
-1.78582e+03, 8.01150e-11, 6.01866e-09, 2.43314e-09 
-1.78532e+03, 8.01405e-11, 6.02049e-09, 2.43388e-09 
-1.78482e+03, 8.01662e-11, 6.02233e-09, 2.43462e-09 
-1.78432e+03, 8.01918e-11, 6.02416e-09, 2.43537e-09 
-1.78382e+03, 8.02175e-11, 6.02600e-09, 2.43611e-09 
-1.78332e+03, 8.02432e-11, 6.02784e-09, 2.43685e-09 
-1.78282e+03, 8.02689e-11, 6.02968e-09, 2.43760e-09 
-1.78232e+03, 8.02947e-11, 6.03153e-09, 2.43834e-09 
-1.78182e+03, 8.03205e-11, 6.03337e-09, 2.43909e-09 
-1.78132e+03, 8.03463e-11, 6.03522e-09, 2.43983e-09 
-1.78082e+03, 8.03721e-11, 6.03707e-09, 2.44058e-09 
-1.78032e+03, 8.03980e-11, 6.03892e-09, 2.44133e-09 
-1.77982e+03, 8.04239e-11, 6.04078e-09, 2.44208e-09 
-1.77932e+03, 8.04499e-11, 6.04263e-09, 2.44283e-09 
-1.77882e+03, 8.04758e-11, 6.04449e-09, 2.44358e-09 
-1.77832e+03, 8.05018e-11, 6.04635e-09, 2.44433e-09 
-1.77782e+03, 8.05279e-11, 6.04822e-09, 2.44508e-09 
-1.77732e+03, 8.05539e-11, 6.05008e-09, 2.44583e-09 
-1.77682e+03, 8.05800e-11, 6.05195e-09, 2.44659e-09 
-1.77632e+03, 8.06061e-11, 6.05382e-09, 2.44734e-09 
-1.77582e+03, 8.06323e-11, 6.05569e-09, 2.44810e-09 
-1.77532e+03, 8.06584e-11, 6.05756e-09, 2.44885e-09 
-1.77482e+03, 8.06846e-11, 6.05943e-09, 2.44961e-09 
-1.77432e+03, 8.07109e-11, 6.06131e-09, 2.45037e-09 
-1.77382e+03, 8.07371e-11, 6.06319e-09, 2.45113e-09 
-1.77332e+03, 8.07634e-11, 6.06507e-09, 2.45189e-09 
-1.77282e+03, 8.07898e-11, 6.06695e-09, 2.45265e-09 
-1.77232e+03, 8.08161e-11, 6.06884e-09, 2.45341e-09 
-1.77182e+03, 8.08425e-11, 6.07073e-09, 2.45417e-09 
-1.77132e+03, 8.08689e-11, 6.07262e-09, 2.45493e-09 
-1.77082e+03, 8.08954e-11, 6.07451e-09, 2.45570e-09 
-1.77032e+03, 8.09218e-11, 6.07640e-09, 2.45646e-09 
-1.76982e+03, 8.09483e-11, 6.07830e-09, 2.45723e-09 
-1.76932e+03, 8.09749e-11, 6.08019e-09, 2.45799e-09 
-1.76882e+03, 8.10014e-11, 6.08209e-09, 2.45876e-09 
-1.76832e+03, 8.10280e-11, 6.08400e-09, 2.45953e-09 
-1.76782e+03, 8.10547e-11, 6.08590e-09, 2.46030e-09 
-1.76732e+03, 8.10813e-11, 6.08781e-09, 2.46107e-09 
-1.76682e+03, 8.11080e-11, 6.08971e-09, 2.46184e-09 
-1.76632e+03, 8.11347e-11, 6.09163e-09, 2.46261e-09 
-1.76582e+03, 8.11615e-11, 6.09354e-09, 2.46338e-09 
-1.76532e+03, 8.11882e-11, 6.09545e-09, 2.46416e-09 
-1.76482e+03, 8.12150e-11, 6.09737e-09, 2.46493e-09 
-1.76432e+03, 8.12419e-11, 6.09929e-09, 2.46570e-09 
-1.76382e+03, 8.12687e-11, 6.10121e-09, 2.46648e-09 
-1.76332e+03, 8.12956e-11, 6.10313e-09, 2.46726e-09 
-1.76282e+03, 8.13226e-11, 6.10506e-09, 2.46803e-09 
-1.76232e+03, 8.13495e-11, 6.10698e-09, 2.46881e-09 
-1.76182e+03, 8.13765e-11, 6.10891e-09, 2.46959e-09 
-1.76132e+03, 8.14035e-11, 6.11085e-09, 2.47037e-09 
-1.76082e+03, 8.14306e-11, 6.11278e-09, 2.47115e-09 
-1.76032e+03, 8.14577e-11, 6.11472e-09, 2.47193e-09 
-1.75982e+03, 8.14848e-11, 6.11665e-09, 2.47272e-09 
-1.75932e+03, 8.15119e-11, 6.11859e-09, 2.47350e-09 
-1.75882e+03, 8.15391e-11, 6.12054e-09, 2.47428e-09 
-1.75832e+03, 8.15663e-11, 6.12248e-09, 2.47507e-09 
-1.75782e+03, 8.15935e-11, 6.12443e-09, 2.47586e-09 
-1.75732e+03, 8.16208e-11, 6.12638e-09, 2.47664e-09 
-1.75682e+03, 8.16481e-11, 6.12833e-09, 2.47743e-09 
-1.75632e+03, 8.16754e-11, 6.13028e-09, 2.47822e-09 
-1.75582e+03, 8.17028e-11, 6.13223e-09, 2.47901e-09 
-1.75532e+03, 8.17302e-11, 6.13419e-09, 2.47980e-09 
-1.75482e+03, 8.17576e-11, 6.13615e-09, 2.48059e-09 
-1.75432e+03, 8.17850e-11, 6.13811e-09, 2.48138e-09 
-1.75382e+03, 8.18125e-11, 6.14008e-09, 2.48218e-09 
-1.75332e+03, 8.18400e-11, 6.14204e-09, 2.48297e-09 
-1.75282e+03, 8.18676e-11, 6.14401e-09, 2.48376e-09 
-1.75232e+03, 8.18952e-11, 6.14598e-09, 2.48456e-09 
-1.75182e+03, 8.19228e-11, 6.14795e-09, 2.48536e-09 
-1.75132e+03, 8.19504e-11, 6.14993e-09, 2.48615e-09 
-1.75082e+03, 8.19781e-11, 6.15191e-09, 2.48695e-09 
-1.75032e+03, 8.20058e-11, 6.15388e-09, 2.48775e-09 
-1.74983e+03, 8.20335e-11, 6.15587e-09, 2.48855e-09 
-1.74933e+03, 8.20613e-11, 6.15785e-09, 2.48935e-09 
-1.74883e+03, 8.20891e-11, 6.15983e-09, 2.49015e-09 
-1.74833e+03, 8.21169e-11, 6.16182e-09, 2.49096e-09 
-1.74783e+03, 8.21448e-11, 6.16381e-09, 2.49176e-09 
-1.74733e+03, 8.21726e-11, 6.16580e-09, 2.49257e-09 
-1.74683e+03, 8.22006e-11, 6.16780e-09, 2.49337e-09 
-1.74633e+03, 8.22285e-11, 6.16979e-09, 2.49418e-09 
-1.74583e+03, 8.22565e-11, 6.17179e-09, 2.49498e-09 
-1.74533e+03, 8.22845e-11, 6.17379e-09, 2.49579e-09 
-1.74483e+03, 8.23126e-11, 6.17580e-09, 2.49660e-09 
-1.74433e+03, 8.23406e-11, 6.17780e-09, 2.49741e-09 
-1.74383e+03, 8.23688e-11, 6.17981e-09, 2.49822e-09 
-1.74333e+03, 8.23969e-11, 6.18182e-09, 2.49903e-09 
-1.74283e+03, 8.24251e-11, 6.18383e-09, 2.49985e-09 
-1.74233e+03, 8.24533e-11, 6.18585e-09, 2.50066e-09 
-1.74183e+03, 8.24815e-11, 6.18786e-09, 2.50147e-09 
-1.74133e+03, 8.25098e-11, 6.18988e-09, 2.50229e-09 
-1.74083e+03, 8.25381e-11, 6.19190e-09, 2.50310e-09 
-1.74033e+03, 8.25664e-11, 6.19392e-09, 2.50392e-09 
-1.73983e+03, 8.25948e-11, 6.19595e-09, 2.50474e-09 
-1.73933e+03, 8.26232e-11, 6.19798e-09, 2.50556e-09 
-1.73883e+03, 8.26516e-11, 6.20001e-09, 2.50638e-09 
-1.73833e+03, 8.26801e-11, 6.20204e-09, 2.50720e-09 
-1.73783e+03, 8.27086e-11, 6.20407e-09, 2.50802e-09 
-1.73733e+03, 8.27371e-11, 6.20611e-09, 2.50884e-09 
-1.73683e+03, 8.27657e-11, 6.20815e-09, 2.50966e-09 
-1.73633e+03, 8.27943e-11, 6.21019e-09, 2.51049e-09 
-1.73583e+03, 8.28229e-11, 6.21223e-09, 2.51131e-09 
-1.73533e+03, 8.28515e-11, 6.21428e-09, 2.51214e-09 
-1.73483e+03, 8.28802e-11, 6.21632e-09, 2.51297e-09 
-1.73433e+03, 8.29089e-11, 6.21837e-09, 2.51379e-09 
-1.73383e+03, 8.29377e-11, 6.22043e-09, 2.51462e-09 
-1.73333e+03, 8.29665e-11, 6.22248e-09, 2.51545e-09 
-1.73283e+03, 8.29953e-11, 6.22454e-09, 2.51628e-09 
-1.73233e+03, 8.30242e-11, 6.22660e-09, 2.51711e-09 
-1.73183e+03, 8.30530e-11, 6.22866e-09, 2.51795e-09 
-1.73133e+03, 8.30820e-11, 6.23072e-09, 2.51878e-09 
-1.73083e+03, 8.31109e-11, 6.23279e-09, 2.51961e-09 
-1.73033e+03, 8.31399e-11, 6.23485e-09, 2.52045e-09 
-1.72983e+03, 8.31689e-11, 6.23692e-09, 2.52128e-09 
-1.72933e+03, 8.31979e-11, 6.23900e-09, 2.52212e-09 
-1.72883e+03, 8.32270e-11, 6.24107e-09, 2.52296e-09 
-1.72833e+03, 8.32561e-11, 6.24315e-09, 2.52380e-09 
-1.72783e+03, 8.32853e-11, 6.24523e-09, 2.52464e-09 
-1.72733e+03, 8.33145e-11, 6.24731e-09, 2.52548e-09 
-1.72683e+03, 8.33437e-11, 6.24939e-09, 2.52632e-09 
-1.72633e+03, 8.33729e-11, 6.25148e-09, 2.52716e-09 
-1.72583e+03, 8.34022e-11, 6.25357e-09, 2.52801e-09 
-1.72533e+03, 8.34315e-11, 6.25566e-09, 2.52885e-09 
-1.72483e+03, 8.34609e-11, 6.25775e-09, 2.52970e-09 
-1.72433e+03, 8.34902e-11, 6.25985e-09, 2.53054e-09 
-1.72383e+03, 8.35196e-11, 6.26194e-09, 2.53139e-09 
-1.72333e+03, 8.35491e-11, 6.26404e-09, 2.53224e-09 
-1.72283e+03, 8.35786e-11, 6.26615e-09, 2.53309e-09 
-1.72233e+03, 8.36081e-11, 6.26825e-09, 2.53393e-09 
-1.72183e+03, 8.36376e-11, 6.27036e-09, 2.53479e-09 
-1.72133e+03, 8.36672e-11, 6.27247e-09, 2.53564e-09 
-1.72083e+03, 8.36968e-11, 6.27458e-09, 2.53649e-09 
-1.72033e+03, 8.37264e-11, 6.27669e-09, 2.53734e-09 
-1.71983e+03, 8.37561e-11, 6.27881e-09, 2.53820e-09 
-1.71933e+03, 8.37858e-11, 6.28093e-09, 2.53905e-09 
-1.71883e+03, 8.38156e-11, 6.28305e-09, 2.53991e-09 
-1.71833e+03, 8.38454e-11, 6.28517e-09, 2.54077e-09 
-1.71783e+03, 8.38752e-11, 6.28730e-09, 2.54163e-09 
-1.71733e+03, 8.39050e-11, 6.28942e-09, 2.54248e-09 
-1.71683e+03, 8.39349e-11, 6.29155e-09, 2.54334e-09 
-1.71633e+03, 8.39648e-11, 6.29369e-09, 2.54421e-09 
-1.71583e+03, 8.39947e-11, 6.29582e-09, 2.54507e-09 
-1.71533e+03, 8.40247e-11, 6.29796e-09, 2.54593e-09 
-1.71483e+03, 8.40547e-11, 6.30010e-09, 2.54679e-09 
-1.71433e+03, 8.40848e-11, 6.30224e-09, 2.54766e-09 
-1.71383e+03, 8.41149e-11, 6.30438e-09, 2.54852e-09 
-1.71333e+03, 8.41450e-11, 6.30653e-09, 2.54939e-09 
-1.71283e+03, 8.41751e-11, 6.30868e-09, 2.55026e-09 
-1.71233e+03, 8.42053e-11, 6.31083e-09, 2.55113e-09 
-1.71183e+03, 8.42355e-11, 6.31298e-09, 2.55200e-09 
-1.71133e+03, 8.42658e-11, 6.31514e-09, 2.55287e-09 
-1.71083e+03, 8.42961e-11, 6.31730e-09, 2.55374e-09 
-1.71033e+03, 8.43264e-11, 6.31946e-09, 2.55461e-09 
-1.70983e+03, 8.43567e-11, 6.32162e-09, 2.55549e-09 
-1.70933e+03, 8.43871e-11, 6.32378e-09, 2.55636e-09 
-1.70883e+03, 8.44176e-11, 6.32595e-09, 2.55723e-09 
-1.70833e+03, 8.44480e-11, 6.32812e-09, 2.55811e-09 
-1.70783e+03, 8.44785e-11, 6.33029e-09, 2.55899e-09 
-1.70733e+03, 8.45090e-11, 6.33247e-09, 2.55987e-09 
-1.70683e+03, 8.45396e-11, 6.33465e-09, 2.56075e-09 
-1.70633e+03, 8.45702e-11, 6.33683e-09, 2.56163e-09 
-1.70583e+03, 8.46008e-11, 6.33901e-09, 2.56251e-09 
-1.70533e+03, 8.46315e-11, 6.34119e-09, 2.56339e-09 
-1.70483e+03, 8.46622e-11, 6.34338e-09, 2.56427e-09 
-1.70433e+03, 8.46929e-11, 6.34557e-09, 2.56516e-09 
-1.70383e+03, 8.47237e-11, 6.34776e-09, 2.56604e-09 
-1.70333e+03, 8.47545e-11, 6.34995e-09, 2.56693e-09 
-1.70283e+03, 8.47853e-11, 6.35215e-09, 2.56781e-09 
-1.70233e+03, 8.48162e-11, 6.35435e-09, 2.56870e-09 
-1.70183e+03, 8.48471e-11, 6.35655e-09, 2.56959e-09 
-1.70133e+03, 8.48780e-11, 6.35875e-09, 2.57048e-09 
-1.70083e+03, 8.49090e-11, 6.36096e-09, 2.57137e-09 
-1.70033e+03, 8.49400e-11, 6.36317e-09, 2.57226e-09 
-1.69983e+03, 8.49711e-11, 6.36538e-09, 2.57315e-09 
-1.69933e+03, 8.50021e-11, 6.36759e-09, 2.57405e-09 
-1.69883e+03, 8.50333e-11, 6.36981e-09, 2.57494e-09 
-1.69833e+03, 8.50644e-11, 6.37202e-09, 2.57584e-09 
-1.69783e+03, 8.50956e-11, 6.37425e-09, 2.57674e-09 
-1.69733e+03, 8.51268e-11, 6.37647e-09, 2.57763e-09 
-1.69683e+03, 8.51581e-11, 6.37869e-09, 2.57853e-09 
-1.69633e+03, 8.51894e-11, 6.38092e-09, 2.57943e-09 
-1.69583e+03, 8.52207e-11, 6.38315e-09, 2.58033e-09 
-1.69533e+03, 8.52521e-11, 6.38538e-09, 2.58123e-09 
-1.69483e+03, 8.52835e-11, 6.38762e-09, 2.58214e-09 
-1.69433e+03, 8.53149e-11, 6.38986e-09, 2.58304e-09 
-1.69383e+03, 8.53464e-11, 6.39210e-09, 2.58394e-09 
-1.69333e+03, 8.53779e-11, 6.39434e-09, 2.58485e-09 
-1.69283e+03, 8.54094e-11, 6.39658e-09, 2.58576e-09 
-1.69233e+03, 8.54410e-11, 6.39883e-09, 2.58666e-09 
-1.69183e+03, 8.54726e-11, 6.40108e-09, 2.58757e-09 
-1.69133e+03, 8.55042e-11, 6.40333e-09, 2.58848e-09 
-1.69083e+03, 8.55359e-11, 6.40559e-09, 2.58939e-09 
-1.69033e+03, 8.55676e-11, 6.40784e-09, 2.59030e-09 
-1.68983e+03, 8.55994e-11, 6.41010e-09, 2.59121e-09 
-1.68933e+03, 8.56312e-11, 6.41237e-09, 2.59213e-09 
-1.68883e+03, 8.56630e-11, 6.41463e-09, 2.59304e-09 
-1.68833e+03, 8.56949e-11, 6.41690e-09, 2.59396e-09 
-1.68783e+03, 8.57268e-11, 6.41917e-09, 2.59487e-09 
-1.68733e+03, 8.57587e-11, 6.42144e-09, 2.59579e-09 
-1.68683e+03, 8.57907e-11, 6.42371e-09, 2.59671e-09 
-1.68633e+03, 8.58227e-11, 6.42599e-09, 2.59763e-09 
-1.68583e+03, 8.58547e-11, 6.42827e-09, 2.59855e-09 
-1.68533e+03, 8.58868e-11, 6.43055e-09, 2.59947e-09 
-1.68483e+03, 8.59189e-11, 6.43284e-09, 2.60039e-09 
-1.68433e+03, 8.59511e-11, 6.43512e-09, 2.60132e-09 
-1.68383e+03, 8.59832e-11, 6.43741e-09, 2.60224e-09 
-1.68333e+03, 8.60155e-11, 6.43970e-09, 2.60317e-09 
-1.68283e+03, 8.60477e-11, 6.44200e-09, 2.60409e-09 
-1.68233e+03, 8.60800e-11, 6.44430e-09, 2.60502e-09 
-1.68183e+03, 8.61124e-11, 6.44660e-09, 2.60595e-09 
-1.68133e+03, 8.61447e-11, 6.44890e-09, 2.60688e-09 
-1.68083e+03, 8.61771e-11, 6.45120e-09, 2.60781e-09 
-1.68033e+03, 8.62096e-11, 6.45351e-09, 2.60874e-09 
-1.67983e+03, 8.62421e-11, 6.45582e-09, 2.60967e-09 
-1.67933e+03, 8.62746e-11, 6.45813e-09, 2.61061e-09 
-1.67883e+03, 8.63071e-11, 6.46045e-09, 2.61154e-09 
-1.67833e+03, 8.63397e-11, 6.46276e-09, 2.61248e-09 
-1.67783e+03, 8.63723e-11, 6.46508e-09, 2.61341e-09 
-1.67733e+03, 8.64050e-11, 6.46740e-09, 2.61435e-09 
-1.67683e+03, 8.64377e-11, 6.46973e-09, 2.61529e-09 
-1.67633e+03, 8.64704e-11, 6.47206e-09, 2.61623e-09 
-1.67583e+03, 8.65032e-11, 6.47439e-09, 2.61717e-09 
-1.67533e+03, 8.65360e-11, 6.47672e-09, 2.61811e-09 
-1.67483e+03, 8.65689e-11, 6.47905e-09, 2.61906e-09 
-1.67433e+03, 8.66018e-11, 6.48139e-09, 2.62000e-09 
-1.67383e+03, 8.66347e-11, 6.48373e-09, 2.62094e-09 
-1.67333e+03, 8.66676e-11, 6.48607e-09, 2.62189e-09 
-1.67283e+03, 8.67006e-11, 6.48842e-09, 2.62284e-09 
-1.67233e+03, 8.67337e-11, 6.49077e-09, 2.62378e-09 
-1.67183e+03, 8.67667e-11, 6.49312e-09, 2.62473e-09 
-1.67133e+03, 8.67998e-11, 6.49547e-09, 2.62568e-09 
-1.67083e+03, 8.68330e-11, 6.49782e-09, 2.62663e-09 
-1.67033e+03, 8.68662e-11, 6.50018e-09, 2.62759e-09 
-1.66983e+03, 8.68994e-11, 6.50254e-09, 2.62854e-09 
-1.66933e+03, 8.69326e-11, 6.50491e-09, 2.62949e-09 
-1.66883e+03, 8.69659e-11, 6.50727e-09, 2.63045e-09 
-1.66833e+03, 8.69993e-11, 6.50964e-09, 2.63141e-09 
-1.66783e+03, 8.70326e-11, 6.51201e-09, 2.63236e-09 
-1.66733e+03, 8.70660e-11, 6.51438e-09, 2.63332e-09 
-1.66683e+03, 8.70995e-11, 6.51676e-09, 2.63428e-09 
-1.66633e+03, 8.71330e-11, 6.51914e-09, 2.63524e-09 
-1.66583e+03, 8.71665e-11, 6.52152e-09, 2.63620e-09 
-1.66533e+03, 8.72001e-11, 6.52390e-09, 2.63717e-09 
-1.66483e+03, 8.72337e-11, 6.52629e-09, 2.63813e-09 
-1.66433e+03, 8.72673e-11, 6.52868e-09, 2.63909e-09 
-1.66383e+03, 8.73010e-11, 6.53107e-09, 2.64006e-09 
-1.66333e+03, 8.73347e-11, 6.53347e-09, 2.64103e-09 
-1.66283e+03, 8.73684e-11, 6.53586e-09, 2.64199e-09 
-1.66233e+03, 8.74022e-11, 6.53826e-09, 2.64296e-09 
-1.66183e+03, 8.74360e-11, 6.54066e-09, 2.64393e-09 
-1.66133e+03, 8.74699e-11, 6.54307e-09, 2.64490e-09 
-1.66083e+03, 8.75038e-11, 6.54548e-09, 2.64588e-09 
-1.66033e+03, 8.75377e-11, 6.54789e-09, 2.64685e-09 
-1.65983e+03, 8.75717e-11, 6.55030e-09, 2.64782e-09 
-1.65933e+03, 8.76057e-11, 6.55272e-09, 2.64880e-09 
-1.65883e+03, 8.76398e-11, 6.55513e-09, 2.64977e-09 
-1.65833e+03, 8.76739e-11, 6.55755e-09, 2.65075e-09 
-1.65783e+03, 8.77080e-11, 6.55998e-09, 2.65173e-09 
-1.65733e+03, 8.77422e-11, 6.56240e-09, 2.65271e-09 
-1.65683e+03, 8.77764e-11, 6.56483e-09, 2.65369e-09 
-1.65633e+03, 8.78107e-11, 6.56726e-09, 2.65467e-09 
-1.65583e+03, 8.78449e-11, 6.56970e-09, 2.65565e-09 
-1.65533e+03, 8.78793e-11, 6.57213e-09, 2.65664e-09 
-1.65483e+03, 8.79136e-11, 6.57457e-09, 2.65762e-09 
-1.65433e+03, 8.79480e-11, 6.57701e-09, 2.65861e-09 
-1.65383e+03, 8.79825e-11, 6.57946e-09, 2.65960e-09 
-1.65333e+03, 8.80170e-11, 6.58191e-09, 2.66058e-09 
-1.65283e+03, 8.80515e-11, 6.58436e-09, 2.66157e-09 
-1.65233e+03, 8.80860e-11, 6.58681e-09, 2.66256e-09 
-1.65183e+03, 8.81206e-11, 6.58926e-09, 2.66356e-09 
-1.65133e+03, 8.81553e-11, 6.59172e-09, 2.66455e-09 
-1.65083e+03, 8.81900e-11, 6.59418e-09, 2.66554e-09 
-1.65033e+03, 8.82247e-11, 6.59665e-09, 2.66654e-09 
-1.64984e+03, 8.82594e-11, 6.59911e-09, 2.66753e-09 
-1.64934e+03, 8.82942e-11, 6.60158e-09, 2.66853e-09 
-1.64884e+03, 8.83291e-11, 6.60405e-09, 2.66953e-09 
-1.64834e+03, 8.83639e-11, 6.60653e-09, 2.67053e-09 
-1.64784e+03, 8.83988e-11, 6.60900e-09, 2.67153e-09 
-1.64734e+03, 8.84338e-11, 6.61148e-09, 2.67253e-09 
-1.64684e+03, 8.84688e-11, 6.61396e-09, 2.67353e-09 
-1.64634e+03, 8.85038e-11, 6.61645e-09, 2.67453e-09 
-1.64584e+03, 8.85389e-11, 6.61894e-09, 2.67554e-09 
-1.64534e+03, 8.85740e-11, 6.62143e-09, 2.67654e-09 
-1.64484e+03, 8.86092e-11, 6.62392e-09, 2.67755e-09 
-1.64434e+03, 8.86443e-11, 6.62642e-09, 2.67856e-09 
-1.64384e+03, 8.86796e-11, 6.62891e-09, 2.67956e-09 
-1.64334e+03, 8.87148e-11, 6.63142e-09, 2.68057e-09 
-1.64284e+03, 8.87502e-11, 6.63392e-09, 2.68159e-09 
-1.64234e+03, 8.87855e-11, 6.63643e-09, 2.68260e-09 
-1.64184e+03, 8.88209e-11, 6.63894e-09, 2.68361e-09 
