# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# f[1/ps], p_1[Å^-2], p_2[Å^-2], p_3[Å^-2]
-3.91461e+02, 1.89923e-09, 8.85191e-08, 3.52864e-08 
-3.90961e+02, 1.90626e-09, 8.87585e-08, 3.53804e-08 
-3.90461e+02, 1.91333e-09, 8.89989e-08, 3.54749e-08 
-3.89961e+02, 1.92044e-09, 8.92404e-08, 3.55697e-08 
-3.89461e+02, 1.92760e-09, 8.94829e-08, 3.56649e-08 
-3.88961e+02, 1.93479e-09, 8.97264e-08, 3.57605e-08 
-3.88461e+02, 1.94202e-09, 8.99709e-08, 3.58565e-08 
-3.87961e+02, 1.94929e-09, 9.02165e-08, 3.59529e-08 
-3.87461e+02, 1.95660e-09, 9.04631e-08, 3.60497e-08 
-3.86961e+02, 1.96396e-09, 9.07108e-08, 3.61469e-08 
-3.86461e+02, 1.97135e-09, 9.09596e-08, 3.62445e-08 
-3.85961e+02, 1.97879e-09, 9.12094e-08, 3.63426e-08 
-3.85461e+02, 1.98627e-09, 9.14603e-08, 3.64410e-08 
-3.84962e+02, 1.99379e-09, 9.17122e-08, 3.65399e-08 
-3.84462e+02, 2.00135e-09, 9.19653e-08, 3.66392e-08 
-3.83962e+02, 2.00896e-09, 9.22195e-08, 3.67389e-08 
-3.83462e+02, 2.01661e-09, 9.24747e-08, 3.68390e-08 
-3.82962e+02, 2.02430e-09, 9.27311e-08, 3.69396e-08 
-3.82462e+02, 2.03203e-09, 9.29885e-08, 3.70405e-08 
-3.81962e+02, 2.03982e-09, 9.32471e-08, 3.71420e-08 
-3.81462e+02, 2.04764e-09, 9.35068e-08, 3.72438e-08 
-3.80962e+02, 2.05551e-09, 9.37677e-08, 3.73461e-08 
-3.80462e+02, 2.06343e-09, 9.40297e-08, 3.74488e-08 
-3.79962e+02, 2.07139e-09, 9.42928e-08, 3.75519e-08 
-3.79462e+02, 2.07939e-09, 9.45571e-08, 3.76555e-08 
-3.78962e+02, 2.08745e-09, 9.48225e-08, 3.77596e-08 
-3.78462e+02, 2.09555e-09, 9.50891e-08, 3.78641e-08 
-3.77962e+02, 2.10369e-09, 9.53569e-08, 3.79690e-08 
-3.77462e+02, 2.11189e-09, 9.56259e-08, 3.80744e-08 
-3.76962e+02, 2.12013e-09, 9.58960e-08, 3.81803e-08 
-3.76462e+02, 2.12841e-09, 9.61674e-08, 3.82866e-08 
-3.75962e+02, 2.13675e-09, 9.64399e-08, 3.83934e-08 
-3.75462e+02, 2.14514e-09, 9.67137e-08, 3.85006e-08 
-3.74963e+02, 2.15357e-09, 9.69886e-08, 3.86083e-08 
-3.74463e+02, 2.16206e-09, 9.72648e-08, 3.87165e-08 
-3.73963e+02, 2.17059e-09, 9.75423e-08, 3.88251e-08 
-3.73463e+02, 2.17917e-09, 9.78209e-08, 3.89343e-08 
-3.72963e+02, 2.18781e-09, 9.81008e-08, 3.90439e-08 
-3.72463e+02, 2.19650e-09, 9.83820e-08, 3.91539e-08 
-3.71963e+02, 2.20523e-09, 9.86644e-08, 3.92645e-08 
-3.71463e+02, 2.21402e-09, 9.89481e-08, 3.93756e-08 
-3.70963e+02, 2.22286e-09, 9.92331e-08, 3.94871e-08 
-3.70463e+02, 2.23175e-09, 9.95194e-08, 3.95991e-08 
-3.69963e+02, 2.24070e-09, 9.98069e-08, 3.97117e-08 
-3.69463e+02, 2.24970e-09, 1.00096e-07, 3.98247e-08 
-3.68963e+02, 2.25875e-09, 1.00386e-07, 3.99382e-08 
-3.68463e+02, 2.26786e-09, 1.00677e-07, 4.00522e-08 
-3.67963e+02, 2.27702e-09, 1.00970e-07, 4.01668e-08 
-3.67463e+02, 2.28624e-09, 1.01264e-07, 4.02818e-08 
-3.66963e+02, 2.29551e-09, 1.01560e-07, 4.03974e-08 
-3.66463e+02, 2.30484e-09, 1.01857e-07, 4.05135e-08 
-3.65963e+02, 2.31422e-09, 1.02155e-07, 4.06301e-08 
-3.65463e+02, 2.32366e-09, 1.02454e-07, 4.07472e-08 
-3.64964e+02, 2.33316e-09, 1.02755e-07, 4.08649e-08 
-3.64464e+02, 2.34272e-09, 1.03058e-07, 4.09830e-08 
-3.63964e+02, 2.35233e-09, 1.03361e-07, 4.11018e-08 
-3.63464e+02, 2.36200e-09, 1.03666e-07, 4.12210e-08 
-3.62964e+02, 2.37173e-09, 1.03973e-07, 4.13408e-08 
-3.62464e+02, 2.38153e-09, 1.04281e-07, 4.14611e-08 
-3.61964e+02, 2.39138e-09, 1.04590e-07, 4.15820e-08 
-3.61464e+02, 2.40129e-09, 1.04901e-07, 4.17034e-08 
-3.60964e+02, 2.41126e-09, 1.05213e-07, 4.18254e-08 
-3.60464e+02, 2.42129e-09, 1.05527e-07, 4.19479e-08 
-3.59964e+02, 2.43139e-09, 1.05842e-07, 4.20710e-08 
-3.59464e+02, 2.44154e-09, 1.06159e-07, 4.21947e-08 
-3.58964e+02, 2.45176e-09, 1.06477e-07, 4.23189e-08 
-3.58464e+02, 2.46205e-09, 1.06796e-07, 4.24437e-08 
-3.57964e+02, 2.47239e-09, 1.07118e-07, 4.25691e-08 
-3.57464e+02, 2.48281e-09, 1.07440e-07, 4.26950e-08 
-3.56964e+02, 2.49328e-09, 1.07764e-07, 4.28215e-08 
-3.56464e+02, 2.50382e-09, 1.08090e-07, 4.29487e-08 
-3.55964e+02, 2.51443e-09, 1.08417e-07, 4.30764e-08 
-3.55464e+02, 2.52511e-09, 1.08746e-07, 4.32046e-08 
-3.54965e+02, 2.53585e-09, 1.09076e-07, 4.33335e-08 
-3.54465e+02, 2.54666e-09, 1.09408e-07, 4.34630e-08 
-3.53965e+02, 2.55753e-09, 1.09742e-07, 4.35931e-08 
-3.53465e+02, 2.56848e-09, 1.10077e-07, 4.37238e-08 
-3.52965e+02, 2.57949e-09, 1.10413e-07, 4.38551e-08 
-3.52465e+02, 2.59058e-09, 1.10752e-07, 4.39870e-08 
-3.51965e+02, 2.60173e-09, 1.11092e-07, 4.41196e-08 
-3.51465e+02, 2.61296e-09, 1.11433e-07, 4.42527e-08 
-3.50965e+02, 2.62426e-09, 1.11776e-07, 4.43865e-08 
-3.50465e+02, 2.63562e-09, 1.12121e-07, 4.45209e-08 
-3.49965e+02, 2.64707e-09, 1.12468e-07, 4.46560e-08 
-3.49465e+02, 2.65858e-09, 1.12816e-07, 4.47917e-08 
-3.48965e+02, 2.67017e-09, 1.13166e-07, 4.49280e-08 
-3.48465e+02, 2.68183e-09, 1.13517e-07, 4.50650e-08 
-3.47965e+02, 2.69357e-09, 1.13871e-07, 4.52026e-08 
-3.47465e+02, 2.70539e-09, 1.14226e-07, 4.53409e-08 
-3.46965e+02, 2.71728e-09, 1.14582e-07, 4.54799e-08 
-3.46465e+02, 2.72925e-09, 1.14941e-07, 4.56195e-08 
-3.45965e+02, 2.74129e-09, 1.15301e-07, 4.57597e-08 
-3.45465e+02, 2.75341e-09, 1.15663e-07, 4.59007e-08 
-3.44966e+02, 2.76562e-09, 1.16027e-07, 4.60423e-08 
-3.44466e+02, 2.77790e-09, 1.16393e-07, 4.61846e-08 
-3.43966e+02, 2.79026e-09, 1.16760e-07, 4.63276e-08 
-3.43466e+02, 2.80270e-09, 1.17129e-07, 4.64713e-08 
-3.42966e+02, 2.81523e-09, 1.17500e-07, 4.66157e-08 
-3.42466e+02, 2.82784e-09, 1.17873e-07, 4.67608e-08 
-3.41966e+02, 2.84053e-09, 1.18248e-07, 4.69065e-08 
-3.41466e+02, 2.85330e-09, 1.18624e-07, 4.70530e-08 
-3.40966e+02, 2.86616e-09, 1.19003e-07, 4.72002e-08 
-3.40466e+02, 2.87910e-09, 1.19383e-07, 4.73482e-08 
-3.39966e+02, 2.89213e-09, 1.19766e-07, 4.74968e-08 
-3.39466e+02, 2.90525e-09, 1.20150e-07, 4.76462e-08 
-3.38966e+02, 2.91845e-09, 1.20536e-07, 4.77963e-08 
-3.38466e+02, 2.93174e-09, 1.20924e-07, 4.79471e-08 
-3.37966e+02, 2.94512e-09, 1.21314e-07, 4.80987e-08 
-3.37466e+02, 2.95859e-09, 1.21706e-07, 4.82510e-08 
-3.36966e+02, 2.97216e-09, 1.22100e-07, 4.84041e-08 
-3.36466e+02, 2.98581e-09, 1.22496e-07, 4.85580e-08 
-3.35966e+02, 2.99955e-09, 1.22894e-07, 4.87126e-08 
-3.35466e+02, 3.01339e-09, 1.23294e-07, 4.88679e-08 
-3.34967e+02, 3.02732e-09, 1.23696e-07, 4.90241e-08 
-3.34467e+02, 3.04134e-09, 1.24100e-07, 4.91810e-08 
-3.33967e+02, 3.05546e-09, 1.24506e-07, 4.93387e-08 
-3.33467e+02, 3.06968e-09, 1.24915e-07, 4.94972e-08 
-3.32967e+02, 3.08399e-09, 1.25325e-07, 4.96565e-08 
-3.32467e+02, 3.09840e-09, 1.25738e-07, 4.98166e-08 
-3.31967e+02, 3.11291e-09, 1.26152e-07, 4.99775e-08 
-3.31467e+02, 3.12752e-09, 1.26569e-07, 5.01392e-08 
-3.30967e+02, 3.14223e-09, 1.26988e-07, 5.03017e-08 
-3.30467e+02, 3.15704e-09, 1.27409e-07, 5.04650e-08 
-3.29967e+02, 3.17195e-09, 1.27832e-07, 5.06292e-08 
-3.29467e+02, 3.18697e-09, 1.28258e-07, 5.07942e-08 
-3.28967e+02, 3.20208e-09, 1.28685e-07, 5.09600e-08 
-3.28467e+02, 3.21731e-09, 1.29115e-07, 5.11267e-08 
-3.27967e+02, 3.23264e-09, 1.29548e-07, 5.12943e-08 
-3.27467e+02, 3.24808e-09, 1.29982e-07, 5.14626e-08 
-3.26967e+02, 3.26362e-09, 1.30419e-07, 5.16319e-08 
-3.26467e+02, 3.27927e-09, 1.30858e-07, 5.18020e-08 
-3.25967e+02, 3.29504e-09, 1.31299e-07, 5.19730e-08 
-3.25467e+02, 3.31091e-09, 1.31743e-07, 5.21449e-08 
-3.24968e+02, 3.32690e-09, 1.32189e-07, 5.23176e-08 
-3.24468e+02, 3.34299e-09, 1.32637e-07, 5.24913e-08 
-3.23968e+02, 3.35921e-09, 1.33088e-07, 5.26658e-08 
-3.23468e+02, 3.37553e-09, 1.33541e-07, 5.28413e-08 
-3.22968e+02, 3.39197e-09, 1.33997e-07, 5.30177e-08 
-3.22468e+02, 3.40853e-09, 1.34455e-07, 5.31950e-08 
-3.21968e+02, 3.42521e-09, 1.34916e-07, 5.33732e-08 
-3.21468e+02, 3.44201e-09, 1.35379e-07, 5.35523e-08 
-3.20968e+02, 3.45892e-09, 1.35844e-07, 5.37324e-08 
-3.20468e+02, 3.47596e-09, 1.36312e-07, 5.39134e-08 
-3.19968e+02, 3.49312e-09, 1.36783e-07, 5.40954e-08 
-3.19468e+02, 3.51040e-09, 1.37256e-07, 5.42783e-08 
-3.18968e+02, 3.52781e-09, 1.37731e-07, 5.44623e-08 
-3.18468e+02, 3.54534e-09, 1.38209e-07, 5.46471e-08 
-3.17968e+02, 3.56300e-09, 1.38690e-07, 5.48330e-08 
-3.17468e+02, 3.58079e-09, 1.39174e-07, 5.50198e-08 
-3.16968e+02, 3.59871e-09, 1.39660e-07, 5.52077e-08 
-3.16468e+02, 3.61675e-09, 1.40149e-07, 5.53965e-08 
-3.15968e+02, 3.63493e-09, 1.40640e-07, 5.55863e-08 
-3.15468e+02, 3.65324e-09, 1.41134e-07, 5.57772e-08 
-3.14969e+02, 3.67169e-09, 1.41631e-07, 5.59691e-08 
-3.14469e+02, 3.69027e-09, 1.42131e-07, 5.61620e-08 
-3.13969e+02, 3.70899e-09, 1.42633e-07, 5.63559e-08 
-3.13469e+02, 3.72785e-09, 1.43138e-07, 5.65509e-08 
-3.12969e+02, 3.74684e-09, 1.43646e-07, 5.67470e-08 
-3.12469e+02, 3.76598e-09, 1.44157e-07, 5.69441e-08 
-3.11969e+02, 3.78526e-09, 1.44671e-07, 5.71423e-08 
-3.11469e+02, 3.80468e-09, 1.45187e-07, 5.73415e-08 
-3.10969e+02, 3.82424e-09, 1.45707e-07, 5.75419e-08 
-3.10469e+02, 3.84396e-09, 1.46229e-07, 5.77433e-08 
-3.09969e+02, 3.86382e-09, 1.46755e-07, 5.79458e-08 
-3.09469e+02, 3.88382e-09, 1.47283e-07, 5.81495e-08 
-3.08969e+02, 3.90398e-09, 1.47814e-07, 5.83542e-08 
-3.08469e+02, 3.92429e-09, 1.48348e-07, 5.85601e-08 
-3.07969e+02, 3.94476e-09, 1.48886e-07, 5.87671e-08 
-3.07469e+02, 3.96537e-09, 1.49426e-07, 5.89753e-08 
-3.06969e+02, 3.98615e-09, 1.49969e-07, 5.91846e-08 
-3.06469e+02, 4.00708e-09, 1.50516e-07, 5.93951e-08 
-3.05969e+02, 4.02817e-09, 1.51066e-07, 5.96067e-08 
-3.05469e+02, 4.04942e-09, 1.51618e-07, 5.98195e-08 
-3.04970e+02, 4.07084e-09, 1.52174e-07, 6.00335e-08 
-3.04470e+02, 4.09241e-09, 1.52734e-07, 6.02487e-08 
-3.03970e+02, 4.11416e-09, 1.53296e-07, 6.04651e-08 
-3.03470e+02, 4.13607e-09, 1.53862e-07, 6.06827e-08 
-3.02970e+02, 4.15815e-09, 1.54431e-07, 6.09016e-08 
-3.02470e+02, 4.18040e-09, 1.55003e-07, 6.11217e-08 
-3.01970e+02, 4.20282e-09, 1.55579e-07, 6.13430e-08 
-3.01470e+02, 4.22542e-09, 1.56158e-07, 6.15655e-08 
-3.00970e+02, 4.24819e-09, 1.56740e-07, 6.17894e-08 
-3.00470e+02, 4.27114e-09, 1.57326e-07, 6.20145e-08 
-2.99970e+02, 4.29426e-09, 1.57915e-07, 6.22408e-08 
-2.99470e+02, 4.31757e-09, 1.58508e-07, 6.24685e-08 
-2.98970e+02, 4.34106e-09, 1.59104e-07, 6.26975e-08 
-2.98470e+02, 4.36474e-09, 1.59703e-07, 6.29278e-08 
-2.97970e+02, 4.38860e-09, 1.60307e-07, 6.31594e-08 
-2.97470e+02, 4.41265e-09, 1.60913e-07, 6.33923e-08 
-2.96970e+02, 4.43689e-09, 1.61524e-07, 6.36266e-08 
-2.96470e+02, 4.46132e-09, 1.62138e-07, 6.38622e-08 
-2.95970e+02, 4.48595e-09, 1.62756e-07, 6.40992e-08 
-2.95470e+02, 4.51077e-09, 1.63377e-07, 6.43376e-08 
-2.94971e+02, 4.53579e-09, 1.64002e-07, 6.45774e-08 
-2.94471e+02, 4.56101e-09, 1.64631e-07, 6.48185e-08 
-2.93971e+02, 4.58644e-09, 1.65264e-07, 6.50611e-08 
-2.93471e+02, 4.61206e-09, 1.65901e-07, 6.53051e-08 
-2.92971e+02, 4.63789e-09, 1.66541e-07, 6.55505e-08 
-2.92471e+02, 4.66394e-09, 1.67185e-07, 6.57973e-08 
-2.91971e+02, 4.69019e-09, 1.67834e-07, 6.60456e-08 
-2.91471e+02, 4.71665e-09, 1.68486e-07, 6.62954e-08 
-2.90971e+02, 4.74333e-09, 1.69142e-07, 6.65466e-08 
-2.90471e+02, 4.77023e-09, 1.69802e-07, 6.67994e-08 
-2.89971e+02, 4.79734e-09, 1.70466e-07, 6.70536e-08 
-2.89471e+02, 4.82468e-09, 1.71135e-07, 6.73094e-08 
-2.88971e+02, 4.85224e-09, 1.71807e-07, 6.75666e-08 
-2.88471e+02, 4.88003e-09, 1.72484e-07, 6.78254e-08 
-2.87971e+02, 4.90804e-09, 1.73165e-07, 6.80858e-08 
-2.87471e+02, 4.93629e-09, 1.73850e-07, 6.83477e-08 
-2.86971e+02, 4.96477e-09, 1.74539e-07, 6.86112e-08 
-2.86471e+02, 4.99348e-09, 1.75233e-07, 6.88763e-08 
-2.85971e+02, 5.02244e-09, 1.75931e-07, 6.91430e-08 
-2.85471e+02, 5.05163e-09, 1.76633e-07, 6.94113e-08 
-2.84972e+02, 5.08107e-09, 1.77340e-07, 6.96813e-08 
-2.84472e+02, 5.11076e-09, 1.78051e-07, 6.99528e-08 
-2.83972e+02, 5.14069e-09, 1.78767e-07, 7.02261e-08 
-2.83472e+02, 5.17088e-09, 1.79487e-07, 7.05010e-08 
-2.82972e+02, 5.20132e-09, 1.80212e-07, 7.07776e-08 
-2.82472e+02, 5.23201e-09, 1.80941e-07, 7.10558e-08 
-2.81972e+02, 5.26297e-09, 1.81675e-07, 7.13358e-08 
-2.81472e+02, 5.29419e-09, 1.82414e-07, 7.16176e-08 
-2.80972e+02, 5.32567e-09, 1.83157e-07, 7.19010e-08 
-2.80472e+02, 5.35742e-09, 1.83906e-07, 7.21863e-08 
-2.79972e+02, 5.38944e-09, 1.84659e-07, 7.24732e-08 
-2.79472e+02, 5.42174e-09, 1.85417e-07, 7.27620e-08 
-2.78972e+02, 5.45431e-09, 1.86179e-07, 7.30526e-08 
-2.78472e+02, 5.48717e-09, 1.86947e-07, 7.33450e-08 
-2.77972e+02, 5.52030e-09, 1.87720e-07, 7.36392e-08 
-2.77472e+02, 5.55372e-09, 1.88498e-07, 7.39353e-08 
-2.76972e+02, 5.58744e-09, 1.89281e-07, 7.42332e-08 
-2.76472e+02, 5.62144e-09, 1.90069e-07, 7.45331e-08 
-2.75972e+02, 5.65574e-09, 1.90862e-07, 7.48348e-08 
-2.75472e+02, 5.69034e-09, 1.91660e-07, 7.51384e-08 
-2.74973e+02, 5.72524e-09, 1.92464e-07, 7.54439e-08 
-2.74473e+02, 5.76045e-09, 1.93273e-07, 7.57515e-08 
-2.73973e+02, 5.79596e-09, 1.94087e-07, 7.60609e-08 
-2.73473e+02, 5.83179e-09, 1.94907e-07, 7.63724e-08 
-2.72973e+02, 5.86794e-09, 1.95732e-07, 7.66858e-08 
-2.72473e+02, 5.90440e-09, 1.96563e-07, 7.70013e-08 
-2.71973e+02, 5.94119e-09, 1.97399e-07, 7.73187e-08 
-2.71473e+02, 5.97830e-09, 1.98241e-07, 7.76383e-08 
-2.70973e+02, 6.01575e-09, 1.99089e-07, 7.79599e-08 
-2.70473e+02, 6.05353e-09, 1.99942e-07, 7.82836e-08 
-2.69973e+02, 6.09164e-09, 2.00801e-07, 7.86094e-08 
-2.69473e+02, 6.13010e-09, 2.01666e-07, 7.89373e-08 
-2.68973e+02, 6.16891e-09, 2.02537e-07, 7.92674e-08 
-2.68473e+02, 6.20806e-09, 2.03413e-07, 7.95996e-08 
-2.67973e+02, 6.24757e-09, 2.04296e-07, 7.99341e-08 
-2.67473e+02, 6.28744e-09, 2.05185e-07, 8.02707e-08 
-2.66973e+02, 6.32767e-09, 2.06080e-07, 8.06095e-08 
-2.66473e+02, 6.36826e-09, 2.06981e-07, 8.09506e-08 
-2.65973e+02, 6.40923e-09, 2.07888e-07, 8.12939e-08 
-2.65473e+02, 6.45057e-09, 2.08802e-07, 8.16396e-08 
-2.64974e+02, 6.49229e-09, 2.09721e-07, 8.19875e-08 
-2.64474e+02, 6.53439e-09, 2.10648e-07, 8.23378e-08 
-2.63974e+02, 6.57688e-09, 2.11580e-07, 8.26904e-08 
-2.63474e+02, 6.61976e-09, 2.12520e-07, 8.30454e-08 
-2.62974e+02, 6.66304e-09, 2.13465e-07, 8.34027e-08 
-2.62474e+02, 6.70673e-09, 2.14418e-07, 8.37625e-08 
-2.61974e+02, 6.75082e-09, 2.15377e-07, 8.41247e-08 
-2.61474e+02, 6.79532e-09, 2.16343e-07, 8.44894e-08 
-2.60974e+02, 6.84023e-09, 2.17316e-07, 8.48565e-08 
-2.60474e+02, 6.88557e-09, 2.18296e-07, 8.52262e-08 
-2.59974e+02, 6.93134e-09, 2.19282e-07, 8.55984e-08 
-2.59474e+02, 6.97753e-09, 2.20276e-07, 8.59731e-08 
-2.58974e+02, 7.02416e-09, 2.21277e-07, 8.63504e-08 
-2.58474e+02, 7.07124e-09, 2.22285e-07, 8.67303e-08 
-2.57974e+02, 7.11876e-09, 2.23301e-07, 8.71128e-08 
-2.57474e+02, 7.16674e-09, 2.24323e-07, 8.74980e-08 
-2.56974e+02, 7.21517e-09, 2.25353e-07, 8.78858e-08 
-2.56474e+02, 7.26406e-09, 2.26391e-07, 8.82764e-08 
-2.55974e+02, 7.31343e-09, 2.27436e-07, 8.86697e-08 
-2.55474e+02, 7.36327e-09, 2.28489e-07, 8.90657e-08 
-2.54975e+02, 7.41359e-09, 2.29549e-07, 8.94645e-08 
-2.54475e+02, 7.46440e-09, 2.30618e-07, 8.98661e-08 
-2.53975e+02, 7.51570e-09, 2.31694e-07, 9.02705e-08 
-2.53475e+02, 7.56750e-09, 2.32778e-07, 9.06778e-08 
-2.52975e+02, 7.61980e-09, 2.33870e-07, 9.10880e-08 
-2.52475e+02, 7.67261e-09, 2.34970e-07, 9.15011e-08 
-2.51975e+02, 7.72595e-09, 2.36079e-07, 9.19171e-08 
-2.51475e+02, 7.77980e-09, 2.37195e-07, 9.23361e-08 
-2.50975e+02, 7.83419e-09, 2.38320e-07, 9.27581e-08 
-2.50475e+02, 7.88911e-09, 2.39454e-07, 9.31832e-08 
-2.49975e+02, 7.94458e-09, 2.40596e-07, 9.36113e-08 
-2.49475e+02, 8.00060e-09, 2.41747e-07, 9.40425e-08 
-2.48975e+02, 8.05717e-09, 2.42906e-07, 9.44768e-08 
-2.48475e+02, 8.11431e-09, 2.44074e-07, 9.49143e-08 
-2.47975e+02, 8.17203e-09, 2.45251e-07, 9.53549e-08 
-2.47475e+02, 8.23032e-09, 2.46438e-07, 9.57988e-08 
-2.46975e+02, 8.28920e-09, 2.47633e-07, 9.62459e-08 
-2.46475e+02, 8.34867e-09, 2.48837e-07, 9.66963e-08 
-2.45975e+02, 8.40874e-09, 2.50051e-07, 9.71500e-08 
-2.45475e+02, 8.46942e-09, 2.51274e-07, 9.76071e-08 
-2.44976e+02, 8.53072e-09, 2.52507e-07, 9.80676e-08 
-2.44476e+02, 8.59265e-09, 2.53749e-07, 9.85314e-08 
-2.43976e+02, 8.65520e-09, 2.55001e-07, 9.89987e-08 
-2.43476e+02, 8.71840e-09, 2.56262e-07, 9.94695e-08 
-2.42976e+02, 8.78225e-09, 2.57534e-07, 9.99439e-08 
-2.42476e+02, 8.84676e-09, 2.58815e-07, 1.00422e-07 
-2.41976e+02, 8.91193e-09, 2.60107e-07, 1.00903e-07 
-2.41476e+02, 8.97778e-09, 2.61409e-07, 1.01388e-07 
-2.40976e+02, 9.04431e-09, 2.62721e-07, 1.01877e-07 
-2.40476e+02, 9.11154e-09, 2.64044e-07, 1.02370e-07 
-2.39976e+02, 9.17947e-09, 2.65377e-07, 1.02866e-07 
-2.39476e+02, 9.24811e-09, 2.66721e-07, 1.03366e-07 
-2.38976e+02, 9.31748e-09, 2.68076e-07, 1.03870e-07 
-2.38476e+02, 9.38757e-09, 2.69441e-07, 1.04378e-07 
-2.37976e+02, 9.45840e-09, 2.70818e-07, 1.04889e-07 
-2.37476e+02, 9.52999e-09, 2.72206e-07, 1.05405e-07 
-2.36976e+02, 9.60234e-09, 2.73605e-07, 1.05924e-07 
-2.36476e+02, 9.67545e-09, 2.75016e-07, 1.06448e-07 
-2.35976e+02, 9.74935e-09, 2.76438e-07, 1.06976e-07 
-2.35476e+02, 9.82404e-09, 2.77872e-07, 1.07507e-07 
-2.34977e+02, 9.89954e-09, 2.79318e-07, 1.08043e-07 
-2.34477e+02, 9.97584e-09, 2.80775e-07, 1.08584e-07 
-2.33977e+02, 1.00530e-08, 2.82245e-07, 1.09128e-07 
-2.33477e+02, 1.01309e-08, 2.83727e-07, 1.09677e-07 
-2.32977e+02, 1.02098e-08, 2.85221e-07, 1.10230e-07 
-2.32477e+02, 1.02894e-08, 2.86728e-07, 1.10787e-07 
-2.31977e+02, 1.03700e-08, 2.88248e-07, 1.11349e-07 
-2.31477e+02, 1.04514e-08, 2.89780e-07, 1.11916e-07 
-2.30977e+02, 1.05337e-08, 2.91325e-07, 1.12487e-07 
-2.30477e+02, 1.06170e-08, 2.92884e-07, 1.13062e-07 
-2.29977e+02, 1.07011e-08, 2.94455e-07, 1.13643e-07 
-2.29477e+02, 1.07862e-08, 2.96040e-07, 1.14228e-07 
-2.28977e+02, 1.08722e-08, 2.97639e-07, 1.14817e-07 
-2.28477e+02, 1.09592e-08, 2.99251e-07, 1.15412e-07 
-2.27977e+02, 1.10472e-08, 3.00878e-07, 1.16011e-07 
-2.27477e+02, 1.11362e-08, 3.02518e-07, 1.16615e-07 
-2.26977e+02, 1.12261e-08, 3.04173e-07, 1.17225e-07 
-2.26477e+02, 1.13171e-08, 3.05842e-07, 1.17839e-07 
-2.25977e+02, 1.14091e-08, 3.07525e-07, 1.18458e-07 
-2.25477e+02, 1.15022e-08, 3.09224e-07, 1.19083e-07 
-2.24978e+02, 1.15963e-08, 3.10937e-07, 1.19712e-07 
-2.24478e+02, 1.16915e-08, 3.12665e-07, 1.20347e-07 
-2.23978e+02, 1.17877e-08, 3.14409e-07, 1.20988e-07 
-2.23478e+02, 1.18851e-08, 3.16168e-07, 1.21633e-07 
-2.22978e+02, 1.19836e-08, 3.17943e-07, 1.22284e-07 
-2.22478e+02, 1.20833e-08, 3.19734e-07, 1.22941e-07 
-2.21978e+02, 1.21841e-08, 3.21541e-07, 1.23603e-07 
-2.21478e+02, 1.22860e-08, 3.23364e-07, 1.24271e-07 
-2.20978e+02, 1.23892e-08, 3.25204e-07, 1.24945e-07 
-2.20478e+02, 1.24936e-08, 3.27060e-07, 1.25624e-07 
-2.19978e+02, 1.25992e-08, 3.28934e-07, 1.26309e-07 
-2.19478e+02, 1.27060e-08, 3.30824e-07, 1.27000e-07 
-2.18978e+02, 1.28141e-08, 3.32732e-07, 1.27697e-07 
-2.18478e+02, 1.29235e-08, 3.34657e-07, 1.28400e-07 
-2.17978e+02, 1.30342e-08, 3.36600e-07, 1.29109e-07 
-2.17478e+02, 1.31462e-08, 3.38561e-07, 1.29825e-07 
-2.16978e+02, 1.32596e-08, 3.40541e-07, 1.30546e-07 
-2.16478e+02, 1.33743e-08, 3.42538e-07, 1.31274e-07 
-2.15978e+02, 1.34904e-08, 3.44555e-07, 1.32009e-07 
-2.15478e+02, 1.36079e-08, 3.46590e-07, 1.32750e-07 
-2.14979e+02, 1.37268e-08, 3.48645e-07, 1.33497e-07 
-2.14479e+02, 1.38472e-08, 3.50719e-07, 1.34251e-07 
-2.13979e+02, 1.39690e-08, 3.52813e-07, 1.35012e-07 
-2.13479e+02, 1.40924e-08, 3.54927e-07, 1.35780e-07 
-2.12979e+02, 1.42172e-08, 3.57061e-07, 1.36555e-07 
-2.12479e+02, 1.43436e-08, 3.59216e-07, 1.37337e-07 
-2.11979e+02, 1.44715e-08, 3.61391e-07, 1.38125e-07 
-2.11479e+02, 1.46010e-08, 3.63588e-07, 1.38921e-07 
-2.10979e+02, 1.47322e-08, 3.65805e-07, 1.39725e-07 
-2.10479e+02, 1.48650e-08, 3.68045e-07, 1.40535e-07 
-2.09979e+02, 1.49994e-08, 3.70306e-07, 1.41353e-07 
-2.09479e+02, 1.51355e-08, 3.72590e-07, 1.42179e-07 
-2.08979e+02, 1.52734e-08, 3.74896e-07, 1.43012e-07 
-2.08479e+02, 1.54129e-08, 3.77225e-07, 1.43853e-07 
-2.07979e+02, 1.55543e-08, 3.79577e-07, 1.44702e-07 
-2.07479e+02, 1.56974e-08, 3.81953e-07, 1.45559e-07 
-2.06979e+02, 1.58424e-08, 3.84352e-07, 1.46424e-07 
-2.06479e+02, 1.59893e-08, 3.86776e-07, 1.47297e-07 
-2.05979e+02, 1.61380e-08, 3.89224e-07, 1.48178e-07 
-2.05479e+02, 1.62886e-08, 3.91697e-07, 1.49068e-07 
-2.04980e+02, 1.64412e-08, 3.94195e-07, 1.49966e-07 
-2.04480e+02, 1.65958e-08, 3.96719e-07, 1.50873e-07 
