# dt = 0.00100 ps ; n_timesteps = 1000
# masses = [1.24e-03, 1.24e-03, 1.24e-03] m_asu ; kappa = 6.2391e+01 m_asu ps^(-2)
# t[ps], q_1[Å], q_2[Å], q_3[Å], v_1[Å/ps], v_2[Å/ps], v_3[Å/ps], E_kin[eV], E_pot[eV]
1.80000e-02, 3.16122e-03, -4.00801e-03, -9.54681e-03, 1.41466e+00, -3.16986e-01, -1.07662e+00, 2.02954e-03, 5.71535e-03 
1.90000e-02, 4.31699e-03, -4.28414e-03, -1.02454e-02, 8.32032e-01, -2.09969e-01, -2.92415e-01, 5.11529e-04, 7.27227e-03 
2.00000e-02, 4.82528e-03, -4.42795e-03, -1.01316e-02, 1.55476e-01, -5.48572e-02, 5.10580e-01, 1.79172e-04, 7.61443e-03 
2.10000e-02, 4.62794e-03, -4.39385e-03, -9.22422e-03, -5.39414e-01, 1.39137e-01, 1.25964e+00, 1.18070e-03, 6.58939e-03 
2.20000e-02, 3.74646e-03, -4.14968e-03, -7.61236e-03, -1.17326e+00, 3.55283e-01, 1.88941e+00, 3.15719e-03, 4.56461e-03 
2.30000e-02, 2.28143e-03, -3.68329e-03, -5.44540e-03, -1.67168e+00, 5.71709e-01, 2.34758e+00, 5.37285e-03, 2.29411e-03 
2.40000e-02, 4.03087e-04, -3.00626e-03, -2.91719e-03, -1.97388e+00, 7.64702e-01, 2.59908e+00, 6.99338e-03, 6.33393e-04 
2.50000e-02, -1.66634e-03, -2.15388e-03, -2.47231e-04, -2.03988e+00, 9.12375e-01, 2.62837e+00, 7.40769e-03, 2.09347e-04 
2.60000e-02, -3.67668e-03, -1.18151e-03, 2.33956e-03, -1.85567e+00, 9.98085e-01, 2.43992e+00, 6.46848e-03, 1.17342e-03 
2.70000e-02, -5.37768e-03, -1.57713e-04, 4.63260e-03, -1.43541e+00, 1.01303e+00, 2.05690e+00, 4.55437e-03, 3.13749e-03 
2.80000e-02, -6.54751e-03, 8.44548e-04, 6.45335e-03, -8.20494e-01, 9.57571e-01, 1.51847e+00, 2.42479e-03, 5.32246e-03 
2.90000e-02, -7.01866e-03, 1.75743e-03, 7.66953e-03, -7.53300e-02, 8.41108e-01, 8.75815e-01, 9.21263e-04, 6.86474e-03 
3.00000e-02, -6.69817e-03, 2.52676e-03, 8.20498e-03, 7.19543e-01, 6.80451e-01, 1.87525e-01, 6.32305e-04, 7.16024e-03 
3.10000e-02, -5.57958e-03, 3.11833e-03, 8.04458e-03, 1.47639e+00, 4.97047e-01, -4.85457e-01, 1.65710e-03, 6.10708e-03 
3.20000e-02, -3.74538e-03, 3.52086e-03, 7.23407e-03, 2.11016e+00, 3.13485e-01, -1.08486e+00, 3.56506e-03, 4.14730e-03 
3.30000e-02, -1.35927e-03, 3.74530e-03, 5.87486e-03, 2.54810e+00, 1.49888e-01, -1.55981e+00, 5.56938e-03, 2.08863e-03 
3.40000e-02, 1.35082e-03, 3.82063e-03, 4.11446e-03, 2.73813e+00, 2.08000e-02, -1.87088e+00, 6.84511e-03, 7.78007e-04 
3.50000e-02, 4.11700e-03, 3.78690e-03, 2.13311e-03, 2.65473e+00, -6.69045e-02, -1.99336e+00, 6.86227e-03, 7.59416e-04 
3.60000e-02, 6.66028e-03, 3.68682e-03, 1.27730e-04, 2.30185e+00, -1.14754e-01, -1.91938e+00, 5.59891e-03, 2.05529e-03 
3.70000e-02, 8.72071e-03, 3.55739e-03, -1.70566e-03, 1.71248e+00, -1.31930e-01, -1.65875e+00, 3.54856e-03, 4.15896e-03 
3.80000e-02, 1.00852e-02, 3.42296e-03, -3.18977e-03, 9.44832e-01, -1.33188e-01, -1.23845e+00, 1.52126e-03, 6.23911e-03 
3.90000e-02, 1.06104e-02, 3.29102e-03, -4.18256e-03, 7.57946e-02, -1.35811e-01, -7.00681e-01, 3.20623e-04, 7.47134e-03 
4.00000e-02, 1.02368e-02, 3.15134e-03, -4.59113e-03, -8.07648e-01, -1.56141e-01, -9.94805e-02, 4.27319e-04, 7.36278e-03 
4.10000e-02, 8.99508e-03, 2.97874e-03, -4.38152e-03, -1.61795e+00, -2.06285e-01, 5.03866e-01, 1.81379e-03, 5.94207e-03 
4.20000e-02, 7.00092e-03, 2.73877e-03, -3.58340e-03, -2.27641e+00, -2.91590e-01, 1.04637e+00, 3.95966e-03, 3.74312e-03 
4.30000e-02, 4.44225e-03, 2.39556e-03, -2.28879e-03, -2.72129e+00, -4.09317e-01, 1.46936e+00, 6.05715e-03, 1.59422e-03 
4.40000e-02, 1.55834e-03, 1.92014e-03, -6.44683e-04, -2.91390e+00, -5.48762e-01, 1.72454e+00, 7.32310e-03, 2.98017e-04 
4.50000e-02, -1.38554e-03, 1.29803e-03, 1.16029e-03, -2.84191e+00, -6.92810e-01, 1.77935e+00, 7.29604e-03, 3.27132e-04 
4.60000e-02, -4.12547e-03, 5.34519e-04, 2.91402e-03, -2.51976e+00, -8.20665e-01, 1.62106e+00, 6.00646e-03, 1.64988e-03 
4.70000e-02, -6.42506e-03, -3.43297e-04, 4.40242e-03, -1.98616e+00, -9.11298e-01, 1.25915e+00, 3.95890e-03, 3.74883e-03 
4.80000e-02, -8.09779e-03, -1.28808e-03, 5.43231e-03, -1.29914e+00, -9.47019e-01, 7.25331e-01, 1.93609e-03, 5.82169e-03 
4.90000e-02, -9.02334e-03, -2.23733e-03, 5.85308e-03, -5.29350e-01, -9.16568e-01, 7.13415e-02, 7.00444e-04, 7.08710e-03 
5.00000e-02, -9.15650e-03, -3.12121e-03, 5.57499e-03, 2.47561e-01, -8.17194e-01, -6.35739e-01, 7.05335e-04, 7.08044e-03 
5.10000e-02, -8.52822e-03, -3.87172e-03, 4.58160e-03, 9.58696e-01, -6.55358e-01, -1.32005e+00, 1.92391e-03, 5.82928e-03 
5.20000e-02, -7.23910e-03, -4.43193e-03, 2.93489e-03, 1.54088e+00, -4.45939e-01, -1.90488e+00, 3.85995e-03, 3.84229e-03 
5.30000e-02, -5.44645e-03, -4.76360e-03, 7.71835e-04, 1.94625e+00, -2.10061e-01, -2.32112e+00, 5.73825e-03, 1.91437e-03 
5.40000e-02, -3.34659e-03, -4.85205e-03, -1.70735e-03, 2.14600e+00, 2.80845e-02, -2.51520e+00, 6.80425e-03, 8.19513e-04 
5.50000e-02, -1.15446e-03, -4.70743e-03, -4.25857e-03, 2.13203e+00, 2.44910e-01, -2.45575e+00, 6.61996e-03, 1.00740e-03 
5.60000e-02, 9.17467e-04, -4.36223e-03, -6.61885e-03, 1.91662e+00, 4.20960e-01, -2.13785e+00, 5.24122e-03, 2.42134e-03 
5.70000e-02, 2.67878e-03, -3.86551e-03, -8.53427e-03, 1.53017e+00, 5.43722e-01, -1.58455e+00, 3.20401e-03, 4.51194e-03 
5.80000e-02, 3.97781e-03, -3.27479e-03, -9.78794e-03, 1.01759e+00, 6.09256e-01, -8.45152e-01, 1.32009e-03, 6.44648e-03 
5.90000e-02, 4.71397e-03, -2.64700e-03, -1.02246e-02, 4.33545e-01, 6.22358e-01, 9.50052e-03, 3.58115e-04, 7.43596e-03 
6.00000e-02, 4.84491e-03, -2.03007e-03, -9.76894e-03, -1.62770e-01, 5.95280e-01, 8.94394e-01, 7.34921e-04, 7.05206e-03 
6.10000e-02, 4.38843e-03, -1.45644e-03, -8.43579e-03, -7.12933e-01, 5.45199e-01, 1.71947e+00, 2.34151e-03, 5.40600e-03 
6.20000e-02, 3.41904e-03, -9.39672e-04, -6.33001e-03, -1.16430e+00, 4.90915e-01, 2.39950e+00, 4.57723e-03, 3.11370e-03 
6.30000e-02, 2.05982e-03, -4.74610e-04, -3.63678e-03, -1.47435e+00, 4.49330e-01, 2.86361e+00, 6.58239e-03, 1.05727e-03 
6.40000e-02, 4.70331e-04, -4.10116e-05, -6.02787e-04, -1.61409e+00, 4.32335e-01, 3.06318e+00, 7.57785e-03, 3.62374e-05 
6.50000e-02, -1.16836e-03, 3.90059e-04, 2.48958e-03, -1.57036e+00, 4.44631e-01, 2.97736e+00, 7.17523e-03, 4.49206e-04 
6.60000e-02, -2.67038e-03, 8.48251e-04, 5.35193e-03, -1.34692e+00, 4.82878e-01, 2.61536e+00, 5.53155e-03, 2.13495e-03 
6.70000e-02, -3.86220e-03, 1.35581e-03, 7.72031e-03, -9.64263e-01, 5.36295e-01, 2.01540e+00, 3.28579e-03, 4.43768e-03 
6.80000e-02, -4.59891e-03, 1.92084e-03, 9.38273e-03, -4.58064e-01, 5.88637e-01, 1.24029e+00, 1.30369e-03, 6.46907e-03 
6.90000e-02, -4.77833e-03, 2.53309e-03, 1.02009e-02, 1.23556e-01, 6.21179e-01, 3.70345e-01, 3.35027e-04, 7.46014e-03 
7.00000e-02, -4.35180e-03, 3.16320e-03, 1.01234e-02, 7.23925e-01, 6.16207e-01, -5.05586e-01, 7.21603e-04, 7.06082e-03 
7.10000e-02, -3.33048e-03, 3.76550e-03, 9.18971e-03, 1.28261e+00, 5.60408e-01, -1.29995e+00, 2.27113e-03, 5.46911e-03 
7.20000e-02, -1.78658e-03, 4.28402e-03, 7.52352e-03, 1.74081e+00, 4.47563e-01, -1.93591e+00, 4.34339e-03, 3.34233e-03 
7.30000e-02, 1.51141e-04, 4.66063e-03, 5.31788e-03, 2.04694e+00, 2.80074e-01, -2.35539e+00, 6.10960e-03, 1.53076e-03 
7.40000e-02, 2.30731e-03, 4.84416e-03, 2.81275e-03, 2.16192e+00, 6.90500e-02, -2.52471e+00, 6.87922e-03, 7.42373e-04 
7.50000e-02, 4.47498e-03, 4.79873e-03, 2.68464e-04, 2.06364e+00, -1.67079e-01, -2.43748e+00, 6.36577e-03, 1.27045e-03 
7.60000e-02, 6.43458e-03, 4.51000e-03, -2.06222e-03, 1.75012e+00, -4.05198e-01, -2.11430e+00, 4.79080e-03, 2.88728e-03 
7.70000e-02, 7.97521e-03, 3.98833e-03, -3.96013e-03, 1.24085e+00, -6.20952e-01, -1.59947e+00, 2.79058e-03, 4.94010e-03 
7.80000e-02, 8.91629e-03, 3.26810e-03, -5.26116e-03, 5.76078e-01, -7.92434e-01, -9.55436e-01, 1.16555e-03, 6.60813e-03 
7.90000e-02, 9.12737e-03, 2.40347e-03, -5.87100e-03, -1.86163e-01, -9.03494e-01, -2.55342e-01, 5.70213e-04, 7.22034e-03 
8.00000e-02, 8.54396e-03, 1.46111e-03, -5.77185e-03, -9.75027e-01, -9.46114e-01, 4.25063e-01, 1.26128e-03, 6.51347e-03 
8.10000e-02, 7.17731e-03, 5.11238e-04, -5.02087e-03, -1.71357e+00, -9.21458e-01, 1.01544e+00, 2.99779e-03, 4.73433e-03 
8.20000e-02, 5.11682e-03, -3.81802e-04, -3.74097e-03, -2.32653e+00, -8.39424e-01, 1.45784e+00, 5.13020e-03, 2.54852e-03 
8.30000e-02, 2.52426e-03, -1.16761e-03, -2.10519e-03, -2.74834e+00, -7.16783e-01, 1.71203e+00, 6.84523e-03, 7.89639e-04 
8.40000e-02, -3.79862e-04, -1.81537e-03, -3.16912e-04, -2.93058e+00, -5.74232e-01, 1.75867e+00, 7.47556e-03, 1.41963e-04 
8.50000e-02, -3.33689e-03, -2.31607e-03, 1.41215e-03, -2.84782e+00, -4.32855e-01, 1.60024e+00, 6.75812e-03, 8.75678e-04 
8.60000e-02, -6.07551e-03, -2.68108e-03, 2.88357e-03, -2.50129e+00, -3.10618e-01, 1.25970e+00, 4.94169e-03, 2.73628e-03 
8.70000e-02, -8.33948e-03, -2.93731e-03, 3.93155e-03, -1.91959e+00, -2.19474e-01, 7.77315e-01, 2.69947e-03, 5.03396e-03 
8.80000e-02, -9.91469e-03, -3.12003e-03, 4.43820e-03, -1.15647e+00, -1.63583e-01, 2.06010e-01, 8.75473e-04, 6.90333e-03 
8.90000e-02, -1.06524e-02, -3.26447e-03, 4.34357e-03, -2.85615e-01, -1.38931e-01, -3.94145e-01, 1.59475e-04, 7.63677e-03 
9.00000e-02, -1.04859e-02, -3.39789e-03, 3.64991e-03, 6.06906e-01, -1.34424e-01, -9.61754e-01, 8.16195e-04, 6.96244e-03 
9.10000e-02, -9.43860e-03, -3.53332e-03, 2.42006e-03, 1.43185e+00, -1.34226e-01, -1.43969e+00, 2.57730e-03, 5.15532e-03 
9.20000e-02, -7.62222e-03, -3.66634e-03, 7.70526e-04, 2.10654e+00, -1.20967e-01, -1.78004e+00, 4.74307e-03, 2.93320e-03 
9.30000e-02, -5.22553e-03, -3.77526e-03, -1.14001e-03, 2.56399e+00, -7.92167e-02, -1.94801e+00, 6.45740e-03, 1.17462e-03 
9.40000e-02, -2.49424e-03, -3.82478e-03, -3.12549e-03, 2.76046e+00, 1.34834e-03, -1.92468e+00, 7.04833e-03, 5.69293e-04 
9.50000e-02, 2.95382e-04, -3.77256e-03, -4.98937e-03, 2.68027e+00, 1.23669e-01, -1.70834e+00, 6.29715e-03, 1.34171e-03 
9.60000e-02, 2.86630e-03, -3.57744e-03, -6.54218e-03, 2.33761e+00, 2.82306e-01, -1.31456e+00, 4.52617e-03, 3.16095e-03 
9.70000e-02, 4.97059e-03, -3.20795e-03, -7.61849e-03, 1.77476e+00, 4.63921e-01, -7.74855e-01, 2.46805e-03, 5.27482e-03 
9.80000e-02, 6.41583e-03, -2.64960e-03, -8.09189e-03, 1.05726e+00, 6.49148e-01, -1.34222e-01, 9.69205e-04, 6.81439e-03 
9.90000e-02, 7.08512e-03, -1.90965e-03, -7.88694e-03, 2.66318e-01, 8.15567e-01, 5.52402e-01, 6.48053e-04, 7.14489e-03 
1.00000e-01, 6.94847e-03, -1.01846e-03, -6.98709e-03, -5.10446e-01, 9.41266e-01, 1.22453e+00, 1.64687e-03, 6.12045e-03 
1.01000e-01, 6.06423e-03, -2.71181e-05, -5.43788e-03, -1.18886e+00, 1.00840e+00, 1.82108e+00, 3.57667e-03, 4.14045e-03 
1.02000e-01, 4.57074e-03, 9.98339e-04, -3.34492e-03, -1.69757e+00, 1.00614e+00, 2.28563e+00, 5.67510e-03, 1.98734e-03 
1.03000e-01, 2.66910e-03, 1.98516e-03, -8.66617e-04, -1.98567e+00, 9.32493e-01, 2.57149e+00, 7.11086e-03, 5.13960e-04 
1.04000e-01, 5.99400e-04, 2.86332e-03, 1.79806e-03, -2.02798e+00, 7.94733e-01, 2.64631e+00, 7.31145e-03, 3.07351e-04 
1.05000e-01, -1.38687e-03, 3.57463e-03, 4.42600e-03, -1.82717e+00, 6.08298e-01, 2.49569e+00, 6.18479e-03, 1.46163e-03 
1.06000e-01, -3.05495e-03, 4.07992e-03, 6.78944e-03, -1.41272e+00, 3.94393e-01, 2.12538e+00, 4.15049e-03, 3.54620e-03 
1.07000e-01, -4.21230e-03, 4.36341e-03, 8.67677e-03, -8.36874e-01, 1.76673e-01, 1.56179e+00, 1.97347e-03, 5.77669e-03 
1.08000e-01, -4.72870e-03, 4.43327e-03, 9.91302e-03, -1.68287e-01, -2.24236e-02, 8.50495e-01, 4.68145e-04, 7.31837e-03 
1.09000e-01, -4.54887e-03, 4.31856e-03, 1.03778e-02, 5.16046e-01, -1.85079e-01, 5.28187e-02, 1.88802e-04, 7.60343e-03 
1.10000e-01, -3.69660e-03, 4.06311e-03, 1.00187e-02, 1.13937e+00, -3.00669e-01, -7.59429e-01, 1.22320e-03, 6.54230e-03 
1.11000e-01, -2.27013e-03, 3.71723e-03, 8.85890e-03, 1.63341e+00, -3.67076e-01, -1.51062e+00, 3.16473e-03, 4.55200e-03 
1.12000e-01, -4.29776e-04, 3.32896e-03, 6.99742e-03, 1.94532e+00, -3.90532e-01, -2.12878e+00, 5.27075e-03, 2.39376e-03 
1.13000e-01, 1.62051e-03, 2.93616e-03, 4.60135e-03, 2.04265e+00, -3.84035e-01, -2.55312e+00, 6.74571e-03, 8.82899e-04 
1.14000e-01, 3.65552e-03, 2.56089e-03, 1.89118e-03, 1.91596e+00, -3.64626e-01, -2.74077e+00, 7.04285e-03, 5.79801e-04 
1.15000e-01, 5.45244e-03, 2.20691e-03, -8.80199e-04, 1.57895e+00, -3.50007e-01, -2.67196e+00, 6.07144e-03, 1.57748e-03 
1.16000e-01, 6.81341e-03, 1.86087e-03, -3.45274e-03, 1.06610e+00, -3.55085e-01, -2.35285e+00, 4.23139e-03, 3.46600e-03 
1.17000e-01, 7.58465e-03, 1.49674e-03, -5.58589e-03, 4.28597e-01, -3.89062e-01, -1.81567e+00, 2.26037e-03, 5.48900e-03 
1.18000e-01, 7.67060e-03, 1.08275e-03, -7.08408e-03, -2.71375e-01, -4.53561e-01, -1.11599e+00, 9.49028e-04, 6.83551e-03 
1.19000e-01, 7.04190e-03, 5.89617e-04, -7.81787e-03, -9.66877e-01, -5.42130e-01, -3.27172e-01, 8.31395e-04, 6.95736e-03 
1.20000e-01, 5.73685e-03, -1.51197e-06, -7.73842e-03, -1.59263e+00, -6.41214e-01, 4.67271e-01, 1.97048e-03, 5.78934e-03 
1.21000e-01, 3.85664e-03, -6.92811e-04, -6.88333e-03, -2.09087e+00, -7.32426e-01, 1.18273e+00, 3.92548e-03, 3.78319e-03 
1.22000e-01, 1.55511e-03, -1.46636e-03, -5.37296e-03, -2.41622e+00, -7.95734e-01, 1.74293e+00, 5.91844e-03, 1.73689e-03 
1.23000e-01, -9.75804e-04, -2.28428e-03, -3.39748e-03, -2.53925e+00, -8.13021e-01, 2.08852e+00, 7.13934e-03, 4.81855e-04 
1.24000e-01, -3.52339e-03, -3.09241e-03, -1.19592e-03, -2.44849e+00, -7.71401e-01, 2.18400e+00, 7.07044e-03, 5.49880e-04 
1.25000e-01, -5.87279e-03, -3.82708e-03, 9.70531e-04, -2.15095e+00, -6.65710e-01, 2.02189e+00, 5.69978e-03, 1.95388e-03 
1.26000e-01, -7.82529e-03, -4.42383e-03, 2.84787e-03, -1.67115e+00, -4.99754e-01, 1.62374e+00, 3.53460e-03, 4.17373e-03 
1.27000e-01, -9.21509e-03, -4.82659e-03, 4.21800e-03, -1.04889e+00, -2.86078e-01, 1.03776e+00, 1.40596e-03, 6.35678e-03 
1.28000e-01, -9.92306e-03, -4.99598e-03, 4.92339e-03, -3.35815e-01, -4.42829e-02, 3.33420e-01, 1.40600e-04, 7.65464e-03 
1.29000e-01, -9.88672e-03, -4.91515e-03, 4.88484e-03, 4.08700e-01, 2.01832e-01, -4.06563e-01, 2.32194e-04, 7.56069e-03 
1.30000e-01, -9.10566e-03, -4.59232e-03, 4.11027e-03, 1.12236e+00, 4.27821e-01, -1.09568e+00, 1.64514e-03, 6.11158e-03 
1.31000e-01, -7.64200e-03, -4.05951e-03, 2.69349e-03, 1.74496e+00, 6.12262e-01, -1.65351e+00, 3.83013e-03, 3.87111e-03 
1.32000e-01, -5.61575e-03, -3.36780e-03, 8.03243e-04, 2.22332e+00, 7.39911e-01, -2.01491e+00, 5.94418e-03, 1.70429e-03 
1.33000e-01, -3.19535e-03, -2.57969e-03, -1.33632e-03, 2.51590e+00, 8.03836e-01, -2.13724e+00, 7.18474e-03, 4.34273e-04 
1.34000e-01, -5.83948e-04, -1.76012e-03, -3.47123e-03, 2.59656e+00, 8.06161e-01, -2.00503e+00, 7.10291e-03, 5.21016e-04 
1.35000e-01, 1.99777e-03, -9.67368e-04, -5.34639e-03, 2.45735e+00, 7.57322e-01, -1.63143e+00, 5.77190e-03, 1.88866e-03 
1.36000e-01, 4.33075e-03, -2.45478e-04, -6.73410e-03, 2.10976e+00, 6.73964e-01, -1.05634e+00, 3.74755e-03, 3.96642e-03 
1.37000e-01, 6.21729e-03, 3.80559e-04, -7.45906e-03, 1.58446e+00, 5.75844e-01, -3.41570e-01, 1.84153e-03, 5.92150e-03 
1.38000e-01, 7.49967e-03, 9.06209e-04, -7.41724e-03, 9.29194e-01, 4.82295e-01, 4.36299e-01, 8.00630e-04, 6.98821e-03 
1.39000e-01, 8.07568e-03, 1.34515e-03, -6.58646e-03, 2.04955e-01, 4.08840e-01, 1.19461e+00, 1.01839e-03, 6.76344e-03 
1.40000e-01, 7.90958e-03, 1.72389e-03, -5.02802e-03, -5.19337e-01, 3.64550e-01, 1.85365e+00, 2.38916e-03, 5.35605e-03 
1.41000e-01, 7.03701e-03, 2.07425e-03, -2.87916e-03, -1.17330e+00, 3.50595e-01, 2.34516e+00, 4.35634e-03, 3.33710e-03 
1.42000e-01, 5.56298e-03, 2.42508e-03, -3.37709e-04, -1.69207e+00, 3.60230e-01, 2.61915e+00, 6.13235e-03, 1.51423e-03 
1.43000e-01, 3.65286e-03, 2.79471e-03, 2.35914e-03, -2.02317e+00, 3.80220e-01, 2.64864e+00, 7.00389e-03, 6.18764e-04 
1.44000e-01, 1.51664e-03, 3.18552e-03, 4.95958e-03, -2.13241e+00, 3.93447e-01, 2.43169e+00, 6.60677e-03, 1.02415e-03 
1.45000e-01, -6.11949e-04, 3.58160e-03, 7.22251e-03, -2.00816e+00, 3.82233e-01, 1.99069e+00, 5.06734e-03, 2.60111e-03 
1.46000e-01, -2.49968e-03, 3.94999e-03, 8.94096e-03, -1.66345e+00, 3.31827e-01, 1.36930e+00, 2.95774e-03, 4.76345e-03 
1.47000e-01, -3.93886e-03, 4.24526e-03, 9.96112e-03, -1.13537e+00, 2.33415e-01, 6.27281e-01, 1.08112e-03, 6.68796e-03 
1.48000e-01, -4.77041e-03, 4.41682e-03, 1.01955e-02, -4.81767e-01, 8.61387e-02, -1.65922e-01, 1.66211e-04, 7.62741e-03 
1.49000e-01, -4.90239e-03, 4.41753e-03, 9.62927e-03, 2.24443e-01, -1.02236e-01, -9.38174e-01, 5.85674e-04, 7.19927e-03 
1.50000e-01, -4.32153e-03, 4.21234e-03, 8.31917e-03, 9.03031e-01, -3.16135e-01, -1.62151e+00, 2.20620e-03, 5.53960e-03 
1.51000e-01, -3.09633e-03, 3.78527e-03, 6.38626e-03, 1.47525e+00, -5.34355e-01, -2.15814e+00, 4.43112e-03, 3.25971e-03 
1.52000e-01, -1.37103e-03, 3.14364e-03, 4.00290e-03, 1.87280e+00, -7.33237e-01, -2.50521e+00, 6.42383e-03, 1.21735e-03 
1.53000e-01, 6.49279e-04, 2.31879e-03, 1.37583e-03, 2.04587e+00, -8.90314e-01, -2.63791e+00, 7.42944e-03, 1.86889e-04 
1.54000e-01, 2.72072e-03, 1.36301e-03, -1.27293e-03, 1.96923e+00, -9.87818e-01, -2.55080e+00, 7.07057e-03, 5.55721e-04 
1.55000e-01, 4.58774e-03, 3.43157e-04, -3.72577e-03, 1.64568e+00, -1.01545e+00, -2.25750e+00, 5.49931e-03, 2.16812e-03 
1.56000e-01, 6.01208e-03, -6.67890e-04, -5.78793e-03, 1.10626e+00, -9.71954e-01, -1.78880e+00, 3.34122e-03, 4.38239e-03 
1.57000e-01, 6.80027e-03, -1.60075e-03, -7.30337e-03, 4.07235e-01, -8.65237e-01, -1.18950e+00, 1.44980e-03, 6.32268e-03 
1.58000e-01, 6.82655e-03, -2.39836e-03, -8.16693e-03, -3.75982e-01, -7.10994e-01, -5.14325e-01, 5.67255e-04, 7.22722e-03 
1.59000e-01, 6.04830e-03, -3.02274e-03, -8.33202e-03, -1.15714e+00, -5.30103e-01, 1.76770e-01, 1.02773e-03, 6.75308e-03 
1.60000e-01, 4.51226e-03, -3.45857e-03, -7.81339e-03, -1.84888e+00, -3.45211e-01, 8.23575e-01, 2.62390e-03, 5.11317e-03 
1.61000e-01, 2.35054e-03, -3.71316e-03, -6.68487e-03, -2.37258e+00, -1.77103e-01, 1.37052e+00, 4.69215e-03, 2.98889e-03 
1.62000e-01, -2.32913e-04, -3.81278e-03, -5.07235e-03, -2.66733e+00, -4.14675e-02, 1.77120e+00, 6.38175e-03, 1.25358e-03 
1.63000e-01, -2.98412e-03, -3.79610e-03, -3.14246e-03, -2.69677e+00, 5.34101e-02, 1.99226e+00, 6.99854e-03, 6.19746e-04 
1.64000e-01, -5.62645e-03, -3.70596e-03, -1.08783e-03, -2.45320e+00, 1.07622e-01, 2.01628e+00, 6.28319e-03, 1.35336e-03 
1.65000e-01, -7.89052e-03, -3.58085e-03, 8.90096e-04, -1.95832e+00, 1.29147e-01, 1.84358e+00, 4.51268e-03, 3.16993e-03 
1.66000e-01, -9.54310e-03, -3.44766e-03, 2.59932e-03, -1.26067e+00, 1.31975e-01, 1.49254e+00, 2.38650e-03, 5.35150e-03 
1.67000e-01, -1.04119e-02, -3.31690e-03, 3.87518e-03, -4.30018e-01, 1.33194e-01, 9.98506e-01, 7.46671e-04, 7.03419e-03 
