# dt = 0.00100 ps ; n_timesteps = 1000
# masses = [1.24e-03, 1.24e-03, 1.24e-03] m_asu ; kappa = 6.2391e+01 m_asu ps^(-2)
# t[ps], q_1[Å], q_2[Å], q_3[Å], v_1[Å/ps], v_2[Å/ps], v_3[Å/ps], E_kin[eV], E_pot[eV]
1.68000e-01, -1.04031e-02, -3.18127e-03, 4.59633e-03, 4.50410e-01, 1.49556e-01, 4.11052e-01, 2.45349e-04, 7.54923e-03 
1.69000e-01, -9.51103e-03, -3.01779e-03, 4.69729e-03, 1.29318e+00, 1.94103e-01, -2.10111e-01, 1.09178e-03, 6.68233e-03 
1.70000e-01, -7.81677e-03, -2.79307e-03, 4.17611e-03, 2.01606e+00, 2.73478e-01, -8.00483e-01, 2.97508e-03, 4.75258e-03 
1.71000e-01, -5.47892e-03, -2.47083e-03, 3.09632e-03, 2.55054e+00, 3.86366e-01, -1.29690e+00, 5.18859e-03, 2.48464e-03 
1.72000e-01, -2.71569e-03, -2.02034e-03, 1.58230e-03, 2.84871e+00, 5.23356e-01, -1.64396e+00, 6.90340e-03, 7.28138e-04 
1.73000e-01, 2.18502e-04, -1.42412e-03, -1.91593e-04, 2.88755e+00, 6.68268e-01, -1.79998e+00, 7.48399e-03, 1.34196e-04 
1.74000e-01, 3.05942e-03, -6.83800e-04, -2.01766e-03, 2.67043e+00, 8.00702e-01, -1.74208e+00, 6.72634e-03, 9.11587e-04 
1.75000e-01, 5.55937e-03, 1.77282e-04, -3.67575e-03, 2.22575e+00, 8.99401e-01, -1.46941e+00, 4.93066e-03, 2.75238e-03 
1.76000e-01, 7.51092e-03, 1.11500e-03, -4.95648e-03, 1.60304e+00, 9.45851e-01, -1.00436e+00, 2.78405e-03, 4.95231e-03 
1.77000e-01, 8.76545e-03, 2.06899e-03, -5.68447e-03, 8.67035e-01, 9.27493e-01, -3.91230e-01, 1.09856e-03, 6.67909e-03 
1.78000e-01, 9.24499e-03, 2.96999e-03, -5.73894e-03, 9.06057e-02, 8.40008e-01, 3.07609e-01, 5.03174e-04, 7.28807e-03 
1.79000e-01, 8.94666e-03, 3.74900e-03, -5.06925e-03, -6.52804e-01, 6.88277e-01, 1.01771e+00, 1.20472e-03, 6.56717e-03 
1.80000e-01, 7.93939e-03, 4.34654e-03, -3.70351e-03, -1.29628e+00, 4.85841e-01, 1.66030e+00, 2.90843e-03, 4.81850e-03 
1.81000e-01, 6.35410e-03, 4.72068e-03, -1.74866e-03, -1.78546e+00, 2.52949e-01, 2.16080e+00, 4.92993e-03, 2.74373e-03 
1.82000e-01, 4.36847e-03, 4.85244e-03, 6.18091e-04, -2.08298e+00, 1.35124e-02, 2.45738e+00, 6.45902e-03, 1.17387e-03 
1.83000e-01, 2.18815e-03, 4.74771e-03, 3.16609e-03, -2.17102e+00, -2.08513e-01, 2.50829e+00, 6.87644e-03, 7.44478e-04 
1.84000e-01, 2.64368e-05, 4.43541e-03, 5.63468e-03, -2.05188e+00, -3.92732e-01, 2.29732e+00, 6.00123e-03, 1.64174e-03 
1.85000e-01, -1.91561e-03, 3.96224e-03, 7.76074e-03, -1.74674e+00, -5.25280e-01, 1.83638e+00, 4.16962e-03, 3.52122e-03 
1.86000e-01, -3.46705e-03, 3.38485e-03, 9.30743e-03, -1.29283e+00, -6.00680e-01, 1.16502e+00, 2.10961e-03, 5.63620e-03 
1.87000e-01, -4.50128e-03, 2.76088e-03, 1.00908e-02, -7.39430e-01, -6.22273e-01, 3.46768e-01, 6.56147e-04, 7.12975e-03 
1.88000e-01, -4.94590e-03, 2.14031e-03, 1.00010e-02, -1.43096e-01, -6.01167e-01, -5.37432e-01, 4.17448e-04, 7.37726e-03 
1.89000e-01, -4.78747e-03, 1.55855e-03, 9.01591e-03, 4.37451e-01, -5.53908e-01, -1.39789e+00, 1.52628e-03, 6.24191e-03 
1.90000e-01, -4.07100e-03, 1.03249e-03, 7.20519e-03, 9.46384e-01, -4.99262e-01, -2.14598e+00, 3.57886e-03, 4.13762e-03 
1.91000e-01, -2.89470e-03, 5.60025e-04, 4.72395e-03, 1.33543e+00, -4.54694e-01, -2.70398e+00, 5.78928e-03, 1.87074e-03 
1.92000e-01, -1.40015e-03, 1.23104e-04, 1.79723e-03, 1.56781e+00, -4.33140e-01, -3.01371e+00, 7.29951e-03, 3.21733e-04 
1.93000e-01, 2.40920e-04, -3.06256e-04, -1.30347e-03, 1.62132e+00, -4.40638e-01, -3.04305e+00, 7.52040e-03, 9.51745e-05 
1.94000e-01, 1.84249e-03, -7.58172e-04, -4.28886e-03, 1.49022e+00, -4.75223e-01, -2.78943e+00, 6.36555e-03, 1.27958e-03 
1.95000e-01, 3.22136e-03, -1.25670e-03, -6.88232e-03, 1.18592e+00, -5.27289e-01, -2.28000e+00, 4.28386e-03, 3.41416e-03 
1.96000e-01, 4.21433e-03, -1.81275e-03, -8.84887e-03, 7.36310e-01, -5.81335e-01, -1.56846e+00, 2.07890e-03, 5.67431e-03 
1.97000e-01, 4.69398e-03, -2.41937e-03, -1.00192e-02, 1.83752e-01, -6.18814e-01, -7.28819e-01, 5.89952e-04, 7.19916e-03 
1.98000e-01, 4.58184e-03, -3.05038e-03, -1.03065e-02, -4.18242e-01, -6.21581e-01, 1.52861e-01, 3.63888e-04, 7.42823e-03 
1.99000e-01, 3.85750e-03, -3.66253e-03, -9.71351e-03, -1.00946e+00, -5.75341e-01, 9.88063e-01, 1.44788e-03, 6.31388e-03 
2.00000e-01, 2.56291e-03, -4.20106e-03, -8.33038e-03, -1.52833e+00, -4.72499e-01, 1.69538e+00, 3.38171e-03, 4.32887e-03 
2.01000e-01, 8.00837e-04, -4.60753e-03, -6.32275e-03, -1.91768e+00, -3.13920e-01, 2.20907e+00, 5.38747e-03, 2.27137e-03 
2.02000e-01, -1.27245e-03, -4.82890e-03, -3.91224e-03, -2.13052e+00, -1.09267e-01, 2.48558e+00, 6.67779e-03, 9.48757e-04 
2.03000e-01, -3.46021e-03, -4.82607e-03, -1.35159e-03, -2.13528e+00, 1.24134e-01, 2.50745e+00, 6.76053e-03, 8.65279e-04 
2.04000e-01, -5.54300e-03, -4.58063e-03, 1.10265e-03, -1.91976e+00, 3.63746e-01, 2.28419e+00, 5.62354e-03, 2.03290e-03 
2.05000e-01, -7.29973e-03, -4.09857e-03, 3.21678e-03, -1.49357e+00, 5.85160e-01, 1.85018e+00, 3.73210e-03, 3.97416e-03 
2.06000e-01, -8.53014e-03, -3.41031e-03, 4.80302e-03, -8.88333e-01, 7.65790e-01, 1.26004e+00, 1.84433e-03, 5.91165e-03 
2.07000e-01, -9.07640e-03, -2.56699e-03, 5.73686e-03, -1.55663e-01, 8.88286e-01, 5.81971e-01, 7.16983e-04, 7.06947e-03 
2.08000e-01, -8.84147e-03, -1.63374e-03, 5.96696e-03, 6.37134e-01, 9.43104e-01, -1.09915e-01, 8.13762e-04, 6.97212e-03 
2.09000e-01, -7.80213e-03, -6.80785e-04, 5.51703e-03, 1.41333e+00, 9.29808e-01, -7.43514e-01, 2.12540e-03, 5.62882e-03 
2.10000e-01, -6.01480e-03, 2.25879e-04, 4.47993e-03, 2.09446e+00, 8.56877e-01, -1.25598e+00, 4.16910e-03, 3.53415e-03 
2.11000e-01, -3.61322e-03, 1.03297e-03, 3.00508e-03, 2.60857e+00, 7.40076e-01, -1.59959e+00, 6.16860e-03, 1.48372e-03 
2.12000e-01, -7.97655e-04, 1.70603e-03, 1.28076e-03, 2.89830e+00, 5.99660e-01, -1.74576e+00, 7.34887e-03, 2.72208e-04 
2.13000e-01, 2.18337e-03, 2.23229e-03, -4.86442e-04, 2.92754e+00, 4.56899e-01, -1.68687e+00, 7.23522e-03, 3.86749e-04 
2.14000e-01, 5.05742e-03, 2.61983e-03, -2.09299e-03, 2.68622e+00, 3.30521e-01, -1.43599e+00, 5.84248e-03, 1.81279e-03 
2.15000e-01, 7.55581e-03, 2.89333e-03, -3.35843e-03, 2.19219e+00, 2.33673e-01, -1.02459e+00, 3.67841e-03, 4.03021e-03 
2.16000e-01, 9.44180e-03, 3.08718e-03, -4.14218e-03, 1.49012e+00, 1.71923e-01, -4.98778e-01, 1.55524e-03, 6.20633e-03 
2.17000e-01, 1.05360e-02, 3.23718e-03, -4.35598e-03, 6.47292e-01, 1.42626e-01, 8.56558e-02, 2.78004e-04, 7.51536e-03 
2.18000e-01, 1.07364e-02, 3.37243e-03, -3.97087e-03, -2.53271e-01, 1.35769e-01, 6.68651e-01, 3.29667e-04, 7.46161e-03 
2.19000e-01, 1.00295e-02, 3.50872e-03, -3.01868e-03, -1.12164e+00, 1.36121e-01, 1.19142e+00, 1.67804e-03, 6.07783e-03 
2.20000e-01, 8.49310e-03, 3.64467e-03, -1.58802e-03, -1.87075e+00, 1.26325e-01, 1.60159e+00, 3.78464e-03, 3.91636e-03 
2.21000e-01, 6.28800e-03, 3.76137e-03, 1.84498e-04, -2.42600e+00, 9.03756e-02, 1.85754e+00, 5.81572e-03, 1.83276e-03 
2.22000e-01, 3.64109e-03, 3.82542e-03, 2.12705e-03, -2.73353e+00, 1.68741e-02, 1.93181e+00, 6.97355e-03, 6.45756e-04 
2.23000e-01, 8.20934e-04, 3.79511e-03, 4.04811e-03, -2.76620e+00, -9.85025e-02, 1.81328e+00, 6.81494e-03, 8.10173e-04 
2.24000e-01, -1.89130e-03, 3.62842e-03, 5.75360e-03, -2.52651e+00, -2.51767e-01, 1.50804e+00, 5.42781e-03, 2.23561e-03 
2.25000e-01, -4.23209e-03, 3.29158e-03, 7.06419e-03, -2.04618e+00, -4.30841e-01, 1.03901e+00, 3.39331e-03, 4.32529e-03 
2.26000e-01, -5.98366e-03, 2.76674e-03, 7.83163e-03, -1.38232e+00, -6.17206e-01, 4.44238e-01, 1.54921e-03, 6.21915e-03 
2.27000e-01, -6.99674e-03, 2.05717e-03, 7.95267e-03, -6.10837e-01, -7.88720e-01, -2.26004e-01, 6.51199e-04, 7.14154e-03 
2.28000e-01, -7.20533e-03, 1.18930e-03, 7.37962e-03, 1.82351e-01, -9.23113e-01, -9.13121e-01, 1.07001e-03, 6.71217e-03 
2.29000e-01, -6.63203e-03, 2.10941e-04, 6.12642e-03, 9.10991e-01, -1.00160e+00, -1.55497e+00, 2.64583e-03, 5.09534e-03 
2.30000e-01, -5.38335e-03, -8.13901e-04, 4.26967e-03, 1.49811e+00, -1.01196e+00, -2.09115e+00, 4.75592e-03, 2.93028e-03 
2.31000e-01, -3.63582e-03, -1.81297e-03, 1.94412e-03, 1.88433e+00, -9.50600e-01, -2.46843e+00, 6.56471e-03, 1.07429e-03 
2.32000e-01, -1.61469e-03, -2.71510e-03, -6.67183e-04, 2.03402e+00, -8.23226e-01, -2.64591e+00, 7.35408e-03, 2.63827e-04 
2.33000e-01, 4.32218e-04, -3.45943e-03, -3.34769e-03, 1.93855e+00, -6.43999e-01, -2.59941e+00, 6.80257e-03, 8.28277e-04 
2.34000e-01, 2.26241e-03, -4.00310e-03, -5.86601e-03, 1.61647e+00, -4.33339e-01, -2.32463e+00, 5.10654e-03, 2.56599e-03 
2.35000e-01, 3.66516e-03, -4.32611e-03, -7.99694e-03, 1.11064e+00, -2.14734e-01, -1.83853e+00, 2.90025e-03, 4.82655e-03 
2.36000e-01, 4.48368e-03, -4.43257e-03, -9.54307e-03, 4.82707e-01, -1.10858e-02, -1.17890e+00, 1.01010e-03, 6.76286e-03 
2.37000e-01, 4.63057e-03, -4.34828e-03, -1.03547e-02, -1.94168e-01, 1.58779e-01, -4.01645e-01, 1.39560e-04, 7.65411e-03 
2.38000e-01, 4.09534e-03, -4.11501e-03, -1.03464e-02, -8.43620e-01, 2.82865e-01, 4.23829e-01, 6.04557e-04, 7.17677e-03 
2.39000e-01, 2.94333e-03, -3.78255e-03, -9.50708e-03, -1.39433e+00, 3.57555e-01, 1.22099e+00, 2.21748e-03, 5.52332e-03 
2.40000e-01, 1.30669e-03, -3.39990e-03, -7.90437e-03, -1.78734e+00, 3.87715e-01, 1.91368e+00, 4.36119e-03, 3.32633e-03 
2.41000e-01, -6.31349e-04, -3.00712e-03, -5.67971e-03, -1.98176e+00, 3.85341e-01, 2.43397e+00, 6.22400e-03, 1.41767e-03 
2.42000e-01, -2.65682e-03, -2.62922e-03, -3.03642e-03, -1.95820e+00, 3.67006e-01, 2.72959e+00, 7.10769e-03, 5.13013e-04 
2.43000e-01, -4.54775e-03, -2.27311e-03, -2.20536e-04, -1.71995e+00, 3.50544e-01, 2.76998e+00, 6.69317e-03, 9.39533e-04 
2.44000e-01, -6.09672e-03, -1.92813e-03, 2.50353e-03, -1.29172e+00, 3.51571e-01, 2.55026e+00, 5.16339e-03, 2.50981e-03 
2.45000e-01, -7.13119e-03, -1.56997e-03, 4.87999e-03, -7.16383e-01, 3.80436e-01, 2.09253e+00, 3.13476e-03, 4.59188e-03 
2.46000e-01, -7.52949e-03, -1.16726e-03, 6.68858e-03, -5.01650e-02, 4.40139e-01, 1.44409e+00, 1.42009e-03, 6.35208e-03 
2.47000e-01, -7.23152e-03, -6.89687e-04, 7.76818e-03, 6.43142e-01, 5.25587e-01, 6.72965e-01, 7.11246e-04, 7.08044e-03 
2.48000e-01, -6.24320e-03, -1.16083e-04, 8.03451e-03, 1.29832e+00, 6.24314e-01, -1.39283e-01, 1.30380e-03, 6.47319e-03 
2.49000e-01, -4.63487e-03, 5.58941e-04, 7.48961e-03, 1.85465e+00, 7.18551e-01, -9.06276e-01, 2.97341e-03, 4.75999e-03 
2.50000e-01, -2.53391e-03, 1.32102e-03, 6.22196e-03, 2.26107e+00, 7.88291e-01, -1.54641e+00, 5.05710e-03, 2.62082e-03 
2.51000e-01, -1.12736e-04, 2.13552e-03, 4.39680e-03, 2.48035e+00, 8.14831e-01, -1.99201e+00, 6.71203e-03, 9.20658e-04 
2.52000e-01, 2.42678e-03, 2.95068e-03, 2.23793e-03, 2.49183e+00, 7.84166e-01, -2.19709e+00, 7.25174e-03, 3.64365e-04 
2.53000e-01, 4.87092e-03, 3.70385e-03, 2.62126e-06, 2.29282e+00, 6.89666e-01, -2.14262e+00, 6.42531e-03, 1.20998e-03 
2.54000e-01, 7.01242e-03, 4.33001e-03, -2.04731e-03, 1.89855e+00, 5.33561e-01, -1.83880e+00, 4.52505e-03, 3.15795e-03 
2.55000e-01, 8.66801e-03, 4.77098e-03, -3.67499e-03, 1.34070e+00, 3.26964e-01, -1.32392e+00, 2.27619e-03, 5.46422e-03 
2.56000e-01, 9.69382e-03, 4.98394e-03, -4.69514e-03, 6.64842e-01, 8.84327e-02, -6.59928e-01, 5.51032e-04, 7.23366e-03 
2.57000e-01, 9.99770e-03, 4.94784e-03, -4.99484e-03, -7.32283e-02, -1.58717e-01, 7.46461e-02, 2.24844e-05, 7.77578e-03 
2.58000e-01, 9.54736e-03, 4.66651e-03, -4.54585e-03, -8.11913e-01, -3.89886e-01, 7.93783e-01, 8.97062e-04, 6.87881e-03 
2.59000e-01, 8.37387e-03, 4.16807e-03, -3.40728e-03, -1.48875e+00, -5.82880e-01, 1.41381e+00, 2.83500e-03, 4.89162e-03 
2.60000e-01, 6.56986e-03, 3.50075e-03, -1.71824e-03, -2.04557e+00, -7.21201e-01, 1.86289e+00, 5.08798e-03, 2.58213e-03 
2.61000e-01, 4.28274e-03, 2.72567e-03, 3.18503e-04, -2.43348e+00, -7.96382e-01, 2.08909e+00, 6.79676e-03, 8.31738e-04 
2.62000e-01, 1.70291e-03, 1.90798e-03, 2.45993e-03, -2.61736e+00, -8.08993e-01, 2.06595e+00, 7.32760e-03, 2.90051e-04 
2.63000e-01, -9.51988e-04, 1.10768e-03, 4.45040e-03, -2.57943e+00, -7.68146e-01, 1.79517e+00, 6.51407e-03, 1.12704e-03 
2.64000e-01, -3.45594e-03, 3.71691e-04, 6.05027e-03, -2.32142e+00, -6.89606e-01, 1.30593e+00, 4.71154e-03, 2.97749e-03 
2.65000e-01, -5.59483e-03, -2.71529e-04, 7.06227e-03, -1.86527e+00, -5.92835e-01, 6.51224e-01, 2.64816e-03, 5.09421e-03 
2.66000e-01, -7.18648e-03, -8.13979e-04, 7.35272e-03, -1.25186e+00, -4.97487e-01, -9.84800e-02, 1.13546e-03, 6.64499e-03 
2.67000e-01, -8.09854e-03, -1.26650e-03, 6.86531e-03, -5.37888e-01, -4.19949e-01, -8.63247e-01, 7.53644e-04, 7.03525e-03 
2.68000e-01, -8.26226e-03, -1.65388e-03, 5.62622e-03, 2.08953e-01, -3.70542e-01, -1.56253e+00, 1.63221e-03, 6.13270e-03 
2.69000e-01, -7.68064e-03, -2.00759e-03, 3.74025e-03, 9.16275e-01, -3.51834e-01, -2.12375e+00, 3.40678e-03, 4.31129e-03 
2.70000e-01, -6.42971e-03, -2.35755e-03, 1.37873e-03, 1.51411e+00, -3.58377e-01, -2.48971e+00, 5.36483e-03, 2.30173e-03 
2.71000e-01, -4.65241e-03, -2.72434e-03, -1.23917e-03, 1.94221e+00, -3.77894e-01, -2.62406e+00, 6.72231e-03, 9.07900e-04 
2.72000e-01, -2.54529e-03, -3.11333e-03, -3.86940e-03, 2.15667e+00, -3.93706e-01, -2.51431e+00, 6.92602e-03, 6.97063e-04 
2.73000e-01, -3.39067e-04, -3.51175e-03, -6.26779e-03, 2.13521e+00, -3.87976e-01, -2.17225e+00, 5.86815e-03, 1.78007e-03 
2.74000e-01, 1.72513e-03, -3.88929e-03, -8.21390e-03, 1.88026e+00, -3.45211e-01, -1.63188e+00, 3.93205e-03, 3.76429e-03 
2.75000e-01, 3.42146e-03, -4.20217e-03, -9.53155e-03, 1.41953e+00, -2.55392e-01, -9.45231e-01, 1.85085e-03, 5.89840e-03 
2.76000e-01, 4.56419e-03, -4.40007e-03, -1.01044e-02, 8.03699e-01, -1.16199e-01, -1.76629e-01, 4.29847e-04, 7.35672e-03 
2.77000e-01, 5.02886e-03, -4.43457e-03, -9.88481e-03, 1.01479e-01, 6.60720e-02, 6.03855e-01, 2.36078e-04, 7.55742e-03 
2.78000e-01, 4.76715e-03, -4.26793e-03, -8.89665e-03, -6.07603e-01, 2.77072e-01, 1.32712e+00, 1.37375e-03, 6.39299e-03 
2.79000e-01, 3.81365e-03, -3.88043e-03, -7.23057e-03, -1.24189e+00, 4.96361e-01, 1.93124e+00, 3.43459e-03, 4.28149e-03 
2.80000e-01, 2.28337e-03, -3.27521e-03, -5.03418e-03, -1.72681e+00, 7.00444e-01, 2.36664e+00, 5.64728e-03, 2.01362e-03 
2.81000e-01, 3.60041e-04, -2.47954e-03, -2.49730e-03, -2.00352e+00, 8.66382e-01, 2.59991e+00, 7.17263e-03, 4.50140e-04 
2.82000e-01, -1.72366e-03, -1.54244e-03, 1.65637e-04, -2.03596e+00, 9.75363e-01, 2.61598e+00, 7.43131e-03, 1.85576e-04 
2.83000e-01, -3.71189e-03, -5.28815e-04, 2.73466e-03, -1.81543e+00, 1.01564e+00, 2.41871e+00, 6.33441e-03, 1.31141e-03 
2.84000e-01, -5.35453e-03, 4.88842e-04, 5.00305e-03, -1.36201e+00, 9.84347e-01, 2.02988e+00, 4.32218e-03, 3.37611e-03 
2.85000e-01, -6.43591e-03, 1.43988e-03, 6.79442e-03, -7.22724e-01, 8.87853e-01, 1.48691e+00, 2.19177e-03, 5.56165e-03 
2.86000e-01, -6.79997e-03, 2.26455e-03, 7.97686e-03, 3.35140e-02, 7.40660e-01, 8.39385e-01, 7.80651e-04, 7.00855e-03 
2.87000e-01, -6.36888e-03, 2.92120e-03, 8.47319e-03, 8.23515e-01, 5.62972e-01, 1.44843e-01, 6.32413e-04, 7.15897e-03 
2.88000e-01, -5.15294e-03, 3.39049e-03, 8.26655e-03, 1.55918e+00, 3.77385e-01, -5.36002e-01, 1.78053e-03, 5.97875e-03 
2.89000e-01, -3.25052e-03, 3.67597e-03, 7.40118e-03, 2.15747e+00, 2.05252e-01, -1.14420e+00, 3.73810e-03, 3.96796e-03 
2.90000e-01, -8.38010e-04, 3.80100e-03, 5.97815e-03, 2.54977e+00, 6.33295e-02, -1.62741e+00, 5.69729e-03, 1.95598e-03 
2.91000e-01, 1.84902e-03, 3.80263e-03, 4.14636e-03, 2.68965e+00, -3.87113e-02, -1.94432e+00, 6.85636e-03, 7.65719e-04 
2.92000e-01, 4.54128e-03, 3.72357e-03, 2.08951e-03, 2.55797e+00, -9.95146e-02, -2.06826e+00, 6.74104e-03, 8.83708e-04 
2.93000e-01, 6.96495e-03, 3.60360e-03, 9.84388e-06, 2.16488e+00, -1.25797e-01, -1.98985e+00, 5.39123e-03, 2.26867e-03 
2.94000e-01, 8.87105e-03, 3.47198e-03, -1.89020e-03, 1.54848e+00, -1.30697e-01, -1.71829e+00, 3.34064e-03, 4.37270e-03 
2.95000e-01, 1.00619e-02, 3.34221e-03, -3.42673e-03, 7.70299e-01, -1.31006e-01, -1.28103e+00, 1.40136e-03, 6.36254e-03 
2.96000e-01, 1.04116e-02, 3.20997e-03, -4.45225e-03, -9.16632e-02, -1.43781e-01, -7.21920e-01, 3.42469e-04, 7.44943e-03 
2.97000e-01, 9.87858e-03, 3.05464e-03, -4.87057e-03, -9.51644e-01, -1.82922e-01, -9.76502e-02, 5.90418e-04, 7.19628e-03 
2.98000e-01, 8.50836e-03, 2.84412e-03, -4.64755e-03, -1.72540e+00, -2.56318e-01, 5.27240e-01, 2.06678e-03, 5.68383e-03 
2.99000e-01, 6.42779e-03, 2.54201e-03, -3.81609e-03, -2.33904e+00, -3.64073e-01, 1.08643e+00, 4.22232e-03, 3.47529e-03 
3.00000e-01, 3.83028e-03, 2.11598e-03, -2.47469e-03, -2.73646e+00, -4.98115e-01, 1.51847e+00, 6.25013e-03, 1.39781e-03 
3.01000e-01, 9.54878e-04, 1.54578e-03, -7.79161e-04, -2.88453e+00, -6.43272e-01, 1.77332e+00, 7.39342e-03, 2.26897e-04 
3.02000e-01, -1.93877e-03, 8.29435e-04, 1.07195e-03, -2.77569e+00, -7.79640e-01, 1.81817e+00, 7.23102e-03, 3.93989e-04 
3.03000e-01, -4.59650e-03, -1.35013e-05, 2.85718e-03, -2.42768e+00, -8.85848e-01, 1.64168e+00, 5.83403e-03, 1.82605e-03 
3.04000e-01, -6.79414e-03, -9.42261e-04, 4.35532e-03, -1.88072e+00, -9.42651e-01, 1.25623e+00, 3.73675e-03, 3.97548e-03 
3.05000e-01, -8.35794e-03, -1.89880e-03, 5.36964e-03, -1.19248e+00, -9.36260e-01, 6.97603e-01, 1.73352e-03, 6.02817e-03 
3.06000e-01, -9.17909e-03, -2.81478e-03, 5.75053e-03, -4.31619e-01, -8.60820e-01, 2.21177e-02, 5.77456e-04, 7.21216e-03 
3.07000e-01, -9.22118e-03, -3.62044e-03, 5.41388e-03, 3.29358e-01, -7.19613e-01, -6.98730e-01, 6.93688e-04, 7.09157e-03 
3.08000e-01, -8.52037e-03, -4.25401e-03, 4.35307e-03, 1.02125e+00, -5.24784e-01, -1.38560e+00, 2.01547e-03, 5.73464e-03 
3.09000e-01, -7.17868e-03, -4.67001e-03, 2.64267e-03, 1.58447e+00, -2.95610e-01, -1.95988e+00, 4.00765e-03, 3.68998e-03 
3.10000e-01, -5.35144e-03, -4.84523e-03, 4.33300e-04, 1.97404e+00, -5.56202e-02, -2.35251e+00, 5.87183e-03, 1.77641e-03 
3.11000e-01, -3.23060e-03, -4.78125e-03, -2.06236e-03, 2.16294e+00, 1.70976e-01, -2.51211e+00, 6.85769e-03, 7.63882e-04 
3.12000e-01, -1.02557e-03, -4.50328e-03, -4.59092e-03, 2.14358e+00, 3.62931e-01, -2.41131e+00, 6.56074e-03, 1.06783e-03 
3.13000e-01, 1.05656e-03, -4.05539e-03, -6.88499e-03, 1.92754e+00, 5.05086e-01, -2.05061e+00, 5.08843e-03, 2.57855e-03 
3.14000e-01, 2.82952e-03, -3.49311e-03, -8.69214e-03, 1.54360e+00, 5.90442e-01, -1.45903e+00, 3.02490e-03, 4.69694e-03 
3.15000e-01, 4.14376e-03, -2.87451e-03, -9.80305e-03, 1.03451e+00, 6.20848e-01, -6.91605e-01, 1.20370e-03, 6.56761e-03 
3.16000e-01, 4.89854e-03, -2.25141e-03, -1.00754e-02, 4.52836e-01, 6.06205e-01, 1.76271e-01, 3.75689e-04, 7.41965e-03 
3.17000e-01, 5.04943e-03, -1.66209e-03, -9.45051e-03, -1.43846e-01, 5.62327e-01, 1.05686e+00, 9.04875e-04, 6.87899e-03 
3.18000e-01, 4.61085e-03, -1.12676e-03, -7.96163e-03, -6.97923e-01, 5.07841e-01, 1.85969e+00, 2.61621e-03, 5.12488e-03 
3.19000e-01, 3.65358e-03, -6.46413e-04, -5.73113e-03, -1.15659e+00, 4.60676e-01, 2.50156e+00, 4.85948e-03, 2.82439e-03 
3.20000e-01, 2.29767e-03, -2.05403e-04, -2.95852e-03, -1.47622e+00, 4.34745e-01, 2.91575e+00, 6.76532e-03, 8.69640e-04 
3.21000e-01, 7.01146e-04, 2.23076e-04, 1.00367e-04, -1.62608e+00, 4.37384e-01, 3.05944e+00, 7.59052e-03, 2.32495e-05 
3.22000e-01, -9.54487e-04, 6.69366e-04, 3.16037e-03, -1.59102e+00, 4.68021e-01, 2.91838e+00, 7.01273e-03, 6.15829e-04 
3.23000e-01, -2.48089e-03, 1.15912e-03, 5.93712e-03, -1.37301e+00, 5.18272e-01, 2.50822e+00, 5.25609e-03, 2.41712e-03 
3.24000e-01, -3.70050e-03, 1.70591e-03, 8.17681e-03, -9.91388e-01, 5.73468e-01, 1.87261e+00, 2.99894e-03, 4.73097e-03 
3.25000e-01, -4.46367e-03, 2.30605e-03, 9.68234e-03, -4.81645e-01, 6.15345e-01, 1.07802e+00, 1.10337e-03, 6.67303e-03 
3.26000e-01, -4.66379e-03, 2.93660e-03, 1.03329e-02, 1.07221e-01, 6.25431e-01, 2.06218e-01, 2.77082e-04, 7.51777e-03 
3.27000e-01, -4.24922e-03, 3.55692e-03, 1.00948e-02, 7.16687e-01, 5.88531e-01, -6.54913e-01, 8.02219e-04, 6.97654e-03 
3.28000e-01, -3.23042e-03, 4.11366e-03, 9.02304e-03, 1.28381e+00, 4.95732e-01, -1.42090e+00, 2.43535e-03, 5.29974e-03 
3.29000e-01, -1.68161e-03, 4.54838e-03, 7.25299e-03, 1.74708e+00, 3.46367e-01, -2.01960e+00, 4.51302e-03, 3.16824e-03 
3.30000e-01, 2.63746e-04, 4.80640e-03, 4.98384e-03, 2.05259e+00, 1.48624e-01, -2.39849e+00, 6.21645e-03, 1.42174e-03 
3.31000e-01, 2.42357e-03, 4.84563e-03, 2.45601e-03, 2.15978e+00, -8.13557e-02, -2.52950e+00, 6.88969e-03, 7.32540e-04 
3.32000e-01, 4.58331e-03, 4.64369e-03, -7.51486e-05, 2.04640e+00, -3.21710e-01, -2.41102e+00, 6.28884e-03, 1.35024e-03 
3.33000e-01, 6.51636e-03, 4.20220e-03, -2.36603e-03, 1.71175e+00, -5.48091e-01, -2.06698e+00, 4.66977e-03, 3.01216e-03 
3.34000e-01, 8.00680e-03, 3.54750e-03, -4.20911e-03, 1.17804e+00, -7.37335e-01, -1.54321e+00, 2.68436e-03, 5.04979e-03 
3.35000e-01, 8.87243e-03, 2.72754e-03, -5.45245e-03, 4.89284e-01, -8.70968e-01, -9.01702e-01, 1.12719e-03, 6.64840e-03 
3.36000e-01, 8.98537e-03, 1.80557e-03, -6.01251e-03, -2.92172e-01, -9.37965e-01, -2.13459e-01, 6.29060e-04, 7.16119e-03 
3.37000e-01, 8.28809e-03, 8.51606e-04, -5.87937e-03, -1.09135e+00, -9.36280e-01, 4.49170e-01, 1.41248e-03, 6.35970e-03 
