# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# t[ps], q_1[Å], q_2[Å], q_3[Å], v_1[Å/ps], v_2[Å/ps], v_3[Å/ps], E_kin[eV], E_pot[eV]
4.42400e-01, -7.25384e-03, 4.05949e-03, -2.04010e-03, -2.99351e+00, -1.67797e+00, 4.25319e+00, 2.41794e-02, 8.24541e-03 
4.42600e-01, -7.83892e-03, 3.69597e-03, -1.18212e-03, -2.85596e+00, -1.94923e+00, 4.31928e+00, 2.45944e-02, 7.82878e-03 
4.42800e-01, -8.39623e-03, 3.27980e-03, -3.12392e-04, -2.71622e+00, -2.20330e+00, 4.37027e+00, 2.49729e-02, 7.44864e-03 
4.43000e-01, -8.92541e-03, 2.81465e-03, 5.65988e-04, -2.57525e+00, -2.43792e+00, 4.40544e+00, 2.52880e-02, 7.13180e-03 
4.43200e-01, -9.42633e-03, 2.30463e-03, 1.44978e-03, -2.43395e+00, -2.65104e+00, 4.42412e+00, 2.55130e-02, 6.90522e-03 
4.43400e-01, -9.89899e-03, 1.75424e-03, 2.33564e-03, -2.29317e+00, -2.84076e+00, 4.42577e+00, 2.56218e-02, 6.79490e-03 
4.43600e-01, -1.03436e-02, 1.16833e-03, 3.22009e-03, -2.15370e+00, -3.00541e+00, 4.40991e+00, 2.55906e-02, 6.82476e-03 
4.43800e-01, -1.07605e-02, 5.52072e-04, 4.09960e-03, -2.01629e+00, -3.14355e+00, 4.37621e+00, 2.53987e-02, 7.01566e-03 
4.44000e-01, -1.11501e-02, -8.90921e-05, 4.97057e-03, -1.88160e+00, -3.25395e+00, 4.32439e+00, 2.50292e-02, 7.38439e-03 
4.44200e-01, -1.15131e-02, -7.49507e-04, 5.82936e-03, -1.75021e+00, -3.33563e+00, 4.25432e+00, 2.44702e-02, 7.94293e-03 
4.44400e-01, -1.18502e-02, -1.42335e-03, 6.67230e-03, -1.62263e+00, -3.38789e+00, 4.16597e+00, 2.37154e-02, 8.69771e-03 
4.44600e-01, -1.21622e-02, -2.10466e-03, 7.49575e-03, -1.49931e+00, -3.41025e+00, 4.05944e+00, 2.27643e-02, 9.64918e-03 
4.44800e-01, -1.24499e-02, -2.78745e-03, 8.29608e-03, -1.38059e+00, -3.40252e+00, 3.93491e+00, 2.16228e-02, 1.07915e-02 
4.45000e-01, -1.27144e-02, -3.46567e-03, 9.06971e-03, -1.26674e+00, -3.36477e+00, 3.79272e+00, 2.03029e-02, 1.21125e-02 
4.45200e-01, -1.29566e-02, -4.13335e-03, 9.81316e-03, -1.15794e+00, -3.29732e+00, 3.63329e+00, 1.88229e-02, 1.35940e-02 
4.45400e-01, -1.31776e-02, -4.78460e-03, 1.05230e-02, -1.05429e+00, -3.20079e+00, 3.45717e+00, 1.72071e-02, 1.52117e-02 
4.45600e-01, -1.33783e-02, -5.41367e-03, 1.11960e-02, -9.55815e-01, -3.07601e+00, 3.26502e+00, 1.54846e-02, 1.69363e-02 
4.45800e-01, -1.35599e-02, -6.01500e-03, 1.18290e-02, -8.62443e-01, -2.92408e+00, 3.05760e+00, 1.36892e-02, 1.87340e-02 
4.46000e-01, -1.37233e-02, -6.58330e-03, 1.24191e-02, -7.74035e-01, -2.74636e+00, 2.83577e+00, 1.18582e-02, 2.05675e-02 
4.46200e-01, -1.38695e-02, -7.11355e-03, 1.29633e-02, -6.90377e-01, -2.54441e+00, 2.60050e+00, 1.00312e-02, 2.23970e-02 
4.46400e-01, -1.39995e-02, -7.60106e-03, 1.34593e-02, -6.11183e-01, -2.32000e+00, 2.35284e+00, 8.24930e-03, 2.41815e-02 
4.46600e-01, -1.41140e-02, -8.04154e-03, 1.39045e-02, -5.36105e-01, -2.07512e+00, 2.09393e+00, 6.55350e-03, 2.58799e-02 
4.46800e-01, -1.42139e-02, -8.43111e-03, 1.42968e-02, -4.64732e-01, -1.81193e+00, 1.82498e+00, 4.98371e-03, 2.74520e-02 
4.47000e-01, -1.42999e-02, -8.76632e-03, 1.46345e-02, -3.96604e-01, -1.53276e+00, 1.54727e+00, 3.57746e-03, 2.88604e-02 
4.47200e-01, -1.43725e-02, -9.04421e-03, 1.49158e-02, -3.31212e-01, -1.24006e+00, 1.26214e+00, 2.36875e-03, 3.00709e-02 
4.47400e-01, -1.44324e-02, -9.26234e-03, 1.51393e-02, -2.68009e-01, -9.36415e-01, 9.70991e-01, 1.38698e-03, 3.10542e-02 
4.47600e-01, -1.44797e-02, -9.41878e-03, 1.53042e-02, -2.06415e-01, -6.24511e-01, 6.75245e-01, 6.56087e-04, 3.17862e-02 
4.47800e-01, -1.45149e-02, -9.51215e-03, 1.54094e-02, -1.45828e-01, -3.07095e-01, 3.76369e-01, 1.93769e-04, 3.22492e-02 
4.48000e-01, -1.45381e-02, -9.54162e-03, 1.54547e-02, -8.56294e-02, 1.30296e-02, 7.58479e-02, 1.09543e-05, 3.24323e-02 
4.48200e-01, -1.45492e-02, -9.50693e-03, 1.54398e-02, -2.51932e-02, 3.33040e-01, -2.24825e-01, 1.11466e-04, 3.23315e-02 
4.48400e-01, -1.45482e-02, -9.40840e-03, 1.53648e-02, 3.61057e-02, 6.50111e-01, -5.24154e-01, 4.91910e-04, 3.19504e-02 
4.48600e-01, -1.45347e-02, -9.24689e-03, 1.52301e-02, 9.88832e-02, 9.61446e-01, -8.20656e-01, 1.14179e-03, 3.12995e-02 
4.48800e-01, -1.45086e-02, -9.02382e-03, 1.50365e-02, 1.63738e-01, 1.26430e+00, -1.11287e+00, 2.04387e-03, 3.03959e-02 
4.49000e-01, -1.44693e-02, -8.74117e-03, 1.47850e-02, 2.31243e-01, 1.55599e+00, -1.39935e+00, 3.17470e-03, 2.92633e-02 
4.49200e-01, -1.44161e-02, -8.40143e-03, 1.44768e-02, 3.01938e-01, 1.83396e+00, -1.67872e+00, 4.50536e-03, 2.79305e-02 
4.49400e-01, -1.43485e-02, -8.00759e-03, 1.41135e-02, 3.76322e-01, 2.09574e+00, -1.94963e+00, 6.00240e-03, 2.64312e-02 
4.49600e-01, -1.42656e-02, -7.56313e-03, 1.36969e-02, 4.54847e-01, 2.33903e+00, -2.21080e+00, 7.62889e-03, 2.48022e-02 
4.49800e-01, -1.41665e-02, -7.07197e-03, 1.32292e-02, 5.37910e-01, 2.56169e+00, -2.46101e+00, 9.34552e-03, 2.30830e-02 
4.50000e-01, -1.40504e-02, -6.53845e-03, 1.27125e-02, 6.25846e-01, 2.76174e+00, -2.69912e+00, 1.11119e-02, 2.13142e-02 
4.50200e-01, -1.39162e-02, -5.96728e-03, 1.21495e-02, 7.18925e-01, 2.93742e+00, -2.92409e+00, 1.28876e-02, 1.95360e-02 
4.50400e-01, -1.37628e-02, -5.36349e-03, 1.15429e-02, 8.17347e-01, 3.08718e+00, -3.13494e+00, 1.46337e-02, 1.77876e-02 
4.50600e-01, -1.35893e-02, -4.73241e-03, 1.08955e-02, 9.21235e-01, 3.20970e+00, -3.33081e+00, 1.63136e-02, 1.61056e-02 
4.50800e-01, -1.33943e-02, -4.07961e-03, 1.02106e-02, 1.03063e+00, 3.30390e+00, -3.51092e+00, 1.78942e-02, 1.45232e-02 
4.51000e-01, -1.31770e-02, -3.41085e-03, 9.49116e-03, 1.14551e+00, 3.36895e+00, -3.67463e+00, 1.93468e-02, 1.30691e-02 
4.51200e-01, -1.29361e-02, -2.73203e-03, 8.74070e-03, 1.26573e+00, 3.40427e+00, -3.82137e+00, 2.06480e-02, 1.17668e-02 
4.51400e-01, -1.26707e-02, -2.04914e-03, 7.96261e-03, 1.39111e+00, 3.40955e+00, -3.95072e+00, 2.17801e-02, 1.06340e-02 
4.51600e-01, -1.23797e-02, -1.36820e-03, 7.16041e-03, 1.52135e+00, 3.38475e+00, -4.06234e+00, 2.27312e-02, 9.68257e-03 
4.51800e-01, -1.20622e-02, -6.95236e-04, 6.33768e-03, 1.65607e+00, 3.33008e+00, -4.15602e+00, 2.34960e-02, 8.91785e-03 
4.52000e-01, -1.17173e-02, -3.61708e-05, 5.49800e-03, 1.79483e+00, 3.24603e+00, -4.23168e+00, 2.40750e-02, 8.33917e-03 
4.52200e-01, -1.13442e-02, 6.03177e-04, 4.64500e-03, 1.93708e+00, 3.13334e+00, -4.28933e+00, 2.44750e-02, 7.93996e-03 
4.52400e-01, -1.09424e-02, 1.21717e-03, 3.78227e-03, 2.08221e+00, 2.99300e+00, -4.32910e+00, 2.47077e-02, 7.70830e-03 
4.52600e-01, -1.05114e-02, 1.80038e-03, 2.91336e-03, 2.22954e+00, 2.82625e+00, -4.35125e+00, 2.47898e-02, 7.62753e-03 
4.52800e-01, -1.00506e-02, 2.34766e-03, 2.04177e-03, 2.37830e+00, 2.63456e+00, -4.35611e+00, 2.47416e-02, 7.67712e-03 
4.53000e-01, -9.56003e-03, 2.85420e-03, 1.17092e-03, 2.52768e+00, 2.41963e+00, -4.34413e+00, 2.45867e-02, 7.83362e-03 
4.53200e-01, -9.03955e-03, 3.31551e-03, 3.04121e-04, 2.67680e+00, 2.18334e+00, -4.31587e+00, 2.43503e-02, 8.07168e-03 
4.53400e-01, -8.48932e-03, 3.72754e-03, -5.55427e-04, 2.82473e+00, 1.92779e+00, -4.27195e+00, 2.40585e-02, 8.36512e-03 
4.53600e-01, -7.90966e-03, 4.08663e-03, -1.40466e-03, 2.97050e+00, 1.65523e+00, -4.21311e+00, 2.37371e-02, 8.68806e-03 
4.53800e-01, -7.30112e-03, 4.38963e-03, -2.24067e-03, 3.11310e+00, 1.36807e+00, -4.14013e+00, 2.34106e-02, 9.01594e-03 
4.54000e-01, -6.66442e-03, 4.63386e-03, -3.06071e-03, 3.25151e+00, 1.06883e+00, -4.05389e+00, 2.31012e-02, 9.32655e-03 
4.54200e-01, -6.00051e-03, 4.81716e-03, -3.86223e-03, 3.38465e+00, 7.60164e-01, -3.95532e+00, 2.28278e-02, 9.60090e-03 
4.54400e-01, -5.31056e-03, 4.93792e-03, -4.64284e-03, 3.51148e+00, 4.44789e-01, -3.84539e+00, 2.26054e-02, 9.82393e-03 
4.54600e-01, -4.59592e-03, 4.99508e-03, -5.40038e-03, 3.63092e+00, 1.25489e-01, -3.72512e+00, 2.24445e-02, 9.98517e-03 
4.54800e-01, -3.85819e-03, 4.98812e-03, -6.13289e-03, 3.74191e+00, -1.94917e-01, -3.59559e+00, 2.23506e-02, 1.00791e-02 
4.55000e-01, -3.09916e-03, 4.91711e-03, -6.83862e-03, 3.84343e+00, -5.13604e-01, -3.45786e+00, 2.23242e-02, 1.01052e-02 
4.55200e-01, -2.32082e-03, 4.78268e-03, -7.51603e-03, 3.93446e+00, -8.27759e-01, -3.31305e+00, 2.23605e-02, 1.00683e-02 
4.55400e-01, -1.52537e-03, 4.58601e-03, -8.16384e-03, 4.01402e+00, -1.13461e+00, -3.16225e+00, 2.24500e-02, 9.97791e-03 
4.55600e-01, -7.15213e-04, 4.32883e-03, -8.78093e-03, 4.08117e+00, -1.43145e+00, -3.00656e+00, 2.25786e-02, 9.84819e-03 
4.55800e-01, 1.07095e-04, 4.01343e-03, -9.36646e-03, 4.13506e+00, -1.71566e+00, -2.84709e+00, 2.27284e-02, 9.69707e-03 
4.56000e-01, 9.38811e-04, 3.64257e-03, -9.91977e-03, 4.17485e+00, -1.98473e+00, -2.68489e+00, 2.28784e-02, 9.54566e-03 
4.56200e-01, 1.77704e-03, 3.21954e-03, -1.04404e-02, 4.19982e+00, -2.23629e+00, -2.52100e+00, 2.30052e-02, 9.41727e-03 
4.56400e-01, 2.61874e-03, 2.74806e-03, -1.09282e-02, 4.20928e+00, -2.46811e+00, -2.35643e+00, 2.30845e-02, 9.33645e-03 
4.56600e-01, 3.46075e-03, 2.23229e-03, -1.13830e-02, 4.20266e+00, -2.67816e+00, -2.19212e+00, 2.30915e-02, 9.32792e-03 
4.56800e-01, 4.29980e-03, 1.67679e-03, -1.18050e-02, 4.17947e+00, -2.86458e+00, -2.02899e+00, 2.30026e-02, 9.41549e-03 
4.57000e-01, 5.13254e-03, 1.08646e-03, -1.21946e-02, 4.13932e+00, -3.02572e+00, -1.86787e+00, 2.27959e-02, 9.62100e-03 
4.57200e-01, 5.95553e-03, 4.66503e-04, -1.25522e-02, 4.08192e+00, -3.16016e+00, -1.70954e+00, 2.24526e-02, 9.96332e-03 
4.57400e-01, 6.76531e-03, -1.77606e-04, -1.28784e-02, 4.00708e+00, -3.26672e+00, -1.55470e+00, 2.19579e-02, 1.04574e-02 
4.57600e-01, 7.55836e-03, -8.40185e-04, -1.31740e-02, 3.91471e+00, -3.34445e+00, -1.40398e+00, 2.13015e-02, 1.11135e-02 
4.57800e-01, 8.33119e-03, -1.51539e-03, -1.34400e-02, 3.80487e+00, -3.39268e+00, -1.25794e+00, 2.04784e-02, 1.19367e-02 
4.58000e-01, 9.08031e-03, -2.19726e-03, -1.36772e-02, 3.67770e+00, -3.41096e+00, -1.11703e+00, 1.94894e-02, 1.29260e-02 
4.58200e-01, 9.80227e-03, -2.87977e-03, -1.38868e-02, 3.53345e+00, -3.39916e+00, -9.81656e-01, 1.83415e-02, 1.40748e-02 
4.58400e-01, 1.04937e-02, -3.55692e-03, -1.40699e-02, 3.37252e+00, -3.35735e+00, -8.52099e-01, 1.70472e-02, 1.53702e-02 
4.58600e-01, 1.11513e-02, -4.22271e-03, -1.42276e-02, 3.19537e+00, -3.28593e+00, -7.28574e-01, 1.56254e-02, 1.67935e-02 
4.58800e-01, 1.17718e-02, -4.87129e-03, -1.43613e-02, 3.00262e+00, -3.18551e+00, -6.11209e-01, 1.41001e-02, 1.83206e-02 
4.59000e-01, 1.23523e-02, -5.49692e-03, -1.44721e-02, 2.79496e+00, -3.05698e+00, -5.00042e-01, 1.25002e-02, 1.99226e-02 
4.59200e-01, 1.28898e-02, -6.09408e-03, -1.45613e-02, 2.57322e+00, -2.90147e+00, -3.95033e-01, 1.08587e-02, 2.15664e-02 
4.59400e-01, 1.33816e-02, -6.65751e-03, -1.46301e-02, 2.33828e+00, -2.72037e+00, -2.96060e-01, 9.21166e-03, 2.32158e-02 
4.59600e-01, 1.38251e-02, -7.18223e-03, -1.46798e-02, 2.09117e+00, -2.51526e+00, -2.02925e-01, 7.59728e-03, 2.48327e-02 
4.59800e-01, 1.42181e-02, -7.66361e-03, -1.47113e-02, 1.83297e+00, -2.28796e+00, -1.15358e-01, 6.05461e-03, 2.63778e-02 
4.60000e-01, 1.45583e-02, -8.09741e-03, -1.47259e-02, 1.56484e+00, -2.04047e+00, -3.30229e-02, 4.62242e-03, 2.78123e-02 
4.60200e-01, 1.48440e-02, -8.47980e-03, -1.47245e-02, 1.28803e+00, -1.77498e+00, 4.44778e-02, 3.33796e-03, 2.90989e-02 
4.60400e-01, 1.50735e-02, -8.80740e-03, -1.47081e-02, 1.00384e+00, -1.49382e+00, 1.17597e-01, 2.23579e-03, 3.02030e-02 
4.60600e-01, 1.52455e-02, -9.07733e-03, -1.46775e-02, 7.13636e-01, -1.19948e+00, 1.86836e-01, 1.34665e-03, 3.10938e-02 
4.60800e-01, 1.53590e-02, -9.28720e-03, -1.46334e-02, 4.18826e-01, -8.94563e-01, 2.52736e-01, 6.96457e-04, 3.17452e-02 
4.61000e-01, 1.54131e-02, -9.43515e-03, -1.45764e-02, 1.20854e-01, -5.81749e-01, 3.15874e-01, 3.05469e-04, 3.21371e-02 
4.61200e-01, 1.54073e-02, -9.51990e-03, -1.45070e-02, -1.78810e-01, -2.63801e-01, 3.76849e-01, 1.87562e-04, 3.22555e-02 
4.61400e-01, 1.53416e-02, -9.54067e-03, -1.44256e-02, -4.78678e-01, 5.64737e-02, 4.36283e-01, 3.49760e-04, 3.20932e-02 
4.61600e-01, 1.52159e-02, -9.49731e-03, -1.43325e-02, -7.77258e-01, 3.76251e-01, 4.94801e-01, 7.91955e-04, 3.16506e-02 
4.61800e-01, 1.50307e-02, -9.39017e-03, -1.42277e-02, -1.07306e+00, 6.92707e-01, 5.53034e-01, 1.50686e-03, 3.09348e-02 
4.62000e-01, 1.47866e-02, -9.22022e-03, -1.41113e-02, -1.36461e+00, 1.00305e+00, 6.11603e-01, 2.48018e-03, 2.99602e-02 
4.62200e-01, 1.44848e-02, -8.98895e-03, -1.39831e-02, -1.65046e+00, 1.30455e+00, 6.71115e-01, 3.69103e-03, 2.87476e-02 
4.62400e-01, 1.41265e-02, -8.69840e-03, -1.38428e-02, -1.92919e+00, 1.59453e+00, 7.32153e-01, 5.11249e-03, 2.73242e-02 
4.62600e-01, 1.37131e-02, -8.35114e-03, -1.36902e-02, -2.19944e+00, 1.87044e+00, 7.95267e-01, 6.71248e-03, 2.57219e-02 
4.62800e-01, 1.32467e-02, -7.95023e-03, -1.35247e-02, -2.45988e+00, 2.12985e+00, 8.60970e-01, 8.45465e-03, 2.39772e-02 
4.63000e-01, 1.27292e-02, -7.49920e-03, -1.33458e-02, -2.70928e+00, 2.37047e+00, 9.29729e-01, 1.02995e-02, 2.21298e-02 
4.63200e-01, 1.21630e-02, -7.00204e-03, -1.31528e-02, -2.94644e+00, 2.59017e+00, 1.00196e+00, 1.22055e-02, 2.02211e-02 
4.63400e-01, 1.15506e-02, -6.46313e-03, -1.29450e-02, -3.17027e+00, 2.78701e+00, 1.07801e+00, 1.41305e-02, 1.82935e-02 
4.63600e-01, 1.08949e-02, -5.88723e-03, -1.27216e-02, -3.37975e+00, 2.95927e+00, 1.15818e+00, 1.60328e-02, 1.63887e-02 
4.63800e-01, 1.01987e-02, -5.27943e-03, -1.24818e-02, -3.57396e+00, 3.10541e+00, 1.24268e+00, 1.78723e-02, 1.45469e-02 
4.64000e-01, 9.46527e-03, -4.64507e-03, -1.22246e-02, -3.75210e+00, 3.22415e+00, 1.33168e+00, 1.96120e-02, 1.28051e-02 
4.64200e-01, 8.69787e-03, -3.98977e-03, -1.19491e-02, -3.91343e+00, 3.31444e+00, 1.42522e+00, 2.12186e-02, 1.11968e-02 
4.64400e-01, 7.89990e-03, -3.31929e-03, -1.16545e-02, -4.05735e+00, 3.37549e+00, 1.52332e+00, 2.26637e-02, 9.75022e-03 
4.64600e-01, 7.07492e-03, -2.63957e-03, -1.13398e-02, -4.18338e+00, 3.40675e+00, 1.62588e+00, 2.39244e-02, 8.48840e-03 
4.64800e-01, 6.22655e-03, -1.95659e-03, -1.10041e-02, -4.29113e+00, 3.40795e+00, 1.73273e+00, 2.49841e-02, 7.42809e-03 
4.65000e-01, 5.35847e-03, -1.27639e-03, -1.06467e-02, -4.38034e+00, 3.37908e+00, 1.84361e+00, 2.58323e-02, 6.57968e-03 
4.65200e-01, 4.47441e-03, -6.04961e-04, -1.02667e-02, -4.45086e+00, 3.32040e+00, 1.95819e+00, 2.64651e-02, 5.94704e-03 
4.65400e-01, 3.57813e-03, 5.17698e-05, -9.86341e-03, -4.50267e+00, 3.23242e+00, 2.07605e+00, 2.68850e-02, 5.52763e-03 
4.65600e-01, 2.67335e-03, 6.88006e-04, -9.43626e-03, -4.53586e+00, 3.11591e+00, 2.19669e+00, 2.71007e-02, 5.31282e-03 
4.65800e-01, 1.76378e-03, 1.29813e-03, -8.98474e-03, -4.55061e+00, 2.97191e+00, 2.31955e+00, 2.71263e-02, 5.28846e-03 
4.66000e-01, 8.53101e-04, 1.87677e-03, -8.50844e-03, -4.54725e+00, 2.80169e+00, 2.44398e+00, 2.69806e-02, 5.43552e-03 
4.66200e-01, -5.51171e-05, 2.41881e-03, -8.00714e-03, -4.52620e+00, 2.60675e+00, 2.56927e+00, 2.66868e-02, 5.73102e-03 
4.66400e-01, -9.57377e-04, 2.91947e-03, -7.48074e-03, -4.48796e+00, 2.38881e+00, 2.69465e+00, 2.62706e-02, 6.14896e-03 
4.66600e-01, -1.85030e-03, 3.37433e-03, -6.92929e-03, -4.43317e+00, 2.14978e+00, 2.81929e+00, 2.57599e-02, 6.66141e-03 
4.66800e-01, -2.73064e-03, 3.77939e-03, -6.35302e-03, -4.36252e+00, 1.89179e+00, 2.94232e+00, 2.51835e-02, 7.23964e-03 
4.67000e-01, -3.59531e-03, 4.13105e-03, -5.75236e-03, -4.27681e+00, 1.61711e+00, 3.06282e+00, 2.45696e-02, 7.85518e-03 
4.67200e-01, -4.44137e-03, 4.42623e-03, -5.12789e-03, -4.17691e+00, 1.32816e+00, 3.17984e+00, 2.39454e-02, 8.48094e-03 
4.67400e-01, -5.26608e-03, 4.66231e-03, -4.48042e-03, -4.06375e+00, 1.02749e+00, 3.29240e+00, 2.33355e-02, 9.09221e-03 
4.67600e-01, -6.06687e-03, 4.83722e-03, -3.81093e-03, -3.93834e+00, 7.17749e-01, 3.39951e+00, 2.27612e-02, 9.66758e-03 
4.67800e-01, -6.84141e-03, 4.94941e-03, -3.12061e-03, -3.80171e+00, 4.01678e-01, 3.50016e+00, 2.22400e-02, 1.01896e-02 
4.68000e-01, -7.58755e-03, 4.99790e-03, -2.41087e-03, -3.65495e+00, 8.20631e-02, 3.59335e+00, 2.17846e-02, 1.06455e-02 
4.68200e-01, -8.30339e-03, 4.98224e-03, -1.68328e-03, -3.49920e+00, -2.38276e-01, 3.67808e+00, 2.14027e-02, 1.10276e-02 
4.68400e-01, -8.98723e-03, 4.90259e-03, -9.39634e-04, -3.33560e+00, -5.56513e-01, 3.75338e+00, 2.10970e-02, 1.13331e-02 
4.68600e-01, -9.63763e-03, 4.75963e-03, -1.81924e-04, -3.16530e+00, -8.69839e-01, 3.81830e+00, 2.08648e-02, 1.15648e-02 
4.68800e-01, -1.02534e-02, 4.55465e-03, 5.87686e-04, -2.98947e+00, -1.17549e+00, 3.87193e+00, 2.06987e-02, 1.17302e-02 
4.69000e-01, -1.08334e-02, 4.28944e-03, 1.36685e-03, -2.80928e+00, -1.47077e+00, 3.91341e+00, 2.05864e-02, 1.18414e-02 
4.69200e-01, -1.13771e-02, 3.96634e-03, 2.15305e-03, -2.62586e+00, -1.75307e+00, 3.94192e+00, 2.05121e-02, 1.19146e-02 
4.69400e-01, -1.18838e-02, 3.58821e-03, 2.94362e-03, -2.44035e+00, -2.01990e+00, 3.95672e+00, 2.04564e-02, 1.19689e-02 
4.69600e-01, -1.23532e-02, 3.15838e-03, 3.73574e-03, -2.25382e+00, -2.26891e+00, 3.95712e+00, 2.03978e-02, 1.20261e-02 
4.69800e-01, -1.27853e-02, 2.68065e-03, 4.52647e-03, -2.06732e+00, -2.49790e+00, 3.94254e+00, 2.03135e-02, 1.21089e-02 
4.70000e-01, -1.31801e-02, 2.15922e-03, 5.31275e-03, -1.88186e+00, -2.70485e+00, 3.91244e+00, 2.01804e-02, 1.22406e-02 
4.70200e-01, -1.35380e-02, 1.59870e-03, 6.09144e-03, -1.69839e+00, -2.88793e+00, 3.86641e+00, 1.99762e-02, 1.24435e-02 
4.70400e-01, -1.38595e-02, 1.00405e-03, 6.85931e-03, -1.51778e+00, -3.04553e+00, 3.80411e+00, 1.96804e-02, 1.27381e-02 
4.70600e-01, -1.41451e-02, 3.80491e-04, 7.61309e-03, -1.34084e+00, -3.17626e+00, 3.72531e+00, 1.92755e-02, 1.31422e-02 
4.70800e-01, -1.43958e-02, -2.66459e-04, 8.34944e-03, -1.16833e+00, -3.27896e+00, 3.62990e+00, 1.87474e-02, 1.36697e-02 
4.71000e-01, -1.46125e-02, -9.31094e-04, 9.06505e-03, -1.00090e+00, -3.35273e+00, 3.51785e+00, 1.80868e-02, 1.43301e-02 
4.71200e-01, -1.47962e-02, -1.60755e-03, 9.75658e-03, -8.39137e-01, -3.39692e+00, 3.38925e+00, 1.72892e-02, 1.51277e-02 
4.71400e-01, -1.49481e-02, -2.28986e-03, 1.04207e-02, -6.83530e-01, -3.41113e+00, 3.24432e+00, 1.63559e-02, 1.60615e-02 
4.71600e-01, -1.50696e-02, -2.97200e-03, 1.10543e-02, -5.34492e-01, -3.39524e+00, 3.08335e+00, 1.52936e-02, 1.71245e-02 
4.71800e-01, -1.51619e-02, -3.64796e-03, 1.16541e-02, -3.92343e-01, -3.34940e+00, 2.90679e+00, 1.41151e-02, 1.83042e-02 
4.72000e-01, -1.52265e-02, -4.31176e-03, 1.22170e-02, -2.57315e-01, -3.27400e+00, 2.71516e+00, 1.28384e-02, 1.95824e-02 
4.72200e-01, -1.52649e-02, -4.95756e-03, 1.27402e-02, -1.29551e-01, -3.16971e+00, 2.50910e+00, 1.14866e-02, 2.09358e-02 
4.72400e-01, -1.52784e-02, -5.57964e-03, 1.32207e-02, -9.10863e-03, -3.03745e+00, 2.28937e+00, 1.00877e-02, 2.23367e-02 
4.72600e-01, -1.52685e-02, -6.17254e-03, 1.36559e-02, 1.04041e-01, -2.87839e+00, 2.05681e+00, 8.67299e-03, 2.37536e-02 
4.72800e-01, -1.52367e-02, -6.73100e-03, 1.40434e-02, 2.10009e-01, -2.69394e+00, 1.81237e+00, 7.27672e-03, 2.51521e-02 
4.73000e-01, -1.51845e-02, -7.25011e-03, 1.43808e-02, 3.08984e-01, -2.48571e+00, 1.55708e+00, 5.93487e-03, 2.64963e-02 
4.73200e-01, -1.51131e-02, -7.72529e-03, 1.46662e-02, 4.01229e-01, -2.25555e+00, 1.29205e+00, 4.68396e-03, 2.77494e-02 
4.73400e-01, -1.50240e-02, -8.15233e-03, 1.48977e-02, 4.87075e-01, -2.00549e+00, 1.01848e+00, 3.55995e-03, 2.88756e-02 
4.73600e-01, -1.49183e-02, -8.52748e-03, 1.50736e-02, 5.66920e-01, -1.73773e+00, 7.37623e-01, 2.59701e-03, 2.98405e-02 
4.73800e-01, -1.47972e-02, -8.84743e-03, 1.51927e-02, 6.41215e-01, -1.45464e+00, 4.50808e-01, 1.82635e-03, 3.06129e-02 
4.74000e-01, -1.46618e-02, -9.10934e-03, 1.52539e-02, 7.10462e-01, -1.15872e+00, 1.59404e-01, 1.27519e-03, 3.11654e-02 
4.74200e-01, -1.45131e-02, -9.31091e-03, 1.52565e-02, 7.75208e-01, -8.52565e-01, -1.35174e-01, 9.65777e-04, 3.14759e-02 
4.74400e-01, -1.43517e-02, -9.45037e-03, 1.51999e-02, 8.36035e-01, -5.38892e-01, -4.31480e-01, 9.14581e-04, 3.15277e-02 
4.74600e-01, -1.41786e-02, -9.52647e-03, 1.50839e-02, 8.93550e-01, -2.20465e-01, -7.28044e-01, 1.13165e-03, 3.13108e-02 
4.74800e-01, -1.39943e-02, -9.53855e-03, 1.49086e-02, 9.48383e-01, 9.99088e-02, -1.02339e+00, 1.62020e-03, 3.08220e-02 
4.75000e-01, -1.37993e-02, -9.48651e-03, 1.46745e-02, 1.00117e+00, 4.19400e-01, -1.31602e+00, 2.37637e-03, 3.00652e-02 
4.75200e-01, -1.35939e-02, -9.37079e-03, 1.43822e-02, 1.05256e+00, 7.35192e-01, -1.60448e+00, 3.38925e-03, 2.90512e-02 
4.75400e-01, -1.33783e-02, -9.19243e-03, 1.40327e-02, 1.10319e+00, 1.04450e+00, -1.88730e+00, 4.64109e-03, 2.77978e-02 
4.75600e-01, -1.31526e-02, -8.95299e-03, 1.36273e-02, 1.15367e+00, 1.34458e+00, -2.16307e+00, 6.10779e-03, 2.63293e-02 
4.75800e-01, -1.29168e-02, -8.65460e-03, 1.31675e-02, 1.20461e+00, 1.63281e+00, -2.43038e+00, 7.75952e-03, 2.46754e-02 
4.76000e-01, -1.26707e-02, -8.29987e-03, 1.26552e-02, 1.25658e+00, 1.90662e+00, -2.68792e+00, 9.56159e-03, 2.28709e-02 
4.76200e-01, -1.24142e-02, -7.89195e-03, 1.20923e-02, 1.31012e+00, 2.16362e+00, -2.93438e+00, 1.14754e-02, 2.09544e-02 
