# dt = 0.00020 ps ; n_timesteps = 10000
# masses = [1.66e-03, 1.24e-03, 1.66e-03] m_asu ; kappa = 9.9825e+01 m_asu ps^(-2)
# t[ps], q_1[Å], q_2[Å], q_3[Å], v_1[Å/ps], v_2[Å/ps], v_3[Å/ps], E_kin[eV], E_pot[eV]
0.00000e+00, 1.00000e-02, 5.00000e-03, -2.00000e-02, 0.00000e+00, 0.00000e+00, 0.00000e+00, 0.00000e+00, 3.24432e-02 
2.00000e-04, 9.99398e-03, 4.96792e-03, -1.99699e-02, -6.03600e-02, -3.20070e-01, 3.00641e-01, 1.41718e-04, 3.23013e-02 
4.00000e-04, 9.97586e-03, 4.87197e-03, -1.98797e-02, -1.21345e-01, -6.37315e-01, 5.99788e-01, 5.63262e-04, 3.18791e-02 
6.00000e-04, 9.94544e-03, 4.71300e-03, -1.97300e-02, -1.83573e-01, -9.48938e-01, 8.95956e-01, 1.25392e-03, 3.11873e-02 
8.00000e-04, 9.90243e-03, 4.49240e-03, -1.95214e-02, -2.47644e-01, -1.25219e+00, 1.18768e+00, 2.19622e-03, 3.02435e-02 
1.00000e-03, 9.84638e-03, 4.21212e-03, -1.92549e-02, -3.14135e-01, -1.54439e+00, 1.47353e+00, 3.36646e-03, 2.90715e-02 
1.20000e-03, 9.77677e-03, 3.87464e-03, -1.89319e-02, -3.83587e-01, -1.82296e+00, 1.75211e+00, 4.73548e-03, 2.77003e-02 
1.40000e-03, 9.69295e-03, 3.48294e-03, -1.85541e-02, -4.56506e-01, -2.08545e+00, 2.02208e+00, 6.26956e-03, 2.61639e-02 
1.60000e-03, 9.59417e-03, 3.04046e-03, -1.81231e-02, -5.33348e-01, -2.32953e+00, 2.28217e+00, 7.93144e-03, 2.44995e-02 
1.80000e-03, 9.47961e-03, 2.55112e-03, -1.76412e-02, -6.14515e-01, -2.55307e+00, 2.53114e+00, 9.68153e-03, 2.27469e-02 
2.00000e-03, 9.34836e-03, 2.01924e-03, -1.71107e-02, -7.00350e-01, -2.75407e+00, 2.76787e+00, 1.14791e-02, 2.09468e-02 
2.20000e-03, 9.19947e-03, 1.44950e-03, -1.65341e-02, -7.91131e-01, -2.93077e+00, 2.99131e+00, 1.32834e-02, 1.91400e-02 
2.40000e-03, 9.03191e-03, 8.46928e-04, -1.59141e-02, -8.87065e-01, -3.08162e+00, 3.20048e+00, 1.50551e-02, 1.73660e-02 
2.60000e-03, 8.84464e-03, 2.16850e-04, -1.52539e-02, -9.88283e-01, -3.20527e+00, 3.39453e+00, 1.67573e-02, 1.56617e-02 
2.80000e-03, 8.63660e-03, -4.35178e-04, -1.45563e-02, -1.09484e+00, -3.30064e+00, 3.57268e+00, 1.83566e-02, 1.40606e-02 
3.00000e-03, 8.40671e-03, -1.10340e-03, -1.38248e-02, -1.20671e+00, -3.36688e+00, 3.73428e+00, 1.98239e-02, 1.25918e-02 
3.20000e-03, 8.15392e-03, -1.78193e-03, -1.30626e-02, -1.32378e+00, -3.40342e+00, 3.87878e+00, 2.11355e-02, 1.12790e-02 
3.40000e-03, 7.87720e-03, -2.46477e-03, -1.22733e-02, -1.44586e+00, -3.40993e+00, 4.00574e+00, 2.22734e-02, 1.01404e-02 
3.60000e-03, 7.57557e-03, -3.14590e-03, -1.14603e-02, -1.57267e+00, -3.38634e+00, 4.11485e+00, 2.32255e-02, 9.18790e-03 
3.80000e-03, 7.24813e-03, -3.81931e-03, -1.06273e-02, -1.70384e+00, -3.33288e+00, 4.20589e+00, 2.39864e-02, 8.42712e-03 
4.00000e-03, 6.89403e-03, -4.47905e-03, -9.77796e-03, -1.83894e+00, -3.25001e+00, 4.27878e+00, 2.45564e-02, 7.85753e-03 
4.20000e-03, 6.51255e-03, -5.11932e-03, -8.91582e-03, -1.97744e+00, -3.13847e+00, 4.33354e+00, 2.49420e-02, 7.47261e-03 
4.40000e-03, 6.10306e-03, -5.73444e-03, -8.04455e-03, -2.11873e+00, -2.99923e+00, 4.37030e+00, 2.51552e-02, 7.26044e-03 
4.60000e-03, 5.66506e-03, -6.31901e-03, -7.16770e-03, -2.26215e+00, -2.83352e+00, 4.38932e+00, 2.52127e-02, 7.20430e-03 
4.80000e-03, 5.19820e-03, -6.86785e-03, -6.28882e-03, -2.40693e+00, -2.64282e+00, 4.39094e+00, 2.51350e-02, 7.28350e-03 
5.00000e-03, 4.70229e-03, -7.37613e-03, -5.41133e-03, -2.55229e+00, -2.42879e+00, 4.37563e+00, 2.49457e-02, 7.47435e-03 
5.20000e-03, 4.17728e-03, -7.83937e-03, -4.53857e-03, -2.69735e+00, -2.19334e+00, 4.34392e+00, 2.46705e-02, 7.75120e-03 
5.40000e-03, 3.62334e-03, -8.25347e-03, -3.67376e-03, -2.84120e+00, -1.93853e+00, 4.29648e+00, 2.43359e-02, 8.08747e-03 
5.60000e-03, 3.04080e-03, -8.61478e-03, -2.81998e-03, -2.98287e+00, -1.66661e+00, 4.23402e+00, 2.39681e-02, 8.45682e-03 
5.80000e-03, 2.43020e-03, -8.92011e-03, -1.98015e-03, -3.12137e+00, -1.37999e+00, 4.15736e+00, 2.35922e-02, 8.83417e-03 
6.00000e-03, 1.79226e-03, -9.16678e-03, -1.15703e-03, -3.25568e+00, -1.08120e+00, 4.06735e+00, 2.32309e-02, 9.19672e-03 
6.20000e-03, 1.12792e-03, -9.35259e-03, -3.53207e-04, -3.38476e+00, -7.72860e-01, 3.96495e+00, 2.29038e-02, 9.52484e-03 
6.40000e-03, 4.38353e-04, -9.47592e-03, 4.28948e-04, -3.50754e+00, -4.57704e-01, 3.85114e+00, 2.26265e-02, 9.80281e-03 
6.60000e-03, -2.75092e-04, -9.53567e-03, 1.18725e-03, -3.62298e+00, -1.38509e-01, 3.72696e+00, 2.24103e-02, 1.00194e-02 
6.80000e-03, -1.01084e-03, -9.53132e-03, 1.91973e-03, -3.73003e+00, 1.81908e-01, 3.59346e+00, 2.22613e-02, 1.01685e-02 
7.00000e-03, -1.76710e-03, -9.46291e-03, 2.62464e-03, -3.82765e+00, 5.00720e-01, 3.45175e+00, 2.21807e-02, 1.02488e-02 
7.20000e-03, -2.54190e-03, -9.33104e-03, 3.30043e-03, -3.91486e+00, 8.15113e-01, 3.30294e+00, 2.21646e-02, 1.02644e-02 
7.40000e-03, -3.33304e-03, -9.13687e-03, 3.94581e-03, -3.99067e+00, 1.12231e+00, 3.14813e+00, 2.22040e-02, 1.02241e-02 
7.60000e-03, -4.13817e-03, -8.88211e-03, 4.55968e-03, -4.05417e+00, 1.41961e+00, 2.98845e+00, 2.22854e-02, 1.01416e-02 
7.80000e-03, -4.95471e-03, -8.56902e-03, 5.14119e-03, -4.10449e+00, 1.70439e+00, 2.82498e+00, 2.23916e-02, 1.00341e-02 
8.00000e-03, -5.77996e-03, -8.20036e-03, 5.68968e-03, -4.14082e+00, 1.97412e+00, 2.65882e+00, 2.25021e-02, 9.92220e-03 
8.20000e-03, -6.61104e-03, -7.77937e-03, 6.20472e-03, -4.16243e+00, 2.22643e+00, 2.49101e+00, 2.25940e-02, 9.82879e-03 
8.40000e-03, -7.44493e-03, -7.30978e-03, 6.68608e-03, -4.16865e+00, 2.45910e+00, 2.32256e+00, 2.26432e-02, 9.77801e-03 
8.60000e-03, -8.27850e-03, -6.79573e-03, 7.13374e-03, -4.15891e+00, 2.67007e+00, 2.15444e+00, 2.26255e-02, 9.79430e-03 
8.80000e-03, -9.10850e-03, -6.24175e-03, 7.54786e-03, -4.13272e+00, 2.85748e+00, 1.98756e+00, 2.25172e-02, 9.90125e-03 
9.00000e-03, -9.93159e-03, -5.65274e-03, 7.92877e-03, -4.08970e+00, 3.01968e+00, 1.82278e+00, 2.22967e-02, 1.01206e-02 
9.20000e-03, -1.07444e-02, -5.03388e-03, 8.27697e-03, -4.02956e+00, 3.15523e+00, 1.66088e+00, 2.19452e-02, 1.04711e-02 
9.40000e-03, -1.15434e-02, -4.39065e-03, 8.59312e-03, -3.95212e+00, 3.26294e+00, 1.50258e+00, 2.14478e-02, 1.09678e-02 
9.60000e-03, -1.23252e-02, -3.72870e-03, 8.87800e-03, -3.85731e+00, 3.34187e+00, 1.34852e+00, 2.07942e-02, 1.16211e-02 
9.80000e-03, -1.30863e-02, -3.05390e-03, 9.13252e-03, -3.74515e+00, 3.39130e+00, 1.19925e+00, 1.99792e-02, 1.24362e-02 
1.00000e-02, -1.38233e-02, -2.37219e-03, 9.35770e-03, -3.61582e+00, 3.41081e+00, 1.05527e+00, 1.90033e-02, 1.34124e-02 
1.02000e-02, -1.45327e-02, -1.68958e-03, 9.55463e-03, -3.46956e+00, 3.40022e+00, 9.16958e-01, 1.78731e-02, 1.45434e-02 
1.04000e-02, -1.52111e-02, -1.01210e-03, 9.72448e-03, -3.30676e+00, 3.35963e+00, 7.84626e-01, 1.66011e-02, 1.58166e-02 
1.06000e-02, -1.58554e-02, -3.45723e-04, 9.86848e-03, -3.12790e+00, 3.28940e+00, 6.58496e-01, 1.52053e-02, 1.72138e-02 
1.08000e-02, -1.64623e-02, 3.03664e-04, 9.98788e-03, -2.93359e+00, 3.19014e+00, 5.38701e-01, 1.37097e-02, 1.87113e-02 
1.10000e-02, -1.70288e-02, 9.30334e-04, 1.00840e-02, -2.72454e+00, 3.06274e+00, 4.25292e-01, 1.21425e-02, 2.02805e-02 
1.12000e-02, -1.75521e-02, 1.52876e-03, 1.01580e-02, -2.50154e+00, 2.90830e+00, 3.18233e-01, 1.05364e-02, 2.18888e-02 
1.14000e-02, -1.80294e-02, 2.09366e-03, 1.02113e-02, -2.26552e+00, 2.72821e+00, 2.17412e-01, 8.92705e-03, 2.35005e-02 
1.16000e-02, -1.84583e-02, 2.62004e-03, 1.02450e-02, -2.01748e+00, 2.52405e+00, 1.22637e-01, 7.35213e-03, 2.50779e-02 
1.18000e-02, -1.88364e-02, 3.10327e-03, 1.02603e-02, -1.75850e+00, 2.29761e+00, 3.36447e-02, 5.85031e-03, 2.65821e-02 
1.20000e-02, -1.91617e-02, 3.53909e-03, 1.02584e-02, -1.48975e+00, 2.05090e+00, -4.98954e-02, 4.45997e-03, 2.79748e-02 
1.22000e-02, -1.94323e-02, 3.92363e-03, 1.02404e-02, -1.21247e+00, 1.78609e+00, -1.28377e-01, 3.21798e-03, 2.92189e-02 
1.24000e-02, -1.96467e-02, 4.25352e-03, 1.02071e-02, -9.27973e-01, 1.50552e+00, -2.02247e-01, 2.15858e-03, 3.02802e-02 
1.26000e-02, -1.98035e-02, 4.52584e-03, 1.01595e-02, -6.37616e-01, 1.21167e+00, -2.72006e-01, 1.31217e-03, 3.11282e-02 
1.28000e-02, -1.99017e-02, 4.73819e-03, 1.00983e-02, -3.42805e-01, 9.07130e-01, -3.38191e-01, 7.04412e-04, 3.17373e-02 
1.30000e-02, -1.99406e-02, 4.88869e-03, 1.00242e-02, -4.49850e-02, 5.94583e-01, -4.01378e-01, 3.55280e-04, 3.20872e-02 
1.32000e-02, -1.99197e-02, 4.97602e-03, 9.93772e-03, 2.54376e-01, 2.76790e-01, -4.62166e-01, 2.78417e-04, 3.21645e-02 
1.34000e-02, -1.98389e-02, 4.99941e-03, 9.83931e-03, 5.53790e-01, -4.34456e-02, -5.21175e-01, 4.80632e-04, 3.19623e-02 
1.36000e-02, -1.96982e-02, 4.95865e-03, 9.72925e-03, 8.51766e-01, -3.63298e-01, -5.79033e-01, 9.61613e-04, 3.14809e-02 
1.38000e-02, -1.94982e-02, 4.85409e-03, 9.60770e-03, 1.14682e+00, -6.79944e-01, -6.36372e-01, 1.71388e-03, 3.07277e-02 
1.40000e-02, -1.92395e-02, 4.68667e-03, 9.47470e-03, 1.43747e+00, -9.90591e-01, -6.93815e-01, 2.72296e-03, 2.97173e-02 
1.42000e-02, -1.89232e-02, 4.45785e-03, 9.33017e-03, 1.72227e+00, -1.29250e+00, -7.51974e-01, 3.96776e-03, 2.84708e-02 
1.44000e-02, -1.85506e-02, 4.16967e-03, 9.17391e-03, 1.99982e+00, -1.58300e+00, -8.11434e-01, 5.42121e-03, 2.70153e-02 
1.46000e-02, -1.81232e-02, 3.82465e-03, 9.00560e-03, 2.26873e+00, -1.85953e+00, -8.72752e-01, 7.05101e-03, 2.53832e-02 
1.48000e-02, -1.76431e-02, 3.42586e-03, 8.82481e-03, 2.52771e+00, -2.11966e+00, -9.36446e-01, 8.82062e-03, 2.36111e-02 
1.50000e-02, -1.71122e-02, 2.97679e-03, 8.63102e-03, 2.77549e+00, -2.36108e+00, -1.00299e+00, 1.06903e-02, 2.17388e-02 
1.52000e-02, -1.65329e-02, 2.48142e-03, 8.42361e-03, 3.01090e+00, -2.58167e+00, -1.07280e+00, 1.26184e-02, 1.98080e-02 
1.54000e-02, -1.59078e-02, 1.94412e-03, 8.20190e-03, 3.23285e+00, -2.77948e+00, -1.14625e+00, 1.45625e-02, 1.78613e-02 
1.56000e-02, -1.52397e-02, 1.36963e-03, 7.96511e-03, 3.44032e+00, -2.95276e+00, -1.22363e+00, 1.64806e-02, 1.59407e-02 
1.58000e-02, -1.45317e-02, 7.63017e-04, 7.71244e-03, 3.63239e+00, -3.09999e+00, -1.30518e+00, 1.83325e-02, 1.40865e-02 
1.60000e-02, -1.37868e-02, 1.29633e-04, 7.44304e-03, 3.80825e+00, -3.21987e+00, -1.39104e+00, 2.00808e-02, 1.23360e-02 
1.62000e-02, -1.30084e-02, -5.24932e-04, 7.15603e-03, 3.96719e+00, -3.31134e+00, -1.48131e+00, 2.16922e-02, 1.07229e-02 
1.64000e-02, -1.21999e-02, -1.19490e-03, 6.85052e-03, 4.10859e+00, -3.37358e+00, -1.57599e+00, 2.31379e-02, 9.27571e-03 
1.66000e-02, -1.13649e-02, -1.87437e-03, 6.52563e-03, 4.23198e+00, -3.40606e+00, -1.67500e+00, 2.43950e-02, 8.01751e-03 
1.68000e-02, -1.05071e-02, -2.55733e-03, 6.18052e-03, 4.33698e+00, -3.40849e+00, -1.77817e+00, 2.54466e-02, 6.96526e-03 
1.70000e-02, -9.63014e-03, -3.23776e-03, 5.81436e-03, 4.42333e+00, -3.38084e+00, -1.88528e+00, 2.62822e-02, 6.12945e-03 
1.72000e-02, -8.73778e-03, -3.90966e-03, 5.42641e-03, 4.49088e+00, -3.32336e+00, -1.99598e+00, 2.68978e-02, 5.51400e-03 
1.74000e-02, -7.83379e-03, -4.56711e-03, 5.01597e-03, 4.53961e+00, -3.23656e+00, -2.10988e+00, 2.72960e-02, 5.11638e-03 
1.76000e-02, -6.92194e-03, -5.20429e-03, 4.58246e-03, 4.56962e+00, -3.12119e+00, -2.22649e+00, 2.74853e-02, 4.92791e-03 
1.78000e-02, -6.00595e-03, -5.81558e-03, 4.12537e-03, 4.58110e+00, -2.97829e+00, -2.34526e+00, 2.74802e-02, 4.93431e-03 
1.80000e-02, -5.08950e-03, -6.39560e-03, 3.64435e-03, 4.57439e+00, -2.80910e+00, -2.46555e+00, 2.72995e-02, 5.11638e-03 
1.82000e-02, -4.17619e-03, -6.93922e-03, 3.13915e-03, 4.54989e+00, -2.61513e+00, -2.58667e+00, 2.69667e-02, 5.45086e-03 
1.84000e-02, -3.26954e-03, -7.44166e-03, 2.60969e-03, 4.50814e+00, -2.39809e+00, -2.70785e+00, 2.65079e-02, 5.91146e-03 
1.86000e-02, -2.37294e-03, -7.89846e-03, 2.05601e-03, 4.44975e+00, -2.15989e+00, -2.82830e+00, 2.59513e-02, 6.46983e-03 
1.88000e-02, -1.48964e-03, -8.30561e-03, 1.47837e-03, 4.37546e+00, -1.90262e+00, -2.94713e+00, 2.53262e-02, 7.09676e-03 
1.90000e-02, -6.22755e-04, -8.65951e-03, 8.77163e-04, 4.28604e+00, -1.62857e+00, -3.06344e+00, 2.46614e-02, 7.76329e-03 
1.92000e-02, 2.24775e-04, -8.95704e-03, 2.52991e-04, 4.18238e+00, -1.34015e+00, -3.17630e+00, 2.39846e-02, 8.44174e-03 
1.94000e-02, 1.05020e-03, -9.19557e-03, -3.93359e-04, 4.06542e+00, -1.03990e+00, -3.28474e+00, 2.33209e-02, 9.10679e-03 
1.96000e-02, 1.85094e-03, -9.37300e-03, -1.06091e-03, 3.93616e+00, -7.30482e-01, -3.38778e+00, 2.26925e-02, 9.73635e-03 
1.98000e-02, 2.62466e-03, -9.48776e-03, -1.74847e-03, 3.79567e+00, -4.14614e-01, -3.48441e+00, 2.21173e-02, 1.03123e-02 
2.00000e-02, 3.36921e-03, -9.53884e-03, -2.45467e-03, 3.64504e+00, -9.50882e-02, -3.57365e+00, 2.16090e-02, 1.08212e-02 
2.02000e-02, 4.08267e-03, -9.52580e-03, -3.17793e-03, 3.48540e+00, 2.25277e-01, -3.65452e+00, 2.11758e-02, 1.12546e-02 
2.04000e-02, 4.76337e-03, -9.44873e-03, -3.91648e-03, 3.31791e+00, 5.43654e-01, -3.72604e+00, 2.08211e-02, 1.16092e-02 
2.06000e-02, 5.40984e-03, -9.30834e-03, -4.66835e-03, 3.14374e+00, 8.57234e-01, -3.78728e+00, 2.05429e-02, 1.18869e-02 
2.08000e-02, 6.02087e-03, -9.10584e-03, -5.43139e-03, 2.96407e+00, 1.16325e+00, -3.83734e+00, 2.03343e-02, 1.20948e-02 
2.10000e-02, 6.59547e-03, -8.84304e-03, -6.20328e-03, 2.78005e+00, 1.45900e+00, -3.87535e+00, 2.01838e-02, 1.22444e-02 
2.12000e-02, 7.13289e-03, -8.52224e-03, -6.98153e-03, 2.59286e+00, 1.74188e+00, -3.90052e+00, 2.00757e-02, 1.23512e-02 
2.14000e-02, 7.63261e-03, -8.14628e-03, -7.76349e-03, 2.40362e+00, 2.00939e+00, -3.91210e+00, 1.99914e-02, 1.24342e-02 
2.16000e-02, 8.09433e-03, -7.71848e-03, -8.54637e-03, 2.21343e+00, 2.25917e+00, -3.90942e+00, 1.99096e-02, 1.25146e-02 
2.18000e-02, 8.51798e-03, -7.24262e-03, -9.32726e-03, 2.02334e+00, 2.48901e+00, -3.89188e+00, 1.98077e-02, 1.26150e-02 
2.20000e-02, 8.90367e-03, -6.72288e-03, -1.01031e-02, 1.83438e+00, 2.69689e+00, -3.85898e+00, 1.96629e-02, 1.27584e-02 
2.22000e-02, 9.25173e-03, -6.16386e-03, -1.08708e-02, 1.64750e+00, 2.88098e+00, -3.81030e+00, 1.94530e-02, 1.29671e-02 
2.24000e-02, 9.56267e-03, -5.57049e-03, -1.16272e-02, 1.46359e+00, 3.03964e+00, -3.74549e+00, 1.91573e-02, 1.32616e-02 
2.26000e-02, 9.83717e-03, -4.94800e-03, -1.23690e-02, 1.28347e+00, 3.17149e+00, -3.66435e+00, 1.87583e-02, 1.36598e-02 
2.28000e-02, 1.00761e-02, -4.30189e-03, -1.30930e-02, 1.10790e+00, 3.27535e+00, -3.56675e+00, 1.82418e-02, 1.41756e-02 
2.30000e-02, 1.02803e-02, -3.63786e-03, -1.37957e-02, 9.37546e-01, 3.35031e+00, -3.45267e+00, 1.75982e-02, 1.48190e-02 
2.32000e-02, 1.04511e-02, -2.96177e-03, -1.44741e-02, 7.73005e-01, 3.39570e+00, -3.32221e+00, 1.68226e-02, 1.55946e-02 
2.34000e-02, 1.05895e-02, -2.27958e-03, -1.51246e-02, 6.14779e-01, 3.41114e+00, -3.17557e+00, 1.59160e-02, 1.65016e-02 
2.36000e-02, 1.06970e-02, -1.59732e-03, -1.57443e-02, 4.63287e-01, 3.39647e+00, -3.01307e+00, 1.48847e-02, 1.75336e-02 
2.38000e-02, 1.07748e-02, -9.20993e-04, -1.63299e-02, 3.18859e-01, 3.35184e+00, -2.83514e+00, 1.37409e-02, 1.86786e-02 
2.40000e-02, 1.08245e-02, -2.56580e-04, -1.68783e-02, 1.81734e-01, 3.27763e+00, -2.64230e+00, 1.25021e-02, 1.99188e-02 
2.42000e-02, 1.08475e-02, 3.90059e-04, -1.73868e-02, 5.20653e-02, 3.17450e+00, -2.43521e+00, 1.11910e-02, 2.12316e-02 
2.44000e-02, 1.08454e-02, 1.01322e-03, -1.78524e-02, -7.00846e-02, 3.04336e+00, -2.21461e+00, 9.83491e-03, 2.25896e-02 
2.46000e-02, 1.08195e-02, 1.60740e-03, -1.82726e-02, -1.84737e-01, 2.88536e+00, -1.98135e+00, 8.46467e-03, 2.39620e-02 
2.48000e-02, 1.07715e-02, 2.16737e-03, -1.86450e-02, -2.91996e-01, 2.70191e+00, -1.73637e+00, 7.11401e-03, 2.53149e-02 
2.50000e-02, 1.07027e-02, 2.68817e-03, -1.89672e-02, -3.92045e-01, 2.49462e+00, -1.48070e+00, 5.81839e-03, 2.66128e-02 
2.52000e-02, 1.06146e-02, 3.16521e-03, -1.92372e-02, -4.85143e-01, 2.26531e+00, -1.21546e+00, 4.61386e-03, 2.78195e-02 
2.54000e-02, 1.05086e-02, 3.59429e-03, -1.94534e-02, -5.71618e-01, 2.01602e+00, -9.41836e-01, 3.53594e-03, 2.88996e-02 
2.56000e-02, 1.03860e-02, 3.97162e-03, -1.96140e-02, -6.51861e-01, 1.74893e+00, -6.61089e-01, 2.61839e-03, 2.98190e-02 
2.58000e-02, 1.02479e-02, 4.29386e-03, -1.97178e-02, -7.26323e-01, 1.46642e+00, -3.74539e-01, 1.89206e-03, 3.05471e-02 
2.60000e-02, 1.00955e-02, 4.55818e-03, -1.97638e-02, -7.95504e-01, 1.17096e+00, -8.35550e-02, 1.38385e-03, 3.10567e-02 
2.62000e-02, 9.92970e-03, 4.76225e-03, -1.97512e-02, -8.59950e-01, 8.65175e-01, 2.10450e-01, 1.11571e-03, 3.13258e-02 
2.64000e-02, 9.75149e-03, 4.90426e-03, -1.96796e-02, -9.20242e-01, 5.51754e-01, 5.06031e-01, 1.10387e-03, 3.13383e-02 
2.66000e-02, 9.56161e-03, 4.98295e-03, -1.95488e-02, -9.76989e-01, 2.33465e-01, 8.01723e-01, 1.35817e-03, 3.10842e-02 
2.68000e-02, 9.36069e-03, 4.99764e-03, -1.93589e-02, -1.03082e+00, -8.68841e-02, 1.09605e+00, 1.88164e-03, 3.05604e-02 
2.70000e-02, 9.14928e-03, 4.94820e-03, -1.91104e-02, -1.08238e+00, -4.06467e-01, 1.38752e+00, 2.67026e-03, 2.97711e-02 
2.72000e-02, 8.92774e-03, 4.83505e-03, -1.88039e-02, -1.13231e+00, -7.22463e-01, 1.67467e+00, 3.71299e-03, 2.87273e-02 
2.74000e-02, 8.69635e-03, 4.65921e-03, -1.84405e-02, -1.18125e+00, -1.03208e+00, 1.95606e+00, 4.99198e-03, 2.74468e-02 
2.76000e-02, 8.45524e-03, 4.42222e-03, -1.80215e-02, -1.22984e+00, -1.33260e+00, 2.23024e+00, 6.48302e-03, 2.59539e-02 
2.78000e-02, 8.20442e-03, 4.12617e-03, -1.75484e-02, -1.27867e+00, -1.62135e+00, 2.49585e+00, 8.15618e-03, 2.42785e-02 
2.80000e-02, 7.94377e-03, 3.77368e-03, -1.70232e-02, -1.32833e+00, -1.89580e+00, 2.75154e+00, 9.97667e-03, 2.24556e-02 
2.82000e-02, 7.67309e-03, 3.36785e-03, -1.64478e-02, -1.37935e+00, -2.15353e+00, 2.99604e+00, 1.19058e-02, 2.05238e-02 
2.84000e-02, 7.39203e-03, 2.91227e-03, -1.58247e-02, -1.43224e+00, -2.39225e+00, 3.22814e+00, 1.39022e-02, 1.85248e-02 
2.86000e-02, 7.10019e-03, 2.41095e-03, -1.51565e-02, -1.48744e+00, -2.60986e+00, 3.44670e+00, 1.59228e-02, 1.65014e-02 
2.88000e-02, 6.79705e-03, 1.86833e-03, -1.44461e-02, -1.54535e+00, -2.80444e+00, 3.65068e+00, 1.79244e-02, 1.44972e-02 
2.90000e-02, 6.48205e-03, 1.28918e-03, -1.36963e-02, -1.60628e+00, -2.97428e+00, 3.83912e+00, 1.98646e-02, 1.25545e-02 
2.92000e-02, 6.15454e-03, 6.78614e-04, -1.29104e-02, -1.67051e+00, -3.11787e+00, 4.01115e+00, 2.17031e-02, 1.07136e-02 
2.94000e-02, 5.81385e-03, 4.20269e-05, -1.20918e-02, -1.73823e+00, -3.23395e+00, 4.16601e+00, 2.34033e-02, 9.01143e-03 
2.96000e-02, 5.45925e-03, -6.14968e-04, -1.12440e-02, -1.80954e+00, -3.32150e+00, 4.30304e+00, 2.49325e-02, 7.48054e-03 
2.98000e-02, 5.09003e-03, -1.28657e-03, -1.03706e-02, -1.88450e+00, -3.37974e+00, 4.42172e+00, 2.62634e-02, 6.14827e-03 
3.00000e-02, 4.70545e-03, -1.96686e-03, -9.47532e-03, -1.96306e+00, -3.40816e+00, 4.52162e+00, 2.73747e-02, 5.03602e-03 
3.02000e-02, 4.30481e-03, -2.64984e-03, -8.56195e-03, -2.04510e+00, -3.40650e+00, 4.60241e+00, 2.82515e-02, 4.15873e-03 
3.04000e-02, 3.88741e-03, -3.32946e-03, -7.63435e-03, -2.13041e+00, -3.37479e+00, 4.66392e+00, 2.88855e-02, 3.52460e-03 
3.06000e-02, 3.45264e-03, -3.99975e-03, -6.69638e-03, -2.21873e+00, -3.31330e+00, 4.70607e+00, 2.92755e-02, 3.13501e-03 
3.08000e-02, 2.99992e-03, -4.65478e-03, -5.75192e-03, -2.30968e+00, -3.22257e+00, 4.72891e+00, 2.94265e-02, 2.98469e-03 
3.10000e-02, 2.52877e-03, -5.28878e-03, -4.80482e-03, -2.40283e+00, -3.10341e+00, 4.73260e+00, 2.93502e-02, 3.06206e-03 
3.12000e-02, 2.03879e-03, -5.89615e-03, -3.85888e-03, -2.49766e+00, -2.95687e+00, 4.71743e+00, 2.90639e-02, 3.34982e-03 
3.14000e-02, 1.52970e-03, -6.47153e-03, -2.91785e-03, -2.59360e+00, -2.78423e+00, 4.68377e+00, 2.85896e-02, 3.82572e-03 
3.16000e-02, 1.00135e-03, -7.00984e-03, -1.98538e-03, -2.69000e+00, -2.58703e+00, 4.63212e+00, 2.79538e-02, 4.46341e-03 
3.18000e-02, 4.53704e-04, -7.50634e-03, -1.06500e-03, -2.78615e+00, -2.36700e+00, 4.56310e+00, 2.71856e-02, 5.23350e-03 
3.20000e-02, -1.13111e-04, -7.95664e-03, -1.60137e-04, -2.88130e+00, -2.12608e+00, 4.47738e+00, 2.63165e-02, 6.10464e-03 
3.22000e-02, -6.98814e-04, -8.35677e-03, 7.25951e-04, -2.97462e+00, -1.86641e+00, 4.37576e+00, 2.53785e-02, 7.04468e-03 
3.24000e-02, -1.30296e-03, -8.70320e-03, 1.59017e-03, -3.06527e+00, -1.59026e+00, 4.25911e+00, 2.44032e-02, 8.02182e-03 
3.26000e-02, -1.92492e-03, -8.99288e-03, 2.42960e-03, -3.15238e+00, -1.30009e+00, 4.12837e+00, 2.34211e-02, 9.00568e-03 
3.28000e-02, -2.56391e-03, -9.22324e-03, 3.24152e-03, -3.23502e+00, -9.98442e-01, 3.98457e+00, 2.24599e-02, 9.96839e-03 
3.30000e-02, -3.21893e-03, -9.39225e-03, 4.02342e-03, -3.31228e+00, -6.87985e-01, 3.82876e+00, 2.15441e-02, 1.08855e-02 
3.32000e-02, -3.88882e-03, -9.49843e-03, 4.77302e-03, -3.38321e+00, -3.71457e-01, 3.66207e+00, 2.06940e-02, 1.17366e-02 
3.34000e-02, -4.57222e-03, -9.54084e-03, 5.48825e-03, -3.44690e+00, -5.16519e-02, 3.48567e+00, 1.99251e-02, 1.25061e-02 
3.36000e-02, -5.26758e-03, -9.51909e-03, 6.16729e-03, -3.50241e+00, 2.68609e-01, 3.30076e+00, 1.92477e-02, 1.31838e-02 
3.38000e-02, -5.97318e-03, -9.43339e-03, 6.80855e-03, -3.54883e+00, 5.86500e-01, 3.10854e+00, 1.86669e-02, 1.37646e-02 
